"SITE_ID","YEAR","VISIT_NO","LANDAREA","PFOR","PWETL","PURB","PAGT","RDDENS","POPDENS","ELEV","PRECIP_M" 
"OWW04440-0597",2004,1,17603.31,0.61,0.12,0.42,50.65,1.31,3.61,340,0.574 
"OWW04440-0599",2004,1,10.69,68.68,0,0,31.23,1.38,5.4,191,0.806 
"OWW04440-0605",2004,1,26.8,9.89,1.47,1.73,86.13,1.24,12.5,78,1.079 
"OWW04440-0608",2004,1,3.26,1.93,0,0,98.06,1.61,16.04,225,0.873 
"OWW04440-0611",2004,1,9.64,11.57,4.62,0.98,81.37,1.33,2.24,268,0.914 
"OWW04440-0612",2004,1,7.32,40.41,0.25,6.53,52.28,2.65,54.49,425,1.104 
"OWW04440-0616",2004,1,32.2,12.42,4.59,0.6,78.68,1.11,2.88,253,0.939 
"OWW04440-0617",2004,1,343.96,50.44,14.4,0.09,32.86,1.03,10.61,3,1.616 
"OWW04440-0618",2004,1,69.31,79.99,0.14,0.5,18.36,1.55,29.88,289,1.103 
"OWW04440-0620",2004,1,7.65,92.3,0.74,0,6.84,1.13,14.92,197,0.988 
"OWW04440-0624",2004,1,20.18,53.88,4.56,0.06,41.17,1.32,9.57,176,1.084 
"OWW04440-0625",2004,1,56.18,17.22,7.81,9.72,62.9,1.51,39.19,2,1.469 
"OWW04440-0626",2004,1,6.85,26.12,0.18,57.78,12.4,8.2,883.67,100,1.13 
"OWW04440-0629",2004,1,11.86,39.96,0.7,0.21,58.84,2.02,12.03,91,1.109 
"OWW04440-0630",2004,1,238.78,77.62,6.06,0.27,12.55,1.21,13.99,208,1.33 
"OWW04440-0631",2004,1,3.08,71.95,4.02,9.16,14.82,3.09,30.06,48,1.067 
"OWW04440-0632",2004,1,22.9,11.66,0.5,0.06,85.73,1.11,17.14,241,0.784 
"OWW04440-0634",2004,1,0.6,62.74,0,0,33.23,1.1,95.97,340,1.01 
"OWW04440-0636",2004,1,52,9.16,0.77,0.01,89.72,1.38,7.48,177,1.009 
"OWW04440-0640",2004,1,20.19,80.12,0.1,0.75,15.49,1.23,24.23,201,0.997 
"OWW04440-0646",2004,1,7.99,38.32,0,1.49,60.17,1.88,68.91,317,0.983 
"OWW04440-0647",2004,1,477.92,6.2,5.16,0.77,87.48,1.23,4.1,250,0.504 
"OWW04440-0649",2004,1,72.81,5.11,0.14,1.27,93.45,2.26,74.81,8,1.517 
"OWW04440-0650",2004,1,3.14,42.07,7.69,0.34,49.88,0.83,25.01,12,1.054 
"OWW04440-0651",2004,1,74.91,19.23,11.03,0.11,60.28,1.32,6.41,224,1.043 
"OWW04440-0657",2004,1,13.39,56.02,0,33.01,10.95,7.07,548.03,151,1.434 
"OWW04440-0658",2004,1,124.99,81.38,12.83,0.48,2.64,1.64,5.57,227,0.887 
"OWW04440-0660",2004,1,1.86,98.31,0.04,0,0.04,1.45,8.39,799,1.298 
"OWW04440-0661",2004,1,28.13,44.32,1.04,0.35,52.72,1.53,2.19,142,1.114 
"OWW04440-0663",2004,1,37.01,43.22,36.71,0.29,19.48,0.7,4.53,486,0.785 
"OWW04440-0665",2004,1,10.42,93.43,0.43,0.09,6.02,1.18,15.09,25,1.326 
"OWW04440-0666",2004,1,6.55,28.89,0,0.45,70.65,1.81,14.84,265,0.986 
"OWW04440-0669",2004,1,116.46,30.71,0.01,0.67,8.67,1.81,6.08,251,0.775 
"OWW04440-0670",2004,1,201.09,48.24,0.01,1.7,49.92,1.9,28.67,208,1.345 
"OWW04440-0672",2004,1,34.93,45.69,0.02,0.17,54.1,1.26,23.64,152,1.119 
"OWW04440-0676",2004,1,58.1,90.69,0.02,0.14,8.78,1.16,17.46,648,1.235 
"OWW04440-0677",2004,1,61,64.13,0.05,0.24,35.43,0.88,5.69,135,1.164 
"OWW04440-0678",2004,1,4.99,26.66,0,65.8,7.52,10.18,2541.42,32,1.045 
"OWW04440-0680",2004,1,13.36,40.04,0.16,0.0067,56.74,1.19,4.25,204,0.996 
"OWW04440-0682",2004,1,17.18,75.11,0.0052,0.01,24.85,0.7,7.6,376,0.866 
"OWW04440-0683",2004,1,3.38,44.68,13.24,0,13.85,0.57,0.67,258,0.875 
"OWW04440-0686",2004,1,1.35,72.45,0,0,27.54,1.61,7.03,560,1.609 
"OWW04440-0693",2004,1,230.38,97.11,0,0.0094,1.29,0.57,1.15,244,1.379 
"OWW04440-0694",2004,1,11.17,93.87,0,0.12,5.02,1.55,63.66,217,1.407 
"OWW04440-0696",2004,1,53.05,5.45,2.81,0.21,90.18,1.43,19.99,268,0.786 
"OWW04440-0697",2004,1,143.31,62.1,0.23,0.19,36.02,1.09,3.58,179,1.138 
"OWW04440-0698",2004,1,5.31,99.91,0,0,0.06,1.26,1.31,496,1.079 
"OWW04440-0700",2004,1,49.21,5.67,0.09,0.78,93.37,1.69,6.9,146,0.973 
"OWW04440-0708",2004,1,7.99,96.59,0.01,0,3.37,2.21,24.19,1133,1.514 
"OWW04440-0709",2004,1,7.2,79.57,0,0,20.36,1.41,5.87,172,1.302 
"OWW04440-0712",2004,1,4.54,72.25,0,0,27.74,1.42,11.83,127,1.166 
"OWW04440-0713",2004,1,24.04,75.61,2.8,0.51,18.78,1.18,5.38,119,1.177 
"OWW04440-0725",2004,1,3.1,100,0,0,0,0.86,3.19,380,1.44 
"OWW04440-0727",2004,1,3.6,55.33,16.4,0,27.46,1.06,2.28,442,0.813 
"OWW04440-0743",2004,1,32.74,4.44,0.29,1.02,92.48,1.45,20.02,229,0.784 
"OWW04440-0747",2004,1,62.44,1.39,98.11,0.19,0.15,0.07,0.97,213,0.819 
"OWW04440-0750",2004,1,2.63,96.44,0,0,3.48,2.82,14,285,1.472 
"OWW04440-0752",2004,1,6.12,4.96,2.01,1.14,91.87,1.13,17.37,307,1.014 
"OWW04440-0760",2004,1,116.74,21.03,4.73,1.39,72.82,1.58,19.47,292,0.898 
"OWW04440-0762",2004,1,33.47,21.03,0.59,0.65,77.71,1.28,59.06,186,0.904 
"OWW04440-0766",2004,1,9.63,85.4,0,0.06,14.52,1.71,8.2,243,1.162 
"OWW04440-0771",2004,1,12.4,10.51,0.08,1.26,88.02,1.35,4.14,6,1.396 
"OWW04440-0772",2004,1,1.8,52.79,0,0.49,46.7,2.16,20.33,311,1.278 
"OWW04440-0773",2004,1,1461.57,1.27,10.32,0.78,87.61,1.04,13.69,26,1.36 
"OWW04440-0774",2004,1,0.73,20.91,0.12,6.39,72.57,4.28,55.45,310,0.949 
"OWW04440-0775",2004,1,12.99,47.5,7.89,0.0069,0.47,0,1.79,439,0.73 
"OWW04440-0784",2004,1,19.77,4.31,0.29,0,95.38,1.46,15.84,231,0.91 
"OWW04440-0785",2004,1,38.06,95.95,0,0.57,1.87,0.87,25.39,90,1.464 
"OWW04440-0791",2004,1,0.6,5.48,0,0.14,93.92,2.04,5.5,325,1.464 
"OWW04440-0797",2004,1,303.64,21.29,0.06,0.07,25.87,0.85,3.45,180,0.843 
"OWW04440-0798",2004,1,7.3,99.86,0,0,0.13,0.61,5.9,599,1.66 
"OWW04440-0804",2004,1,7.3,50.71,0.06,36.75,12.38,5.51,208.36,628,1.119 
"OWW04440-0805",2004,1,55.47,89.27,0.06,0.04,10.42,0.38,4.75,367,1.341 
"OWW04440-0807",2004,1,1107.48,2.73,6.76,1.04,89.43,1.36,11.98,295,0.705 
"OWW04440-0809",2004,1,7.43,75.42,0.43,0.16,23.96,0.97,14.91,80,1.241 
"OWW04440-0811",2004,1,9.25,98.78,0.43,0,0.08,0.43,0.95,195,0.837 
"OWW04440-0814",2004,1,6.64,67.51,0,7.93,23.51,3.74,40.35,231,1.4 
"OWW04440-0822",2004,1,48.5,88.72,0.23,0.37,4.84,1.36,4.7,119,1.222 
"OWW04440-0823",2004,1,18.72,44.48,3.53,0.03,51.72,1.13,4.94,267,0.764 
"OWW04440-0825",2004,1,0.98,62.23,0,0,37.76,0.76,6.56,182,1.504 
"OWW04440-0828",2004,1,96.82,0.5,0.33,0.45,98.61,1.55,9.95,197,0.994 
"OWW04440-0829",2004,1,31.08,30.79,3.81,0,53.22,1.4,2.08,34,1.07 
"OWW04440-0830",2004,1,55.19,80.97,6.73,1,9.41,2.09,12.76,33,1.22 
"OWW04440-0835",2004,1,64,8.4,0.17,0.007,1.37,1,0.78,252,0.924 
"OWW04440-0836",2004,1,1,63.2,0.08,16.29,20.41,2.98,149.5,210,1.174 
"OWW04440-0841",2004,1,15.29,81.29,3.88,0.15,14.65,1.3,2.18,83,1.288 
"OWW04440-0846",2004,1,3.92,54.27,0,0.16,45.56,1.74,18.12,187,1.289 
"OWW04440-0849",2004,1,5.53,94.64,0,0,4.45,1.38,1.78,118,1.457 
"OWW04440-0853",2004,1,174,98.55,0,0.0083,1.02,0.84,2.22,221,1.573 
"OWW04440-0854",2004,1,8.62,71.14,0.07,0.1,7.79,1.26,7.11,134,1.213 
"OWW04440-0861",2004,1,14.68,85.92,0.14,0.3,6.25,1.45,3.18,87,1.24 
"OWW04440-0862",2004,1,2,85.11,0,8.85,0.94,2.37,6.86,454,1.4 
"OWW04440-0865",2004,1,7.43,44.5,0,11.76,42.11,3.41,87.16,126,1.491 
"OWW04440-0877",2004,1,632.4,30.96,0.54,0.58,16.5,1.55,4.26,34,0.793 
"OWW04440-0878",2004,1,0.98,100,0,0,0,1.32,3.27,1164,1.859 
"OWW04440-0886",2004,1,0.64,68.01,0,1.66,30.31,2.15,5.94,554,1.595 
"OWW04440-0899",2004,1,50.04,39.36,0.05,0.37,12.4,0.92,6.75,226,0.985 
"OWW04440-0901",2004,1,1084.21,37.8,10.48,4.41,46.87,1.57,50.4,47,1.327 
"OWW04440-0910",2004,1,1.62,77.24,0,0.49,22.25,3.49,8.08,124,1.434 
"OWW04440-0913",2004,1,24.6,91.14,0.97,0.06,6.7,1.52,7.72,15,1.642 
"OWW04440-0917",2004,1,82.39,40.89,0.05,0.11,22.6,1.03,3.69,204,1.009 
"OWW04440-0932",2004,1,0.42,100,0,0,0,0,12.34,547,1.314 
"OWW04440-0937",2004,1,53.84,69.45,13.17,2.88,3.8,1.61,20.47,44,1.383 
"OWW04440-0945",2004,1,344.63,46.31,11.83,0.46,28.83,0.82,5.93,7,1.48 
"OWW04440-0950",2004,1,36.23,95.81,0,0.01,0.59,0.33,15.15,281,1.389 
"OWW04440-0953",2004,1,172.57,74.57,0,0.15,24.66,1.28,6.25,91,1.189 
"OWW04440-0963",2004,1,15.75,0.05,0,0,92.83,1.09,0.38,425,0.688 
"OWW04440-0964",2004,1,3.85,98.08,0,0,1.91,0.05,22.12,1155,1.509 
"OWW04440-0969",2004,1,25.09,27.77,5.72,7.9,58.59,1.62,33.1,17,1.551 
"OWW04440-0974",2004,1,1.86,99.32,0,0.28,0.38,0.74,9.36,474,1.466 
"OWW04440-0980",2004,1,5.55,84.12,0.77,0.12,14.93,1.53,20.37,114,1.192 
"OWW04440-0985",2004,1,44.3,61.68,0.57,0.05,37.55,0.84,7.83,137,1.416 
"OWW04440-0989",2004,1,37.97,6.24,5.71,2.96,84.44,2.34,9.96,67,1.058 
"OWW04440-0993",2004,1,26.48,88.97,1.85,0.02,9.14,1.05,1.95,181,1.436 
"OWW04440-1001",2004,1,71.57,55.9,0,0.005,43.59,1.08,10.33,27,1.644 
"OWW04440-1006",2004,1,40.03,70.92,0,0.49,27.47,1.43,19.48,338,1.281 
"OWW04440-1022",2004,1,22.09,95.41,0,0.77,3.81,1.83,13.58,207,1.209 
"OWW04440-1028",2004,1,10.33,85.13,0,0.23,14.63,2.21,27.17,323,1.3 
"OWW04440-1038",2004,1,68.52,95.34,0,0.21,4.39,0.37,2.69,191,1.497 
"OWW04440-1041",2004,1,1.31,100,0,0,0,0,25.69,159,1.475 
"OWW04440-1054",2004,1,0.21,99.14,0,0,0.85,2.63,54.43,830,1.794 
"OWW04440-1056",2004,1,11.86,48.16,0,1.53,50.29,1.62,27.12,223,1.141 
"OWW04440-1061",2004,1,18.48,42.79,0,0,57.2,1.15,6.51,63,1.279 
"OWW04440-1070",2004,1,3.27,99.72,0,0,0.27,0.54,10.73,250,1.515 
"OWW04440-1086",2004,1,3.89,95.17,0.32,1.82,2.44,1.67,18.11,106,1.174 
"OWW04440-1088",2004,1,12.84,99.55,0,0.02,0.4,1.15,5.95,209,1.093 
"OWW04440-1125",2004,1,10.3,56.76,3.21,0.33,36.87,1.11,6.34,98,1.377 
"OWW04440-1141",2004,1,37.02,16.42,0,7.88,71.98,6.29,116.57,140,0.941 
"OWW04440-1377",2004,1,18.56,94.58,1.39,0,2.66,0.63,3.16,86,1.461 
"VAEQ99-0421",2004,1,496.28,60.42,0.22,0.22,38.88,1.68,14.16,645,1.144 
"VAEQ99-0422",2004,1,9.1,97.03,0,0.0099,1.03,0.99,28.95,452,1.166 
"VAEQ99-0425",2004,1,67.56,50.26,0.02,0.5,49.18,1.42,12.4,143,1.037 
"VAEQ99-0426",2004,1,6.1,95.2,0.01,0.05,4.64,2.05,8.22,346,1.262 
"VAEQ99-0427",2004,1,19.05,99.5,0.43,0.0047,0.03,1.16,21.2,715,1.209 
"VAEQ99-0433",2004,1,0.42,97.67,0,0,0,4.02,6.73,852,1.195 
"VAEQ99-0434",2004,1,77.65,84.15,3.51,0.51,11.1,0.94,8.67,108,1.088 
"VAEQ99-0436",2004,1,6.22,66.18,0.14,0,30.99,1.82,21.03,166,1.109 
"VAEQ99-0437",2004,1,216.31,65.97,0.02,4.38,29.23,1.98,65.23,565,0.952 
"VAEQ99-0438",2004,1,5.8,100,0,0,0,0.88,1.86,544,1.12 
"VAEQ99-0441",2004,1,25.46,64.45,0.18,0.16,34.3,1.2,11.56,202,1.075 
"VAEQ99-0442",2004,1,12.83,84.86,0.007,1.78,13.32,1.38,18.95,662,1.225 
"VAEQ99-0443",2004,1,17.54,82.95,0,0.22,16.55,1.3,6.99,145,1.217 
"VAEQ99-0444",2004,1,509.93,81.09,0.08,0.62,17.35,1.44,8.82,153,1.153 
"VAEQ99-0445",2004,1,67.84,66.87,5.46,0.1,23.36,1.76,6.96,61,1.117 
"VAEQ99-0446",2004,1,10.87,83.97,1.79,0,12.7,0.87,14.69,111,1.114 
"VAEQ99-0447",2004,1,52.89,50.87,0.18,0.04,48.88,2.35,12.99,769,1.345 
"VAEQ99-0448",2004,1,1.47,55.25,0,11.78,32.96,3.32,20.16,2,1.112 
"VAEQ99-0449",2004,1,16.04,66.19,0.19,2.93,29.92,0.78,15.46,189,1.077 
"VAEQ99-0451",2004,1,306.47,70.97,0.05,1.11,27.63,1.31,22.49,262,1.089 
"VAEQ99-0453",2004,1,132.38,75.96,0.11,0.37,19.31,1.62,17.7,65,1.072 
"VAEQ99-0455",2004,1,248.37,34.06,0.14,0.73,65.02,2,30.09,90,1.036 
"VAEQ99-0456",2004,1,1.2,60,0,1.04,38.95,1.9,14.71,242,1.076 
"VAEQ99-0461",2004,1,6.64,61.97,0.27,0,37.72,0.34,19.57,317,1.193 
"VAEQ99-0464",2004,1,141.85,64.46,0.63,1.4,32.25,1.28,15.49,157,1.087 
"VAEQ99-0467",2004,1,31.71,73.15,0.07,0.0057,26.74,1.07,16.68,425,1.186 
"VAEQ99-0468",2004,1,6.5,74.11,0.15,0.01,25.64,1.69,10.78,172,1.118 
"VAEQ99-0475",2004,1,76.75,92.34,0.01,0.05,7.33,0.59,8.46,274,0.955 
"VAEQ99-0476",2004,1,11.01,99.36,0.0082,0,0.62,0.98,5.27,508,1.023 
"VAEQ99-0478",2004,1,40.2,97.21,0,0,1.64,0.92,8.74,447,1.073 
"VAEQ99-0479",2004,1,191.1,72.27,5.08,0.71,18.51,0.91,9.32,74,1.082 
"VAEQ99-0480",2004,1,3.73,69.26,5.29,0.04,21.01,1.03,4.49,131,1.094 
"VAEQ99-0481",2004,1,5.14,98.61,0.24,0,0.1,0.54,5.77,643,1.017 
"VAEQ99-0482",2004,1,195.87,83.65,0.04,1.71,14.54,1.36,16.23,647,1.209 
"VAEQ99-0483",2004,1,245.45,83.13,0.33,0.74,15.57,1.91,15.31,162,1.163 
"VAEQ99-0484",2004,1,34.32,85.28,1.13,1.55,5.7,0.94,12.38,80,1.06 
"VAEQ99-0487",2004,1,43.33,98.18,0.0021,0.18,1.42,1.02,15.74,716,1.037 
"VAEQ99-0489",2004,1,42.95,77.69,0.04,0.07,22.08,0.79,8.62,218,1.145 
