"SITE_ID","VISIT_NO","DATE_COL","SAMPLED","COM_IM","STAT_ID","QCCSCOND","COM_QCCS","STRMCOND","COM_COND","STRM_DO","COM_DO","STRMTEMP","COM_TEMP","TIME_COM","TEAM_ID","NAME_1","BIOMOR1","GEOMOR1","FORMS1","NAME_2","BIOMOR2","GEOMOR2","FORMS2","NAME_3","BIOMOR3","GEOMOR3","FORMS3","NAME_4","BIOMOR4","GEOMOR4","FORMS4","NAME_5","BIOMOR5","GEOMOR5","FORMS5","NAME_6","NAME_7","NAME_8","COM_CREW","TIME","YEAR" 
"WCAP99-0587",1,08/16/2000,"Yes"," ","X",1039," ",379," ",9.9," ",13.4," "," "," ","MICHAEL DAWSON"," "," "," ","SHAWN MCBRIDE"," "," "," ","JAY ROWAN"," "," "," ","DOUG POST"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WCAP99-0590",1,08/24/2000,"Yes"," ","X",100,"100MS STANDARD",260," ",6.1," ",16.9," "," "," ","SHAWN MCBRIDE"," "," "," ","MICHAEL DAWSON"," "," "," ","JAY ROWAN"," "," "," ","DOUG POST"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WCAP99-0592",1,09/12/2000,"Yes"," ","X",101," ",182," ",8.8," ",9.4," "," "," ","ANDY REHN"," "," "," ","SHAWN MCBRIDE"," "," "," ","JAY ROWAN"," "," "," ","DOUG POST"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WCAP99-0593",1,08/28/2001,"Yes"," ","X", ," ",265.4,"CONDUCTIVITY 265.4 MICROS",9," ",13.1,"SALINITY 0.1 PPT"," ","1","KRISTIN MCCLEERY","Y"," "," ","GLENN SIBBALD","Y"," ","Y","TIM MULLOY"," ","Y"," ","SHAWN MCBRIDE"," ","Y","Y"," "," "," "," "," "," "," "," ","11:10",2001 
"WCAP99-0598",1,09/17/2002,"Yes"," ","X", ," ", ,"DO NON-OPERATIONAL", ," ",10.5," "," ","1","JENNIFER LENZ"," ","Y","Y","TIM MULLOY"," ","Y"," ","SHAWN MCBRIDE","Y"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," ","9:43",2002 
"WCAP99-0600",1,08/02/2000,"Yes"," ","X",988," ",464," ",8.8," ",16.5," "," "," ","MICHAEL DAWSON"," "," "," ","GREG MAGDA"," "," "," ","DOUG POST"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WCAP99-0604",1,09/13/2000,"Yes"," ","X",101,"100ms/cm standard",33," ",8.8," ",10.8," "," ","0","ANDY REHN"," "," "," ","SHAWN MCBRIDE"," "," "," ","JAY ROWAN"," "," "," ","DOUG POST"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WCAP99-0605",1,09/19/2000,"Yes"," ","X",100,"100 standard",128," ",7.6," ",17.4," "," "," ","JAY ROWAN"," "," "," ","PETE ODE"," "," "," ","SHAWN MCBRIDE"," "," "," ","MICHAEL DAWSON"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WCAP99-0606",1,08/23/2000,"Yes"," ","X",100,"100 uS standard",117," ",7.9," ",15.1," "," "," ","SHAWN MCBRIDE"," "," "," ","MICHAEL DAWSON"," "," "," ","JAY ROWAN"," "," "," ","DOUG POST"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WCAP99-0613",1,08/08/2000,"Yes"," ","X",1040,"1000 us standard",110," ",9," ",15.3," "," "," ","SHAWN MCBRIDE"," "," "," ","GREG MAGDA"," "," "," ","JAY ROWAN"," "," "," ","DOUG POST"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WCAP99-0614",1,08/20/2003,"Yes"," ","F", ," ",390,"390 US CONDUCTIVIY",9.2," ",20,"0.2 PM SALINITY"," ","1","LAUREN DAILEY"," ","Y"," ","MICHAEL DAWSON","Y"," ","Y","SHAWN MCBRIDE"," ","Y","Y"," "," "," "," "," "," "," "," "," "," "," "," ","11:20",2003 
"WCAP99-0618",1,07/23/2003,"Yes"," ","X", ," ",183,"183 US",10," ",17,"0.1 PPT"," ","2","JENNIFER YORK"," ","Y","Y","MICHAEL DAWSON","Y"," ","Y","NATHAN BROSIUS"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," "," ","10:30",2003 
"WCAP99-0619",1,08/22/2000,"Yes"," ","X",100,"100 MS Standard",108," ",8.7," ",11.6," "," "," ","MICHAEL DAWSON"," "," "," ","SHAWN MCBRIDE"," "," "," ","DOUG POST"," "," "," ","JAY ROWAN"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WCAP99-0624",1,08/22/2001,"Yes"," ","X", ," ", ,"PH 8.0; DO NOT TAKEN", ," ",23.5,"CONDUCTIVITY NO READING","SALINITY 0.2 PPT","2","SHAWN MCBRIDE","Y"," ","Y","MICHAEL DAWSON","Y"," "," ","JENNIFER LANE"," ","Y","Y","TIM MULLOY"," ","Y"," "," "," "," "," "," "," "," "," ","9:54",2001 
"WCAP99-0625",1,09/11/2001,"Yes"," ","X", ," ", ,"PH 7.0",10," ",13.7,"SALINITY 0.0 PPT","CONDUCTIVITY 78.0 MICROS","1","JENNIFER LENZ","Y"," ","Y","JENNIFER LANE"," ","Y","Y","TIM MULLOY","Y"," ","Y","KRISTIN MCCLEERY"," ","Y"," "," "," "," "," "," "," "," "," ","10:58",2001 
"WCAP99-0629",1,06/27/2002,"Yes"," ","X", ," ",51.8,"51.8 US CONDUCTIVITY",7.5," ",13,"0 PPT SALINITY"," ","1","LAUREN DAILEY","Y"," ","Y","BEN BARKER"," ","Y"," ","SHAWN MCBRIDE"," ","Y","Y","TIM MULLOY","Y"," "," "," "," "," "," "," "," "," "," ","11:45",2002 
"WCAP99-0654",1,06/13/2001,"Yes"," ","X", ," ",3720,"3720 M/S",5.5," ",18.4,"SALINITY 2.0 PPT"," ","1","GLENN SIBBALD","Y"," ","Y","MICHAEL DAWSON"," ","Y"," ","JENNIFER LENZ","Y"," "," ","SHAWN MCBRIDE"," ","Y","Y"," "," "," "," "," "," "," "," ","10:00",2001 
"WCAP99-0658",1,05/09/2001,"Yes"," ","F", ," ",67,"CONDUCTIVITY - 67",6.4," ",10,"SALINITY - 0.0 PPT","PH - 7.1","1","JENNIFER LENZ"," ","Y"," ","DOUG POST"," ","Y","Y","SHAWN MCBRIDE","Y"," "," ","MICHAEL DAWSON","Y"," "," "," "," "," "," "," "," "," "," ","9:30",2001 
"WCAP99-0662",1,05/16/2001,"Yes"," ","X", ," ",386.2,"PH 8.0",7.1," ",12.1,"CONDUCTIVITY 386.2 MS","SALINITY 0.2 PPT","1","JENNIFER LENZ"," ","Y","Y","JENNIFER LENZ"," ","Y","Y","SHAWN MCBRIDE","Y"," "," ","GLENN SIBBALD","Y"," "," "," "," "," "," "," "," "," "," ","9:46",2001 
"WCAP99-0669",1,06/26/2001,"Yes"," ","X", ," ",250,"PH 6.0, 11:53.",6," ",13.6,"CONDUCTIVITY 250 US.","SALINITY 0.1 PPT.","1","JENNIFER LANE"," ","Y","Y","JENNIFER MOORE"," ","Y"," ","GLENN SIBBALD","Y"," "," ","NATHAN BROSIUS","Y"," "," "," "," "," "," "," "," "," "," ","12:10",2001 
"WCAP99-0674",1,05/16/2002,"Yes"," ","X", ," ",136,"0.1 PPT",8," ",11,"US 136"," ","1","JENNIFER LENZ","Y"," ","Y","MICHAEL DAWSON"," ","Y","Y","TIM MULLOY","Y"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:00",2002 
"WCAP99-0677",1,05/09/2002,"Yes"," ","X", ," ",1033,"1033 US CONDUCTIVITY",8.8," ",15.7,"0.5 PPT SALINITY"," ","1","GLENN SIBBALD","Y"," ","Y","TIM MULLOY"," ","Y"," ","SHAWN MCBRIDE"," ","Y","Y"," "," "," "," "," "," "," "," "," "," "," "," ","12:15",2002 
"WCAP99-0679",1,04/24/2002,"Yes"," ","X", ," ",272,"272 US",9.2," ",11.4,"0.1 PPT."," ","1","JENNIFER LENZ"," ","Y","Y","JENNIFER LANE"," ","Y","Y","SHAWN MCBRIDE","Y"," ","Y","TIM MULLOY","Y"," "," "," "," "," "," "," "," "," "," ","11:00",2002 
"WCAP99-0682",1,04/30/2002,"Yes"," ","X", ," ",332,"332 US CONDUCTIVITY",9.5," ",9.3,"0.2 PPT SALINITY"," ","1","SHAWN MCBRIDE"," ","Y","Y","MICHAEL DAWSON"," ","Y"," ","GLENN SIBBALD","Y"," ","Y","TIM MULLOY","Y"," "," "," "," "," "," "," "," "," "," ","8:30",2002 
"WCAP99-0683",1,05/08/2002,"Yes"," ","X", ," ",551,"551 US CONDUCTIVITY.",6.9," ",15.6,"0.3 PPT SALINITY."," ","1","SHAWN MCBRIDE"," ","Y","Y","GLENN SIBBALD","Y"," ","Y","TIM MULLOY"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," "," ","11:40",2002 
"WCAP99-0742",1,08/21/2001,"Yes"," ","X", ," ",153.3,"PH 8.1",9.3," ",15.9,"CONDUCTIVITY 153.3 MS","SALINITY 0.1 PPT","2","JENNIFER LANE"," ","Y","Y","SHAWN MCBRIDE","Y"," ","Y","TIM MULLOY"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," "," ","14:44",2001 
"WCAP99-0744",1,09/12/2001,"Yes"," ","X", ," ",103,"103 US.",8.8," ",9.2,"0.0 PPT","7.2 PH.","1","JENNIFER LENZ"," ","Y","Y","KRISTIN MCCLEERY"," ","Y"," ","TIM MULLOY","Y"," ","Y","JENNIFER LANE","Y"," ","Y"," "," "," "," "," "," "," "," ","10:05",2001 
"WCAP99-0746",1,07/31/2001,"Yes"," ","X", ," ", ,"PH 8.3",8.9," ",18.9,"SALINITY 0.3 PPT","CONDUCTIVITY 712","2","SHAWN MCBRIDE","Y"," "," ","SIMONA ALTMAN"," ","Y"," ","NATHAN BROSIUS","Y"," ","Y","JENNIFER LANE"," ","Y","Y"," "," "," "," "," "," "," "," ","8:58",2001 
"WCAP99-0747",1,09/07/2001,"Yes"," ","X", ," ",128.2,"128.2 MICROS",7," ",14.3,"0.1 PPT","7.0 PH","1","JENNIFER LENZ","Y"," ","Y","JENNIFER LANE","Y"," ","Y","SHAWN MCBRIDE"," ","Y","Y","TIM MULLOY"," ","Y","Y"," "," "," "," "," "," "," "," ","8:40",2001 
"WCAP99-0748",1,08/20/2001,"Yes"," ","X", ," ",500,"CONDUCTIVITY 500 US.",3.2," ",18.5,"PH 8.3.","SALINITY 0.2 PPT.","2","JENNIFER LANE"," ","Y","Y","SHAWN MCBRIDE","Y"," ","Y","TIM MULLOY"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," "," ","14:00",2001 
"WCAP99-0750",1,08/07/2001,"Yes"," ","X", ," ", ,"PH 6.9.",7.9," ",12.4,"SALINITY 0.0 PPT.","CONDUCTIVITY 25.1 US.","1","JENNIFER LENZ","Y"," ","Y","SIMONA ALTMAN"," ","Y"," ","JENNIFER MOORE"," ","Y"," ","TIM MULLOY","Y"," "," "," "," "," "," "," "," "," "," ","13:10",2001 
"WCAP99-0755",1,08/22/2001,"Yes"," ","X", ," ",138,"138 MICROS",9.1," ",12.7,"0.1 PPT","7.2 PH","1","JENNIFER LENZ"," ","Y","Y","KRISTIN MCCLEERY"," ","Y"," ","NATHAN BROSIUS","Y"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," ","13:30",2001 
"WCAP99-0756",1,08/21/2001,"Yes"," ","X", ," ",52,"52.0 MICROS",9.5," ",12.4,"0.0 PPT","6.8 PH","1","JENNIFER LENZ"," ","Y","Y","KRISTIN MCCLEERY"," ","Y","Y","NATHAN BROSIUS","Y"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," ","13:40",2001 
"WCAP99-0756",1,07/31/2002,"Yes"," ","X", ," ",48,"48.0 US CONDUCTIVITY",6.8," ",13.9,"0.0 PPT SALINITY"," ","1","BEN BARKER","Y"," ","Y","LAUREN DAILEY"," ","Y"," ","TIM MULLOY","Y"," "," ","SHAWN MCBRIDE"," ","Y","Y"," "," "," "," "," "," "," "," ","13:30",2002 
"WCAP99-0758",1,07/02/2001,"Yes"," ","X", ," ", ,"PH 8.1",7.3," ",15.6,"SALINITY 0.0 PPT.","CONDUCTIVITY 20.9 US.","1","JENNIFER LANE"," ","Y","Y","JENNIFER LENZ","Y"," ","Y","SIMONA ALTMAN"," ","Y"," ","NATHAN BROSIUS","Y"," "," "," "," "," "," "," "," "," "," ","13:37",2001 
"WCAP99-0759",1,09/13/2001,"Yes"," ","X", ," ",112.9,"PH 7.2",6.8," ",11.1,"112.9 uS","0.1 PPT","1","JENNIFER LENZ"," ","Y","Y","JENNIFER LANE"," ","Y","Y","TIM MULLOY","Y"," ","Y","KRISTIN MCCLEERY","Y"," ","Y"," "," "," "," "," "," "," "," ","8:00",2001 
"WCAP99-0760",1,08/09/2001,"Yes"," ","X", ," ", ,"SALINITY 0.0 PPT",8," ",18.7,"PH 8.0","CONDUCTIVITY 58.3 MICROS","2","NATHAN BROSIUS","Y"," ","Y","KRISTIN MCCLEERY"," ","Y"," ","JENNIFER LANE"," ","Y","Y"," "," "," "," "," "," "," "," "," "," "," "," ","12:45",2001 
"WCAP99-0761",1,10/02/2001,"Yes"," ","X", ," ", ,"NO WATER CHEMISTRY MEASUREMENTS TAKEN. DEAD BATTERIES IN YSI.  PH 6.6", ," ", ," "," ","1","JENNIFER LENZ"," ","Y","Y","KRISTIN MCCLEERY"," ","Y"," ","JENNIFER LANE","Y"," ","Y","TIM MULLOY","Y"," "," "," "," "," "," "," "," "," "," ","12:01",2001 
"WCAP99-0764",1,06/20/2002,"Yes"," ","X", ," ",227,"0.1 PPT; 277 US",16.7," ",24.3," "," ","2","JENNIFER LENZ"," ","Y","Y","JENNIFER BURGHARDT"," ","Y"," ","GLENN SIBBALD","Y"," ","Y","NATHAN BROSIUS","Y"," ","Y"," "," "," "," "," "," "," "," ","10:31",2002 
"WCAP99-0767",1,10/10/2001,"Yes"," ","X", ," ", ,"SALINITY 0.1 PPT.",9," ",14.7,"PH 7.1.","CONDUCTIVITY 238.8 US.","1","TIM MULLOY"," ","Y"," ","JENNIFER LANE"," ","Y","Y","KRISTIN MCCLEERY","Y"," ","Y","JENNIFER LENZ","Y"," "," "," "," "," "," "," "," "," "," ","12:30",2001 
"WCAP99-0768",1,07/25/2001,"Yes"," ","X", ," ",288,"PH 8.5",7.6," ",19,"288 MICRO-S","0.1 PPT","2","JENNIFER LENZ"," ","Y","Y","SIMONA ALTMAN"," ","Y"," ","GLENN SIBBALD","Y"," "," ","AMY TSUJI","Y"," ","Y"," "," "," "," "," "," "," "," ","10:56",2001 
"WCAP99-0777",1,06/20/2001,"Yes"," ","X", ," ",218.2,"PH 8.5",8," ",16.5,"CONDUCTIVITY 218.2 uS","SALINITY 0.1 PPT","1","MICHAEL DAWSON","Y"," "," ","JENNIFER LANE"," ","Y","Y","JENNIFER MOORE","Y"," ","Y","AMY TSUJI"," ","Y"," "," "," "," "," "," "," "," "," ","11:52",2001 
"WCAP99-0779",1,07/11/2001,"Yes"," ","X", ," ",815,"IM: No DO recorded. 815 uS COND.", ," ",15.8,".4 PPT SALINITY"," ","1","SHAWN MCBRIDE"," ","Y","Y","KRISTIN MCCLEERY","Y"," "," ","MICHAEL DAWSON"," ","Y"," ","SIMONA ALTMAN","Y"," ","Y","NATHAN BROSIUS","Y"," "," "," "," "," "," ","10:37",2001 
"WCAP99-0780",1,05/15/2001,"Yes"," ","X", ," ", ,"PH 8.4",6.3," ",11.7,"US 247.2","0.1 PPT","1","JENNIFER LENZ"," ","Y","Y","JENNIFER LANE"," ","Y","Y","GLENN SIBBALD","Y"," ","Y","SHAWN MCBRIDE","Y"," ","Y"," "," "," "," "," "," "," "," ","9:58",2001 
"WCAP99-0785",1,05/24/2001,"Yes"," ","X", ," ",1933,"PH 8.2.",12.3," ",29.1,"1933 US; 1.0 PPT."," ","1","JENNIFER LENZ"," ","Y","Y","NATHAN BROSIUS"," ","Y"," ","JENNIFER LANE","Y"," ","Y","SHAWN MCBRIDE","Y"," "," ","SIMONA ALTMAN","Y"," "," "," "," "," "," ","11:45",2001 
"WCAP99-0787",1,06/27/2001,"Yes"," ","X", ," ",47,"CONDUCTIVITY 47 uS",2.6," ",9,"SALINITY 0.0 PPT","PH 7.1 ALL TAKEN AT 'A'","1","JENNIFER LANE"," ","Y","Y","JENNIFER MOORE"," ","Y","Y","GLENN SIBBALD","Y"," "," ","NATHAN BROSIUS","Y"," "," "," "," "," "," "," "," "," "," ","12:45",2001 
"WCAP99-0794",1,05/10/2001,"Yes"," ","X", ," ",145,"145 US CONDUCTIVITY",6.8," ",10.2,"0.1 PPT SALINITY","PH 7.3","1","JENNIFER LENZ"," ","Y"," ","DOUG POST"," ","Y","Y","SHAWN MCBRIDE","Y"," "," ","MICHAEL DAWSON","Y"," "," "," "," "," "," "," "," "," "," ","9:15",2001 
"WCAP99-0795",1,06/06/2001,"Yes"," ","X", ," ",1213,"CONDUCTIVITY: 1213.",5.5," ",19.6,"SALINITY 0.6."," ","1","JENNIFER LENZ"," ","Y","Y","SIMONA ALTMAN"," ","Y"," ","SHAWN MCBRIDE","Y"," ","Y","JENNIFER MOORE","Y"," "," ","NATHAN BROSIUS","Y"," "," ","JENNIFER LANE","AMY TSUJI"," "," ","10:25",2001 
"WCAP99-0796",1,07/10/2001,"Yes"," ","X", ," ",620,"620 MICROS", ," ",18,"SALINITY 0.3 PPT","DO NOT WORKING","1","SHAWN MCBRIDE"," ","Y","Y","MICHAEL DAWSON"," ","Y"," ","SIMONA ALTMAN","Y"," ","Y","KRISTIN MCCLEERY","Y"," "," ","NATHAN BROSIUS","Y"," "," "," "," "," "," ","15:15",2001 
"WCAP99-0798",1,05/17/2001,"Yes"," ","X", ," ",216.2,"US 216.2.",6.9," ",17,"PPT 0.1."," ","1","JENNIFER LENZ"," ","Y","Y","JENNIFER LANE"," ","Y"," ","SHAWN MCBRIDE","Y"," "," ","GLENN SIBBALD","Y"," "," ","JEFF WELLS"," "," "," "," "," "," ","JEFF WELLS - USFS.","11:00",2001 
"WCAP99-0803",1,06/12/2001,"Yes"," ","X", ," ",750,"CONDUCTIVITY 750",11.8," ",15.7,"SALINITY 0.4 PPT"," ","1","JENNIFER LENZ"," ","Y","Y","SHAWN MCBRIDE","Y"," ","Y","GLENN SIBBALD"," ","Y"," ","MICHAEL DAWSON","Y"," "," "," "," "," "," "," "," "," "," ","9:35",2001 
"WCAP99-0806",1,06/20/2001,"Yes"," ","X", ," ",397,"COND. 397.",6," ",16.1,"PPT 0.2.","PH 8.5.","2","JENNIFER LENZ"," ","Y","Y","SIMONA ALTMAN"," ","Y"," ","SHAWN MCBRIDE","Y"," ","Y","NATHAN BROSIUS","Y"," "," "," "," "," "," "," "," "," "," ","11:12",2001 
"WCAP99-0809",1,06/05/2001,"Yes"," ","X", ," ",412.5,"CONDUCTIVITY 412.5 MS",13.5," ",13.1,"SALINITY 0.2 PPT","PH = 8.2","1","JENNIFER LANE"," ","Y"," ","JENNIFER LENZ"," ","Y","Y","SIMONA ALTMAN","Y"," ","Y","SHAWN MCBRIDE","Y"," "," "," "," "," "," "," "," "," "," ","9:42",2001 
"WCAP99-0810",1,07/26/2001,"Yes"," ","A", ," ",201.5,"PH 7.4",0.9," ",15.5,"CONDUCTIVITY 201.5","SALINITY 0.1 PPT","2","JENNIFER LANE"," ","Y"," ","SHAWN MCBRIDE","Y"," ","Y","NATHAN BROSIUS","Y"," "," ","JENNIFER MOORE","Y","Y","Y"," "," "," "," "," "," "," "," ","9:04",2001 
"WCAP99-0811",1,07/31/2001,"Yes"," ","X", ," ",136.1,"MICROS 136.1",8.5," ",13.7,"0.1 PPT"," ","1","JENNIFER LENZ"," ","Y","Y","JENNIFER MOORE","Y","Y"," ","GLENN SIBBALD","Y"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," ","12:25",2001 
"WCAP99-0812",1,07/12/2001,"Yes"," ","X", ," ",145.9,"PH 8.2",7," ",18.2,"CONDUCTIVITY 145.9 US","SALINITY 0.1 PPT","2","JENNIFER LANE"," ","Y"," ","JENNIFER LENZ","Y"," "," ","JENNIFER MOORE"," ","Y","Y","AMY TSUJI","Y"," ","Y"," "," "," "," "," "," "," "," ","8:25",2001 
"WCAP99-0816",1,08/14/2001,"Yes"," ","F", ," ",77.3,"CONDUCTIVITY 77.3 uS 5300",6.1," ",20.2,"SALINITY 0.0 PPT","PH 7.8","1","NATHAN BROSIUS","Y"," "," ","TIM MULLOY","Y"," ","Y","JENNIFER LANE"," ","Y","Y","KRISTIN MCCLEERY"," ","Y"," "," "," "," "," "," "," "," "," ","12:52",2001 
"WCAP99-0824",1,07/24/2001,"Yes"," ","X", ," ",59.1,"59.1 MICROS",6.5," ",15.1,"0.0 PPT","PH 8.4","1","JENNIFER LENZ"," ","Y","Y","GLENN SIBBALD","Y"," "," ","SIMONA ALTMAN"," ","Y"," ","AMY TSUJI","Y"," ","Y"," "," "," "," "," "," "," "," ","10:55",2001 
"WCAP99-0825",1,07/10/2001,"Yes"," ","X", ," ", ,"PH 8.1",11.2," ",19.5,"SALINITY 0.1 PPT.","CONDUCTIVITY 144.5 US.","1","JENNIFER LANE"," ","Y","Y","JENNIFER LENZ","Y"," "," ","JENNIFER MOORE","Y"," ","Y","AMY TSUJI"," ","Y"," "," "," "," "," "," "," "," "," ","9:44",2001 
"WCAP99-0831",1,07/11/2001,"Yes"," ","X", ," ", ,"PH 8.3.",9.8," ",13.1,"SALINITY 0.1 PPT.","CONDUCTIVITY 160 US.","2","JENNIFER LANE"," ","Y"," ","JENNIFER LENZ","Y"," "," ","JENNIFER MOORE"," ","Y","Y","AMY TSUJI","Y"," "," "," "," "," "," "," "," "," "," ","9:44",2001 
"WCAP99-0832",1,07/24/2001,"Yes"," ","X", ," ",335.1,"PH 7.2 @9:00 AM.",1," ",17.3,"CONDUCTIVITY 335.1 US.","SALINITY 0.2 PPT.","2","SHAWN MCBRIDE","Y"," "," ","JENNIFER LANE"," ","Y","Y","JENNIFER MOORE"," ","Y","Y","NATHAN BROSIUS","Y"," ","Y"," "," "," "," "," "," "," "," ","12:50",2001 
"WCAP99-0833",1,08/15/2001,"Yes"," ","X", ," ",76.3,"76.3 US.",7.7," ",12.7,"0.0 PPT.","7.1 PH.","1","JENNIFER LENZ"," ","Y","Y","AMY TSUJI"," ","Y"," ","GLENN SIBBALD","Y"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," ","11:25",2001 
"WCAP99-0835",1,09/19/2001,"Yes"," ","X", ," ",242,"DH 7.0",10.2," ",19.4,"CONDUCTIVITY 242 MS","SALINITY 0.1 PPT","1","JENNIFER LANE"," ","Y"," ","JENNIFER LENZ"," ","Y"," ","TIM MULLOY","Y"," "," ","SHAWN MCBRIDE","Y"," "," ","DON MIGUEL"," "," "," "," "," "," ","DON MIGUEL - LANDOWNER","14:08",2001 
"WCAP99-0837",1,07/09/2002,"Yes"," ","X", ," ", ,"ALTITUDE IS 900",8.5," ",21,"CONDUCTIVITY 270","0. 1 PPT","2","JENNIFER LENZ"," ","Y","Y","JENNIFER BURGHARDT"," ","Y","Y","MICHAEL DAWSON","Y"," ","Y","NATHAN BROSIUS","Y"," "," "," "," "," "," "," "," "," "," ","11:15",2002 
"WCAP99-0838",1,08/08/2001,"Yes"," ","X", ," ", ,"PH 7.3",9.9," ",12.9,"SALINITY 0.1 PPT","CONDUCTIVITY 208.5 MICROS","1","JENNIFER LENZ","Y"," "," ","JENNIFER MOORE"," ","Y","Y","SIMONA ALTMAN"," ","Y"," ","TIM MULLOY","Y"," "," "," "," "," "," "," "," "," "," ","10:06",2001 
"WCAP99-0843",1,10/03/2001,"Yes"," ","X", ," ", ,"YSI NOT FUNCTIONING - NO MEASUREMENTS TAKEN", ," ", ,"YSI NOT FUNCTIONING - NO MEASUREMENTS TAKEN","PH 7.0","1","JENNIFER LENZ"," ","Y","Y","KRISTIN MCCLEERY"," ","Y"," ","JENNIFER LANE","Y"," "," ","TIM MULLOY","Y"," "," ","CRAIG MCFARLANE"," "," "," "," "," "," "," ","10:00",2001 
"WCAP99-0844",1,08/08/2002,"Yes"," ","X", ," ",179,"179US",11," ",13.2,"0.1 PPT"," ","2","JENNIFER LENZ"," ","Y","Y","JENNIFER BURGHARDT"," ","Y"," ","NATHAN BROSIUS","Y"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," ","13:30",2002 
"WCAP99-0845",1,09/26/2001,"Yes"," ","X", ," ",141,"141 US.",9.1," ",10.4,"0.1 PPT.","PH 6.4.","1","JENNIFER LENZ"," ","Y","Y","TIM MULLOY"," ","Y"," ","GLENN SIBBALD","Y"," ","Y","KRISTIN MCCLEERY","Y"," ","Y"," "," "," "," "," "," "," "," ","9:15",2001 
"WCAP99-0857",1,08/26/2003,"Yes"," ","X", ," ",97.6,"97.6 US.",5.3," ",19.5,"0.O PPT."," ","1","JENNIFER YORK"," ","Y","Y","LAUREN DAILEY"," ","Y"," ","NATHAN BROSIUS","Y"," "," ","GLENN SIBBALD","Y"," ","Y"," "," "," "," "," "," "," "," ","11:20",2003 
"WCAP99-0860",1,07/03/2001,"Yes"," ","X", ," ",136.2,"uS 136.2",8," ",14.5,"PPT 0.1","PH 8.3","1","JENNIFER LENZ"," ","Y","Y","SIMONA ALTMAN"," ","Y"," ","JENNIFER LANE","Y"," ","Y","NATHAN BROSIUS","Y"," "," "," "," "," "," "," "," "," "," ","10:15",2001 
"WCAP99-0862",1,08/23/2001,"Yes"," ","X", ," ",118,"PH 6.9",7.8," ",13.1,"118 MS","0.1 PPT","1","JENNIFER LENZ"," ","Y","Y","KRISTIN MCCLEERY"," ","Y"," ","NATHAN BROSIUS","Y"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," ","10:55",2001 
"WCAP99-0864",1,05/08/2001,"Yes"," ","X", ," ",264,"PH 7.8.",9.3," ",18.3,"CONDUCTIVITY 264.0 US.","SALINITY 0.1 PPT.","1","SHAWN MCBRIDE","Y"," "," ","MICHAEL DAWSON","Y"," "," ","JENNIFER LENZ"," ","Y"," ","DOUG POST"," ","Y","Y"," "," "," "," "," "," "," "," ","9:00",2001 
"WCAP99-0867",1,07/16/2003,"Yes"," ","X", ," ",131,"131.0 US COND",10.1," ",21.6,"0.1 PPT SALINITY"," ","1","SHAWN MCBRIDE"," ","Y","Y","TIM MULLOY","Y"," ","Y","MICHAEL DAWSON","Y"," "," ","LAUREN DAILEY"," ","Y"," "," "," "," "," "," "," "," "," ","14:00",2003 
"WCAP99-0883",1,06/28/2001,"Yes"," ","X", ," ",163,"US 163.0.",9.5," ",14.6,"O.1 PPT."," ","1","JENNIFER LENZ"," ","Y","Y","AMY TSUJI"," ","Y"," ","SHAWN MCBRIDE","Y"," "," ","SIMONA ALTMAN","Y"," "," "," "," "," "," "," "," "," "," ","10:20",2001 
"WCAP99-0885",1,07/15/2003,"Yes"," ","X", ," ",97.4,"COND 97.4 US",5.4," ",20.3,"SAL 0.0 PPT"," ","1","MICHAEL DAWSON"," ","Y","Y","SHAWN MCBRIDE","Y"," "," ","TIM MULLOY"," ","Y"," ","LAUREN DAILEY"," "," "," "," "," "," "," "," "," "," "," ","12:23",2003 
"WCAP99-0888",1,06/19/2001,"Yes"," ","X", ," ",136.1,"136 1 US",3.1," ",16.6,".7 PPT SALINITY"," ","1","SIMONA ALTMAN"," ","Y"," ","JENNIFER LENZ","Y"," "," ","NATHAN BROSIUS","Y"," "," ","SHAWN MCBRIDE"," ","Y"," "," "," "," "," "," "," "," "," ","8:52",2001 
