"OBJECTID","SITE_CD","STRM_NM","MS_CD","UID","DT","MRG_SITE_CD","VST_NMBR","MIDLAT","MIDLONG","PRJCT","PRTCL","STRTM","DSGN_TYP","INDCTR_CLLCTD","STRM_ORDR","STRM_SZ_ORDER","STRM_SZ_BNK","NAMC_BENCHMARK","ECRGN","CLIMATE","BTMLAT","BTMLONG","TRLAT","TRLONG","TOT_RCH_LEN","FLD_STATUS","PCT_OVRHD_CVR","BK_OVRHD_CVR","VEG_CMPLXTY","RPRN_VEG_CNPY_CVR","RPRN_VEG_UNDRSTRY_CVR","RPRN_VEG_GC","NON_NTVE_WDY","NTVE_WDY","NON_NTVE_HRB","NTVE_HRB","SDGE_RSH","INVSVE_INVRT_SP","OBSRVD_INVRT_RCHNSS","EXPCTD_INVRT_RCHNSS","OE_MACROINVRTBRTE","MMI_MACROINVRTBRTE","OE_MMI_MOD_USD","MOD_APPLCBLTY","MACROINVRTBRTE_CNT","TTL_N","PRD_TTL_N","TTL_P","PRD_TTL_P","SPCFC_CNDCTNCE","PRD_SPCFC_CNDCTNCE","pH","INSTNT_TEMP","MN_AG_TEMP","TRBDTY","PCT_PL","RES_PL_DEP","NM_PL","PL_FREQ","LWD_FREQ","LWD_VL","PCT_FN2","PCT_FN6","D16","D84","D50","GMTRC_MN_PRTCLE_DIAM","PL_TL_FN2","PL_TL_FN6","BankCoverFoliar","BankCoverBasal","BnkCoverFoliar_Stab","BNK_STBLTY","BNK_CVR_BDRCK","BNK_CVR_CBBLE","BNK_CVR_LWD","BnkCoverFoliarVeg","BnkCoverBasalVeg","BNKFLL_HT","INCSN_HT","CHN_INCSN","FLDPLN_CNNCTVTY","INSTRM_HBTT_CMPLXTY","BNK_AN","THLWG_DEP_CV","THLWG_DEP_MN","PCT_DRY","BNKFLL_WT","WTTD_WT","FLD_WT","ENTRCH","SLPE","SNSTY","HMNINFLNC","BVR_FLW_MD","BVR_SGN","SD_CHNNLS","WTR_WTHDRWL","geometry"
6845,"KN-TR-12577","HUFF CREEK EXCLOSURE","KN-TR-12577","F1E6DB64-1D46-4BC8-8C7A-FAB210849F7D",2018-09-23,NA,"1",42.383116,-110.962536,"WY_HighDesertDO","WADEABLE",NA,"Targeted","Core Subset","2","SS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",42.383366,-110.962669,42.382938,-110.962619,150,"Sampled - Full Reach",9.9,90.4,1.29,0,0.86,0.02,0,95,50,100,100,NA,NA,NA,NA,NA,NA,NA,NA,88.3,231.3,5.9,18,894,489.2,8.44,8.9,14.38,2.03,45.93,0.44,6,40,0,0,15.7,15.7,7,55,27,4,NA,NA,NA,90,NA,90,0,0,0,NA,82,0.27,0.36,-0.73,1.14,NA,NA,0.56,0.27,0,2.15,1.84,6.84,3,0.65,3.14,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-110.962547776337, 42.3831222907308)
6846,"SW-LS-12559","Douglas Creek","BLMMaster-12559","83AEC58E-4AEB-40F1-8461-B6C8B243D355",2016-06-07,NA,"1",47.493664,-119.905301,"WA_SpokaneDO","WADEABLE","SPOKANE WENATCHEE FIELD OFFICE","Random","Core","4","LS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",47.493191,-119.904791,47.494092,-119.905769,150,"Sampled - Full Reach",38.8,90.9,1.84,0,0.86,0.08,0,64,0,100,18,"ABSENT",5,5.82992331,0.85764421,NA,"Westwide2018_OtherEcoregions","Fail",300,451.4,182.1,101.5,37.2,305.5,228.1,7.7,12.7,16.23,NA,29.52,0.41,4,26.7,0,0,10.2,10.2,20,200,60,6,22,27,NA,76,NA,98,0,5,0,NA,66,0.31,0.78,-0.25,NA,NA,118,NA,NA,NA,4.67,3.28,9.06,1.94,1.23,1.21,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-119.905315461804, 47.4936698736046)
6847,"GL-SS-1113","Unamed","GAFO-1113","BF11560E-8FFD-460D-B225-08A67F5FB6B1",2016-07-24,NA,"1",63.106145,-145.978541,"AK_GlennallenFO","WADEABLE","Glennallen Field Office","Random","Core","1",NA,"SmallWadeable",NA,"Alaska Range",NA,63.106318,-145.977209,63.106038,-145.979667,150,"Sampled - Interrupted Flow",32.5,62.8,1.61,0.01,0.82,0.73,0,100,0,100,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,6.94,4.44,NA,0,NA,NA,NA,NA,0.667,0.029,8,8,43,142,72,6,NA,NA,NA,29,NA,98,0,15,2,NA,18,0.09,0.36,-0.44,NA,0.31,NA,NA,0.03,60,2.15,0.53,NA,NA,4.93,1.18,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-145.978565469104, 63.1061471746399)
6848,"AA-006-2016","Nolan Creek","AA-006-2016","57BEAF65-9C2B-4CF2-B3AE-97652D9ECECC",2016-08-10,NA,"1",67.483501,-150.221499,"AK_CentralYukonFO","WADEABLE",NA,"Targeted","Core","3",NA,"SmallWadeable",NA,"Brooks Range",NA,67.482923,-150.222209,67.484011,-150.220222,168,"Sampled - Full Reach",10.2,32.4,0.54,0,0.25,0.17,0,100,0,100,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766,NA,8.22,11.5,NA,0.33,NA,NA,NA,NA,4.167,0.305,9.4,15.4,7,57,22,4,NA,NA,NA,17,NA,74,0,10,0,NA,21,0.24,0.57,-0.36,1.86,0.2,NA,0.28,0.13,0,8.51,5.22,NA,NA,1.92,1.14,NA,"NONE","ABSENT","ABSENT","PRESENT",c(-150.221527857279, 67.4835021574519)
6849,"FMD-TR-013","Cieneguilla","FMD-TR-013","99C34EA6-9FBE-41D7-9BDA-4DCA22735588",2016-09-20,NA,"1",36.276597,-105.770423,"NM_FarmingtonDO","WADEABLE",NA,"Targeted","Core","1","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",36.276273,-105.771052,36.276899,-105.769902,150,"Sampled - Full Reach",62,74.6,2.25,0.42,0.41,0.59,77,91,0,100,77,"ABSENT",2,6.29116079,0.31790636,NA,"Westwide2018_OtherEcoregions","Pass",25,232.8,221.6,43.6,30,276.3,184.1,7.86,16.3,17.57,NA,0,NA,0,0,0,0,43.1,51,2,17,6,2,NA,NA,NA,81,NA,21,0,30,0,NA,33,0.24,0.71,-0.25,NA,0.49,NA,0.34,0.03,0,3.33,NA,4.61,1.38,3.34,1.21,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-105.770432929904, 36.2766028730506)
6850,"RO-RV-1131","PECOS RIVER","NM_SONM_STANDARD_2018-1131","CBE64AE4-FD48-4099-A489-1E54E9785A30",2018-09-10,NA,"1",33.954047,-104.279476,"NM_SouthernNewMexico","WADEABLE","ROSWELL FIELD OFFICE","Random","Core","5","RV","LargeWadeable","RangelandPlains_LargeWadeable","RangelandPlains","Plains",NA,NA,NA,NA,1187.96,"Sampled - Full Reach",0,73.5,1.28,0,0.39,0.33,100,100,100,59,100,"ABSENT",2,6.67321309,0.2997057,NA,"Westwide2018_OtherEcoregions","Fail",300,454.5,326.8,148.2,21.6,1728,573.9,7.79,26.7,24.96,35.43,0,NA,0,0,0.253,0.014,100,100,2,2,2,1,NA,NA,NA,19,NA,74,0,0,1,NA,32,0.47,0.93,-0.25,NA,0.12,128,NA,NA,NA,53.1,47.53,89.5,2.04,0.07,NA,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-104.279485404899, 33.9540525940164)
6851,"TA-SS-38882","Trampas, Rio de las","BLMMaster-38882","91793107-1D78-4A70-9A8F-AF3BA5127637",2016-08-03,NA,"1",36.171322,-105.798583,"NM_FarmingtonDO","WADEABLE","TAOS FIELD OFFICE","Random","Core","2","SS","SmallWadeable","SouthernRockies_SmallWadeable","SouthernRockies","Mountains",36.171897,-105.799117,36.170948,-105.798542,150,"Sampled - Full Reach",41.8,78.3,2.34,0.1,0.51,0.34,0,100,100,100,100,"ABSENT",6,6.21867462,0.96483582,NA,"Westwide2018_OtherEcoregions","Pass",300,139.1,149,17.9,17.7,353.3,131.1,8.3,16.1,16.26,NA,0,NA,0,0,0,0,3.9,4.3,22,118,50,5,NA,NA,NA,100,NA,90,1,19,0,NA,71,0.28,0.54,-0.44,NA,1.25,NA,0.25,0.21,0,3.38,NA,10.64,3,0.97,1.28,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-105.798592926772, 36.1713278557428)
6852,"FI-SS-10737","Trout Creek","BLMMaster-10737","0DD362A0-A03B-49D1-8088-761BF49FB043",2016-07-11,NA,"1",39.743742,-113.885945,"UT_WestDesertDO","WADEABLE","FILLMORE FIELD OFFICE","Random","Core","2","SS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",39.743825,-113.885422,39.743968,-113.886756,150,"Sampled - Full Reach",90.6,95.7,1.15,0.08,0.16,0.55,0,100,9,100,23,"ABSENT",12,10.11899075,1.18588902,NA,"UT_DEQ_2015",NA,400,87.8,147,5.5,14,63.7,71.6,7.38,9.5,15.41,NA,9.89,0.35,5,33.3,12,1.687,1,1.5,31,305,110,7,NA,NA,NA,86,NA,7,0,50,0,NA,13,0.36,0.78,-0.28,NA,0.98,NA,0.3,0.28,0,3.46,2.37,NA,NA,5.94,1.3,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-113.885956996006, 39.7437477713762)
6853,"CR-SS-10045","Unamed","BLMMaster-10045","22B2914A-4A76-495F-ABFA-88371F2965BE",2016-07-10,NA,"1",39.621726,-107.940622,"CO_NorthwestDO","WADEABLE","COLORADO RIVER VALLEY FIELD OFFICE","Random","Core","1","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",39.62129,-107.941128,39.622205,-107.940191,150,"Sampled - Interrupted Flow",4.1,40.4,0.9,0,0.01,0,0,50,32,100,64,"ABSENT",NA,NA,NA,46.4,"CO-EDAS2017 - Biotype 1",NA,329,NA,295.9,NA,21.5,463,247.2,7.25,8.4,12.05,NA,NA,NA,NA,NA,0.667,0.307,45.9,50.8,1,19,6,2,NA,NA,NA,83,NA,86,0,0,0,NA,68,0.12,0.34,-0.49,2.19,0.04,NA,NA,0.04,36,1.69,0.65,NA,NA,2.64,1.16,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-107.940632758241, 39.6217321956413)
6854,"FMD-TR-007","Red River","FMD-TR-007","DF9450A9-85D9-4189-A492-53480ACDE89C",2016-07-24,NA,"1",36.917434,-106.058302,"NM_FarmingtonDO","WADEABLE",NA,"Targeted","Core","3","LS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",36.917779,-106.058855,36.916772,-106.058005,150,"Sampled - Interrupted Flow",20.7,58,2.2,0.19,0.24,0.5,0,100,100,100,100,"ABSENT",2,6.66654769,0.30000535,NA,"Westwide2018_OtherEcoregions","Pass",300,375.5,181.1,101.1,45.5,189.5,111.4,7.66,18.3,14.3,NA,NA,NA,NA,NA,2,0.087,23.9,24.9,2,218,37,4,NA,NA,NA,95,NA,95,1,34,1,NA,50,0.28,0.57,-0.41,NA,0.73,NA,NA,0.13,41,5.48,NA,NA,NA,0.42,1.11,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-106.058312053501, 36.9174399498548)
6855,"FR-TR-1256","WILLOW CREEK","FR-TR-1256","6911F46C-0915-4660-A02F-A79A9BCD1356",2018-07-02,NA,"1",38.379565,-107.048208,"CO_RockyMountainDO","WADEABLE",NA,"Targeted","Core","1","SS","SmallWadeable","SouthernRockies_SmallWadeable","SouthernRockies","Mountains",38.380123,-107.048026,38.379292,-107.048502,150,"Sampled - Interrupted Flow",59.8,46,1.09,0.02,0.11,0.12,0,100,100,100,100,"ABSENT",NA,NA,NA,30.5,"CO-EDAS2017 - Biotype 1",NA,297,263.1,296.8,108.7,21.1,277.8,164.2,7.28,17.8,14.22,NA,NA,NA,NA,NA,0.667,0.029,77.8,77.8,1,56,1,2,NA,NA,NA,17,NA,36,0,2,0,NA,29,0.28,0.37,-0.71,1.3,0.39,140,NA,0.03,54.3,1.76,0.3,4.45,2.42,1.49,1.48,NA,"MINOR","RARE","ABSENT","ABSENT",c(-107.048218421284, 38.3795710924427)
6856,"PR-SS-11903","BIRCH CREEK","BLMMaster-11903","4618DBB7-7948-42B4-9F26-8E1CF07EE765",2017-07-08,NA,"1",44.938489,-119.380859,"OR_PrinevilleDO","WADEABLE","PRINEVILLE DISTRICT OFFICE","Random","Core","1","SS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",44.938059,-119.380572,44.938902,-119.381099,150,"Sampled - Full Reach",82.3,82.9,1.39,0,0.33,0.38,0,100,100,100,91,"ABSENT",8,11.757739,0.680403,NA,"OR_WesternCordillera_ColumbiaPlateau","Pass",300,312.6,271.3,78.1,38.8,50.2,234.4,7.71,12.5,15.71,NA,0,NA,0,0,0,0,47.8,60,1,35,3,2,NA,NA,NA,58,NA,88,0,2,0,NA,65,0.13,0.23,-0.69,NA,NA,137,NA,NA,0,1.51,0.99,3.08,2.05,4.62,1.46,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-119.380872825135, 44.9384947584175)
6857,"SA-SS-11038","Eighteenmile Creek","BLMMaster-11038","6DE7066D-E4B8-4266-9D25-9755B04E5D90",2016-09-16,NA,"1",44.466767,-113.036446,"ID_SalmonFO","WADEABLE","Salmon Field Office","Random","Core","1","SS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",44.467011,-113.037244,44.466449,-113.035827,150,"Sampled - Full Reach",34,50.7,1.39,0,0.48,0.1,0,100,54,100,100,"ABSENT",12,15.342878,0.782122,NA,"ColumbiaRiverBasin_PIBO","Pass",300,125.4,157.4,0,17.7,67.9,90,7.3,5.3,7.91,NA,6.67,0.24,4,26.7,1.333,0.082,5.5,5.5,32,269,85,7,2,5,NA,83,NA,93,0,33,0,NA,38,0.12,0.39,-0.43,NA,NA,112,0.35,0.21,0,3.02,2.73,6.04,2,6.32,1.17,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-113.036458545941, 44.4667733215139)
6858,"AA-STR-0011","North Fork Harrison Creek","AA-STR-0011","1924048952",2014-07-25,NA,"1",65.410691,-145.128763,"AK_EasternInteriorFO","WADEABLE",NA,"Targeted","Core","2",NA,"SmallWadeable",NA,"Interior Highlands",NA,65.409576,-145.127778,65.411371,-145.130267,240,"Sampled - Full Reach",0,0.3,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.6,NA,7.71,5.6,NA,2.37,NA,NA,NA,NA,0,0,1,1,24,97,58,5,NA,NA,NA,7,NA,88,NA,NA,NA,NA,NA,0.35,0.98,-0.14,2.14,0.11,NA,0.2,0.25,0,8.82,6.16,NA,NA,1.66,1.04,NA,"NONE","ABSENT","ABSENT",NA,c(-145.12878954558, 65.4106931903551)
6859,"SL-SS-17489","MIDDLE OTTER CREEK","BLMMaster-17489","22BD564C-33B2-492D-BF8D-BAB94C74A67B",2017-10-03,NA,"1",41.714568,-111.274943,"UT_WestDesertDO","WADEABLE","SALT LAKE FIELD OFFICE","Random","Core","1","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",41.714623,-111.274201,41.714662,-111.275441,150,"Sampled - Full Reach",34.4,63.6,1.22,0,0.43,0.16,0,100,91,100,100,"ABSENT",8,9.59511591,0.83375752,NA,"UT_DEQ_2015",NA,400,1604.4,264.7,42.9,22.8,354.7,315.4,7.78,7.7,12.97,NA,0,NA,0,0,0,0,51,52.9,1,30,2,2,NA,NA,NA,98,NA,100,0,0,0,NA,87,0.14,0.27,-0.63,NA,0.24,NA,0.18,0.3,0,2.64,1.79,7.52,3,1.79,1.46,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-111.274954742789, 41.714574191981)
6860,"CR-SS-12553","HARRIS GULCH","BLMMaster-12553","EAA43CCC-FA87-4140-9D47-63428E1CE99A",2017-07-16,NA,"1",39.735309,-107.845247,"CO_NorthwestDO","WADEABLE","COLORADO RIVER VALLEY FIELD OFFICE","Random","Core","1","SS","SmallWadeable","SouthernRockies_SmallWadeable","SouthernRockies","Mountains",39.734812,-107.845721,39.735815,-107.845203,150,"Sampled - Full Reach",92.5,96,1.71,0.09,0.12,0.22,0,100,100,100,100,"ABSENT",NA,NA,NA,53.5,"CO-EDAS2017 - Biotype 2",NA,298,NA,NA,NA,23.6,298.1,312.5,8.14,13.3,9.93,NA,1.8,0.13,3,20,8,1.571,21.9,23.3,2,95,26,4,NA,NA,NA,76,NA,98,0,26,9,NA,34,0.21,0.65,-0.27,2.75,0.23,124,0.46,0.05,0,2.14,1.13,2.06,1.54,11.25,1.25,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-107.84525775097, 39.7353152170956)
6861,"CY-LS-1014",NA,"CYFO-1014","1E0EB45A-B337-47B3-8635-3EC649401FE6",2017-07-27,NA,"1",67.635515,-149.627294,"AK_CentralYukonFO","WADEABLE","CY-UtilityCorridor","Random","Core","2",NA,"SmallWadeable",NA,"Brooks Range",NA,67.634826,-149.628849,67.636087,-149.624703,240.4,"Sampled - Full Reach",8,48.7,1.08,0,0.28,0.19,0,100,0,100,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,NA,8.52,6.23,NA,0.75,3.08,0.25,3,12.5,3.782,0.428,12.3,21.1,5,119,30,4,NA,NA,NA,95,NA,95,0,29,2,NA,37,0.43,0.54,-0.68,1.12,0.37,NA,0.25,0.23,0,8.09,4.28,19.55,2.01,5.27,1.07,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-149.62732305506, 67.6355162532507)
6862,"EL-SS-8124","UNNAMED","BLM13-8124","12453",2013-08-04,NA,"1",40.5653,-120.0366,"CA_NorthernCaliforniaDO","WADEABLE","Eagle Lake Field Office","Random","Core","1","SS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",40.5647,-120.0366,40.5659,-120.0369,150,"Sampled - Full Reach",1.9,4.3,0.97,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,20.95917593,"NV_MMI","Fail",300,3134.9,252.9,245,49.7,185.8,267.1,8.3,20.2,18.18,NA,NA,NA,NA,NA,0,0,56.2,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,95,NA,NA,NA,NA,NA,0.08,0.3,-0.49,2.61,0,NA,0.42,0.11,0,1.5,1.2,NA,NA,5.53,1.1,NA,"NONE","ABSENT","ABSENT",NA,c(-120.036613202353, 40.5653053611294)
6863,"NY-LS-9230","Snake Creek","BLM14-9230","6259383472",2015-06-08,NA,"1",38.911774,-114.15996,"NV_Statewide","WADEABLE","Ely District","Random","Core","3","LS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",38.911826,-114.159005,38.911928,-114.160688,150,"Sampled - Full Reach",62.2,79.7,0.94,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,39.32502443,"NV_MMI","Pass",300,80.2,175.1,31.7,12.5,106.2,308.1,7.39,10.8,15.08,NA,11.9,0.22,6,40,3.333,0.446,13.1,18.4,5,150,26,4,NA,NA,NA,55,NA,95,NA,NA,NA,NA,NA,0.18,1.36,0.11,3.61,0.36,111,0.19,0.26,0,2.68,2.35,NA,NA,5.35,1.03,NA,"NONE","ABSENT","ABSENT",NA,c(-114.159971945358, 38.9117796600069)
6864,"GJ-RV-12941","SALT CREEK","BLMMaster-12941","F79AE7E1-4375-4E7D-B609-AAEADADD5422",2017-07-19,NA,"1",39.21937,-108.89674,"CO_SouthwestDO","WADEABLE","GRAND JUNCTION FIELD OFFICE","Random","Core","5","RV","LargeWadeable","EasternXericBasin_LargeWadeable","EasternXericBasin","Xeric",39.21873,-108.89746,39.21992,-108.89607,186,"Sampled - Full Reach",0,87.1,1.15,0,0.4,0.32,82,100,23,100,5,"ABSENT",NA,NA,NA,70.3,"CO-EDAS2017 - Biotype 3",NA,331,1537.9,172,260.1,22.2,1622,441.5,7.98,21.9,19.29,NA,31.45,0.68,2,10.8,0,0,36.6,46.5,1,100,16,3,NA,NA,NA,76,NA,83,0,3,0,NA,59,0.43,0.77,-0.36,1.35,0.26,NA,0.35,0.73,0,10.41,9.54,20.25,2.18,0.35,1.04,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-108.896750917516, 39.2193760761284)
6865,"MS-SS-3118",NA,"BLM13-3118","2864865248",2014-08-17,NA,"1",39.309486,-107.907255,"WRSA","WADEABLE","MT_SROCK","Random","Core","1","SS","SmallWadeable","SouthernRockies_SmallWadeable","SouthernRockies","Mountains",39.308893,-107.907394,39.310054,-107.907185,150,"Sampled - Partial Reach",87.2,93.1,0.88,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,79.4,"CO-EDAS2017 - Biotype 1",NA,309,297,205.4,73.6,15.4,158.7,411,8.24,16.8,11.92,NA,22.24,0.16,6,80,50.667,2.862,12.7,15.5,11,168,78,5,NA,NA,NA,95,NA,100,NA,NA,NA,NA,NA,0.56,0.92,-0.34,1.45,0.92,112,0.39,0.16,0,3.79,2.25,NA,NA,6.95,NA,NA,"NONE","ABSENT","ABSENT",NA,c(-107.90726571412, 39.3094921575619)
6867,"NB-SS-9107","Campbell Creek","BLM14-9107","9297365426",2014-08-16,NA,"1",39.300742,-117.711679,"NV_Statewide","WADEABLE","Battle Mountain District","Random","Core","2","SS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",39.300157,-117.71132,39.301219,-117.711886,150,"Sampled - Interrupted Flow",26.9,31.8,1.3,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,30.20061048,"NV_MMI","Pass",300,643,195.7,137,34.9,997,134.8,8.13,18.8,14.32,NA,NA,NA,NA,NA,0,0,11.8,16.6,6,115,39,4,NA,NA,NA,76,NA,100,NA,NA,NA,NA,NA,0.18,0.63,-0.26,3.04,0.26,137,NA,0.02,21.7,1.65,0.33,NA,NA,4.2,1.17,NA,"NONE","ABSENT","ABSENT",NA,c(-117.711691639941, 39.3007474335166)
6868,"AS-LS3-9004","Lost Horizon Creek","AK14-9004","AF4932B1-ABBD-47ED-A2BF-334C0A320863",2016-07-21,NA,"1",65.623586,-147.593355,"AK_EasternInteriorFO","WADEABLE","Steese and White Mtns","Random","Core","3",NA,"SmallWadeable",NA,"Interior Highlands",NA,65.623834,-147.595542,65.622805,-147.591077,250.8,"Sampled - Full Reach",10,57,1.26,0.01,0.25,0.4,0,100,0,100,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.6,NA,7.7,5.9,NA,1.15,NA,NA,NA,NA,24.721,3.058,5.7,6.6,21,90,50,5,NA,NA,NA,55,NA,83,0,12,8,NA,29,0.35,0.74,-0.31,1.28,0.5,NA,0.34,0.61,0,9.91,7.71,NA,NA,1.19,1.07,NA,NA,NA,"ABSENT",NA,c(-147.593381800597, 65.6235877470217)
6869,"GL-SS-1081","Unamed","GAFO-1081","0CC4D88C-2002-44DE-A101-CDA685BFF148",2016-07-21,NA,"1",63.017613,-147.736453,"AK_GlennallenFO","WADEABLE","Glennallen Field Office","Random","Core","1",NA,"SmallWadeable",NA,"Alaska Range",NA,63.017733,-147.73756,63.017332,-147.735255,150,"Sampled - Interrupted Flow",0,2,0.35,0,0.36,0,0,8,0,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,7.74,1.42,NA,0,NA,NA,NA,NA,0,0,2.7,5.5,11,104,40,5,NA,NA,NA,69,NA,100,0,43,0,NA,16,0.09,0.33,-0.46,NA,0.29,NA,NA,0.02,60,3.05,1.45,NA,NA,14.8,1.2,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-147.736477416964, 63.0176148835336)
6870,"W210O2","Sage Creek","UNEQUAL-191","4F6DDEA1-009C-4D5B-88D9-B1F364CD12D7",2016-08-18,NA,"2",41.76627,-111.184989,"UT_WestDesertDO","WADEABLE",NA,"Targeted","Core","2","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",41.766718,-111.184552,41.766515,-111.185653,150,"Sampled - Full Reach",2.3,14.4,1.22,0,0.09,0,0,100,95,100,100,"ABSENT",4,7.26326804,0.55071629,NA,"UT_DEQ_2015",NA,400,401,298.3,34.1,28.7,390.6,333.9,8.02,13.5,14.27,NA,0.63,0.1,2,13.3,0,0,99.5,99.5,1,1,1,1,NA,NA,NA,57,NA,14,0,0,0,NA,56,0.1,0.28,-0.56,NA,0.05,NA,0.28,0.14,0,1.23,0.83,1.89,1.54,0.96,1.59,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-111.185000731624, 41.766276204962)
6871,"NY-LS-9225","Cottonwood Canyon","BLM14-9225","1633013467",2015-06-10,NA,"1",37.328263,-114.413925,"NV_Statewide","WADEABLE","Ely District","Random","Core","4","LS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",37.327867,-114.414047,37.328861,-114.413369,150,"Sampled - Interrupted Flow",31.2,28.5,0.42,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,26.02056304,"NV_MMI","Pass",30,414.5,218.4,80.9,39.6,484.4,300.3,7.95,28.4,NA,NA,NA,NA,NA,NA,0,0,39.4,58.6,1,20,5,2,NA,NA,NA,0,NA,84,NA,NA,NA,NA,NA,0.23,0.33,-0.7,1.42,0.07,147,NA,0.03,10,3.31,0.56,NA,NA,2.79,1.19,NA,"NONE","ABSENT","ABSENT",NA,c(-114.413936814343, 37.3282684640261)
6872,"PR-LS-13679","SOUTH FORK JOHN DAY RIVER","BLMMaster-13679","331ACBF3-0E70-43C0-BAF2-93A700ABE5A7",2017-07-13,NA,"1",44.136581,-119.493946,"OR_PrinevilleDO","WADEABLE","PRINEVILLE DISTRICT OFFICE","Random","Core","4","LS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",44.137065,-119.494618,44.1363,-119.493068,150,"Sampled - Full Reach",23.1,89.9,1.8,0.01,0.77,0.7,0,100,92,73,69,"ABSENT",10,11.825548,0.845627,NA,"OR_WesternCordillera_ColumbiaPlateau","Pass",300,228,150,36.7,31.3,577,173.7,8.57,22.3,17.23,NA,45.27,0.38,4,26.7,0,0,11.9,13.6,19,214,110,6,2,6,NA,100,NA,100,0,1,0,NA,95,0.25,0.4,-0.6,NA,NA,136,0.28,0.47,0,6.1,4.62,9.35,1.65,1.27,1,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-119.493959692585, 44.1365866893772)
6873,"MT-LS-10290","COTTONWOOD CREEK","BLMMaster-10290","261CD976-199C-4EBB-97AF-16F1B50B3C5D",2017-06-20,NA,"1",37.986251,-109.604444,"UT_CanyonCountryDO","WADEABLE","Monticello","Random","Core","4","LS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",37.986619,-109.603731,37.986247,-109.605298,150,"Sampled - Full Reach",22.1,56.1,1.38,0.21,0.43,0.24,73,91,18,100,100,"ABSENT",8,9.82459417,0.814283,NA,"UT_DEQ_2015",NA,400,191.6,128.1,7.6,21.5,338.7,383.8,8.7,21.3,19.19,NA,20.8,0.18,6,40,0,0,49.5,54.4,2,33,4,2,NA,NA,NA,57,NA,93,0,14,0,NA,39,0.28,0.42,-0.62,1.24,0.12,139,0.4,0.16,0,4.56,3.23,7.65,1.57,0.98,1.05,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-109.604454929184, 37.9862568690122)
