"SITE_ID","CREEK_CODE","SITE","ORIGINAL_SURVEY_YEAR","SAMPLE_TYPE","REACH_LENGTH","GLOBALID","STATES","HUC_12","unit","AGENCY","Prov","site_survey_id","survey_year","impact_group","poolscore","substratescore","woodscore","habitatscore","gradient","average_bfwidth","average_bfdepth","elevation","pool_fines","substrate","wood_12x25","wood_18x25","lua_group","aquatic_province","states","key_watershed","rotation_panel","creek_code","longitude","lattitude","Z","Z2"
"CACFD0014","CACFD",14,2003,"STATUS_AND_TREND",170,"{023A5A3B-701C-457E-A98F-EC777CDE735E}","CA","180102100106","Klamath National Forest","FSR5","KS","2003CACFD9014",2003,"middle",0,32.67827183,76.66208763,36.57527755,0.06806695,3.75168895,0.28021694,752,12.53333333,19.83471074,7,5,"MATRIX","Klamath/Siskiyou","CA","Y",1,"CACFD",-123.178033940192,41.1856129961455,0,0
"CACFD0014","CACFD",14,2003,"STATUS_AND_TREND",170,"{023A5A3B-701C-457E-A98F-EC777CDE735E}","CA","180102100106","Klamath National Forest","FSR5","KS","2004CACFD6014",2004,"middle",0,45.58268423,100,48.86077597,0.07377247,6.64948612,0.71497068,752,19.92592593,14.28571428,10,7,"MATRIX","Klamath/Siskiyou","CA","Y",1,"CACFD",-123.178033940192,41.1856129961455,0,0
"CACFD0014","CACFD",14,2003,"STATUS_AND_TREND",170,"{023A5A3B-701C-457E-A98F-EC777CDE735E}","CA","180102100106","Klamath National Forest","FSR5","KS","2011CACFD1014",2011,"middle",21.12672208,19.58023538,100,46.72729167,0.07072414,6.43543257,0.62801267,752,5.369022869,26.66666666,10,8,"MATRIX","Klamath/Siskiyou","CA","Y",2,"CACFD",-123.178033940192,41.1856129961455,0,0
"CACFD0018","CACFD",18,2003,"STATUS_AND_TREND",251,"{32990903-0BF1-4074-8992-0B7521819334}","CA","180102100106","Klamath National Forest","FSR5","KS","2003CACFD1018",2003,"ref",73.42454037,40.51420134,30.54971474,46.81920984,0.0452368,10.40526001,0.49189269,626,0.571428571,8.33333333,1,0,"MATRIX","Klamath/Siskiyou","CA","Y",1,"CACFD",-123.211666390019,41.1507402163933,0,0
"CADUN0002","CADUN",2,2009,"STATUS_AND_TREND",160,"{B36131A5-B45D-4024-91B4-04BAB845AFBF}","CA,OR","171003110302","Rogue River-Siskiyou National Forest","FSR6","KS","2009CADUN1002",2009,"middle",67.59531593,84.51576024,38.9904614,62.75284222,0.41216652,7.17365711,0.9362898,935,0.266666667,12.87128712,5,5,"LSR","Klamath/Siskiyou","CA","Y",1,"CADUN",-123.571394229779,41.9804925621383,1128.705,1128.705
"CADUN0008","CADUN",8,2009,"STATUS_AND_TREND",160,"{F5572F53-DFBC-471A-90D9-181740ECD3FE}","CA,OR","171003110302","Rogue River-Siskiyou National Forest","FSR6","KS","2009CADUN1008",2009,"middle",68.33473392,78.17173464,100,81.51729653,0.12088652,7.49071046,0.74350205,865,1.016115352,3.8095238,28,21,"LSR","Klamath/Siskiyou","CA","Y",1,"CADUN",-123.563356399663,41.9599593223781,859.778000000006,859.778000000006
"CADUN0008","CADUN",8,2009,"STATUS_AND_TREND",160,"{F5572F53-DFBC-471A-90D9-181740ECD3FE}","CA,OR","171003110302","Rogue River-Siskiyou National Forest","FSR6","KS","2009CADUN9008",2009,"middle",70.05025853,79.27014411,72.75469329,73.1964655,0.12319193,7.7154815,0.56877764,865,0,2.88461538,14,9,"LSR","Klamath/Siskiyou","CA","Y",1,"CADUN",-123.563356399663,41.9599593223781,859.778000000006,859.778000000006
"CADUN0009","CADUN",9,2009,"STATUS_AND_TREND",160,"{44FA1E40-1BDD-4547-8C8A-B7BA888FC332}","CA,OR","171003110302","Rogue River-Siskiyou National Forest","FSR6","KS","2009CADUN1009",2009,"middle",69.75421275,56.50470471,91.68998899,71.80449722,0.13166794,8.989549,0.74575939,932,2.144041554,11.88118811,19,11,"LSR","Klamath/Siskiyou","CA","Y",1,"CADUN",-123.561080549334,41.9620221918657,810.029999999999,810.029999999999
"CADUN0015","CADUN",15,2009,"STATUS_AND_TREND",160,"{5F3A71FF-99A4-45EC-BFD6-D05ADA026F2F}","CA,OR","171003110302","Rogue River-Siskiyou National Forest","FSR6","KS","2009CADUN1015",2009,"middle",64.3448127,49.74952119,72.47919509,61.29188779,0.11687269,2.50366214,0.29508599,1111,0.4,30.76923076,12,8,"LSR","Klamath/Siskiyou","CA","Y",1,"CADUN",-123.566873870206,41.9838659419923,1119.81299999999,1119.81299999999
"CADUN0019","CADUN",19,2009,"STATUS_AND_TREND",280,"{7F9B2878-984A-441E-A4AF-6F6B6D765286}","CA,OR","171003110302","Rogue River-Siskiyou National Forest","FSR6","KS","2009CADUN1019",2009,"middle",72.4404757,82.21915563,87.41662646,79.92211577,0.03058723,16.99021547,0.85655912,633,0.333333333,0.95238095,13,10,"LSR","Klamath/Siskiyou","CA","Y",1,"CADUN",-123.586871659613,41.9791740026023,641.080000000002,641.080000000002
"CAEEL0001","CAEEL",1,2002,"STATUS_AND_TREND",350,"{4A91DD2F-1530-4A67-8FE4-0200611DE53D}","CA","180101050102","Six Rivers National Forest","FSR5","KS","2002CAEEL1001",2002,"middle",NA,28.98359021,4.0731385,16.3193134,0.00342949,17.22612332,0.44952959,589,NA,19.32773109,0,0,"LSR","Franciscan","CA","Y",1,"CAEEL",-123.375418379938,40.1788276663639,0,0
"CAEEL0001","CAEEL",1,2002,"STATUS_AND_TREND",350,"{4A91DD2F-1530-4A67-8FE4-0200611DE53D}","CA","180101050102","Six Rivers National Forest","FSR5","KS","2002CAEEL9001",2002,"middle",0,37.04301934,4.0731385,13.44849617,0.00629867,18.29102694,0.42651112,589,37.33333333,16.37931034,0,0,"LSR","Franciscan","CA","Y",1,"CAEEL",-123.375418379938,40.1788276663639,0,0
"CAEEL0001","CAEEL",1,2002,"STATUS_AND_TREND",350,"{4A91DD2F-1530-4A67-8FE4-0200611DE53D}","CA","180101050102","Six Rivers National Forest","FSR5","KS","2011CAEEL1001",2011,"middle",0,55.78234716,6.16209438,20.50891098,0.00352693,16.80048507,0.6361844,589,13.33333333,9.52380952,1,1,"LSR","Franciscan","CA","Y",2,"CAEEL",-123.375418379938,40.1788276663639,0,0
"CAEEL0004","CAEEL",4,2002,"STATUS_AND_TREND",164,"{6E3B1F84-E3DA-4E6F-9971-27CF1C07DE82}","CA","180101050102","Six Rivers National Forest","FSR5","KS","2002CAEEL1004",2002,"imp75",63.67702251,59.16619309,32.15217156,50.60265813,0.23131083,6.85895063,0.61088099,962,3.407407407,6.72268907,2,2,"LSR","Franciscan","CA","Y",1,"CAEEL",-123.443706770757,40.2434361070637,0,0
"CAEEL0004","CAEEL",4,2002,"STATUS_AND_TREND",164,"{6E3B1F84-E3DA-4E6F-9971-27CF1C07DE82}","CA","180101050102","Six Rivers National Forest","FSR5","KS","2002CAEEL9004",2002,"imp75",48.82016328,65.016595,32.15217156,47.88767149,0.23854772,8.18532473,0.82356025,962,12.22222222,4.1322314,2,2,"LSR","Franciscan","CA","Y",1,"CAEEL",-123.443706770757,40.2434361070637,0,0
"CAEEL0004","CAEEL",4,2002,"STATUS_AND_TREND",164,"{6E3B1F84-E3DA-4E6F-9971-27CF1C07DE82}","CA","180101050102","Six Rivers National Forest","FSR5","KS","2011CAEEL1004",2011,"imp75",72.89824248,61.44361496,19.92822208,50.14697967,0.24598992,11.08802123,0.81898569,962,0.5,5.71428571,2,1,"LSR","Franciscan","CA","Y",2,"CAEEL",-123.443706770757,40.2434361070637,0,0
"CAEEL0016","CAEEL",16,2002,"STATUS_AND_TREND",150,"{AB8644F2-5491-4B62-80F4-1F86CD772563}","CA","180101050102","Six Rivers National Forest","FSR5","KS","2002CAEEL1016",2002,"imp75",47.93717868,46.27990848,52.67888353,48.2152328,0.00887887,7.16993433,0.4909947,663,20.66666667,11.86440677,2,2,"LSR","Franciscan","CA","Y",1,"CAEEL",-123.387084369538,40.1606440674894,0,0
"CAEEL0018","CAEEL",18,2002,"STATUS_AND_TREND",150,"{9EB15919-4D11-48C2-8238-F111F0706859}","CA","180101050102","Six Rivers National Forest","FSR5","KS","2002CAEEL1018",2002,"middle",63.46972801,58.06105452,18.1033653,45.40018997,0.04416188,5.44146698,0.39029782,1024,2,11.57024793,1,1,"LSR","Franciscan","CA","Y",1,"CAEEL",-123.448455869448,40.2433277076789,0,0
"CAEEL0018","CAEEL",18,2002,"STATUS_AND_TREND",150,"{9EB15919-4D11-48C2-8238-F111F0706859}","CA","180101050102","Six Rivers National Forest","FSR5","KS","2011CAEEL1018",2011,"middle",65.37774356,85.0391654,24.4903182,57.31371813,0.05024546,7.74995107,0.50466285,1024,0.833333333,3.8095238,2,2,"LSR","Franciscan","CA","Y",2,"CAEEL",-123.448455869448,40.2433277076789,0,0
"CAEEL0032","CAEEL",32,2002,"STATUS_AND_TREND",150,"{F7A042A4-A38F-4D5D-9AAB-EDC5B1F0F550}","CA","180101050102","Six Rivers National Forest","FSR5","KS","2002CAEEL1032",2002,"imp75",65.76255443,40.16254362,25.85706626,42.6863392,0.04093303,4.63572244,0.5022223,674,0.4,15.12605042,0,0,"LSR","Franciscan","CA","Y",1,"CAEEL",-123.396103990383,40.1588386859449,0,0
"CAEFS0004","CAEFS",4,2006,"STATUS_AND_TREND",160,"{5FBF4FBB-DE53-415E-8E4E-E1328CE6DE9D}","CA","180102080101","Klamath National Forest","FSR5","KS","2006CAEFS1004",2006,"imp75",70.51036471,70.30166367,16.7348583,51.3120904,0.05385249,10.45911376,0.60135268,1407,3.466666667,11.42857142,5,2,"MATRIX","Klamath/Siskiyou","CA","N",1,"CAEFS",-122.647320210342,41.3593406173467,0,0
"CAEFS0005","CAEFS",5,2006,"STATUS_AND_TREND",160,"{38092F6E-74A9-4C44-B793-61FBF0AC31CE}","CA","180102080101","Klamath National Forest","FSR5","KS","2006CAEFS1005",2006,"middle",57.87377432,36.26638642,27.68634055,39.49104281,0.08574116,5.20246677,0.2979746,1417,14.06666667,38,3,0,"MATRIX","Klamath/Siskiyou","CA","N",1,"CAEFS",-122.627813669563,41.3941387676535,0,0
"CAEFS0018","CAEFS",18,2006,"STATUS_AND_TREND",160,"{11A9EB4C-8EBD-4546-8642-EF0621A13024}","CA","180102080101","Klamath National Forest","FSR5","KS","2006CAEFS1018",2006,"middle",71.48214907,6.32872305,19.96668162,31.02924675,0.04977199,4.80578373,0.47160111,1189,7.733333333,28.1553398,0,0,"MATRIX","Klamath/Siskiyou","CA","N",1,"CAEFS",-122.690962520523,41.345747367593,0,0
"CAEFS0023","CAEFS",23,2006,"STATUS_AND_TREND",160,"{E45270DA-AB52-4006-B44E-F65FACA9C692}","CA","180102080101","Klamath National Forest","FSR5","KS","2006CAEFS1023",2006,"imp75",68.44538386,56.9458018,52.84395124,58.37202127,0.11660196,8.57396327,0.63490496,1462,0.444444444,20.95238095,9,5,"MATRIX","Klamath/Siskiyou","CA","N",1,"CAEFS",-122.639782660082,41.3625149879697,0,0
"CAEFS0026","CAEFS",26,2006,"STATUS_AND_TREND",160,"{38EFB0CD-06BC-4398-8D5B-EDFCE0089BF6}","CA","180102080101","Klamath National Forest","FSR5","KS","2006CAEFS1026",2006,"imp75",64.59438426,25.08881243,19.23063608,34.96096434,0.06944259,4.31702115,0.57889841,1269,9.733333333,20.95238095,2,0,"MATRIX","Klamath/Siskiyou","CA","N",1,"CAEFS",-122.677437849578,41.3517544176805,0,0
"CAEFS0029","CAEFS",29,2006,"STATUS_AND_TREND",200,"{819F00A9-845A-4F0F-A15A-AE29CDE1A4C1}","CA","180102080101","Klamath National Forest","FSR5","KS","2006CAEFS1029",2006,"imp75",69.0349197,62.58591204,27.58605114,51.90837044,0.06748994,7.32773393,0.78388932,1362,3.142857143,15.23809523,3,1,"MATRIX","Klamath/Siskiyou","CA","N",1,"CAEFS",-122.646614929697,41.3637431980767,0,0
"CAEFS0036","CAEFS",36,2006,"STATUS_AND_TREND",160,"{E1548FF7-ACCE-467D-96A3-1B35745F6D76}","CA","180102080101","Klamath National Forest","FSR5","KS","2006CAEFS1036",2006,"imp75",66.49606533,51.93275833,34.67073078,49.89586261,0.10229183,5.26197061,0.53768582,1462,5.714285714,22.11538461,7,3,"MATRIX","Klamath/Siskiyou","CA","N",1,"CAEFS",-122.619098679411,41.4014334378715,0,0
"CAEIN0003","CAEIN",3,2005,"STATUS_AND_TREND",320,"{A13DC1A6-C8EF-4E21-9B9A-6126A44FADF8}","CA,OR","180102090103","Klamath National Forest","FSR5","KS","2005CAEIN1003",2005,"middle",74.39119134,34.42680362,77.77444814,61.06971217,0.055912,11.8491813,0.73499079,619,3.111111111,14.42307692,8,6,"LSR","Klamath/Siskiyou","CA","N",1,"CAEIN",-123.399000770019,41.9041005319555,0,0
"CAEIN0003","CAEIN",3,2005,"STATUS_AND_TREND",320,"{A13DC1A6-C8EF-4E21-9B9A-6126A44FADF8}","CA,OR","180102090103","Klamath National Forest","FSR5","KS","2013CAEIN1003",2013,"middle",68.63079543,82.23146644,75.54179446,74.69620279,0.05802935,9.854083,0.50512807,619,6.211485512,0.66666666,6,4,"LSR","Klamath/Siskiyou","CA","N",2,"CAEIN",-123.399000770019,41.9041005319555,0,0
"CAEIN0007","CAEIN",7,2005,"STATUS_AND_TREND",240,"{45DEEFAD-A70A-4D1B-BAAF-CAA79C5C0512}","CA,OR","180102090103","Klamath National Forest","FSR5","KS","2005CAEIN1007",2005,"middle",79.92906479,80.61687679,53.72892336,70.32755266,0.05147909,10.34139914,0.82198986,819,0,7.84313725,6,3,"LSR","Klamath/Siskiyou","CA","N",1,"CAEIN",-123.403534760051,41.9290965627333,0,0
"CAEIN0007","CAEIN",7,2005,"STATUS_AND_TREND",240,"{45DEEFAD-A70A-4D1B-BAAF-CAA79C5C0512}","CA,OR","180102090103","Klamath National Forest","FSR5","KS","2013CAEIN1007",2013,"middle",76.8812509,77.9538514,63.03942408,71.61712086,0.05137365,8.48739988,0.4625516,819,1.648351648,7,7,6,"LSR","Klamath/Siskiyou","CA","N",2,"CAEIN",-123.403534760051,41.9290965627333,0,0
"CAEIN0010","CAEIN",10,2005,"STATUS_AND_TREND",320,"{12AA1E6D-FA37-48DB-81AC-9546BA1D2D4D}","CA,OR","180102090103","Klamath National Forest","FSR5","KS","2005CAEIN1010",2005,"middle",74.74963699,48.74122701,28.70781421,49.40268663,0.04040837,10.20223187,0.86762719,493,0,6.66666666,0,0,"LSR","Klamath/Siskiyou","CA","N",1,"CAEIN",-123.414874230021,41.8865440123068,0,0
"CAEIN0010","CAEIN",10,2005,"STATUS_AND_TREND",320,"{12AA1E6D-FA37-48DB-81AC-9546BA1D2D4D}","CA,OR","180102090103","Klamath National Forest","FSR5","KS","2013CAEIN1010",2013,"middle",59.80333566,70.6968643,47.81326903,58.59520861,0.04273311,9.76180708,0.7456351,493,6.865546218,3.33333333,2,1,"LSR","Klamath/Siskiyou","CA","N",2,"CAEIN",-123.414874230021,41.8865440123068,0,0
"CAEIN0010","CAEIN",10,2005,"STATUS_AND_TREND",320,"{12AA1E6D-FA37-48DB-81AC-9546BA1D2D4D}","CA,OR","180102090103","Klamath National Forest","FSR5","KS","2013CAEIN9010",2013,"middle",61.96400691,18.00333475,61.74198206,46.13789736,0.04053987,8.81761951,0.66272335,493,6.322595311,11.33333333,3,3,"LSR","Klamath/Siskiyou","CA","N",2,"CAEIN",-123.414874230021,41.8865440123068,0,0
"CAEIN0012","CAEIN",12,2005,"STATUS_AND_TREND",200,"{8C11E0FB-47EC-4042-A092-B0A93E68D32F}","CA,OR","180102090103","Klamath National Forest","FSR5","KS","2005CAEIN1012",2005,"middle",68.012854,41.25676645,83.13281698,63.18432363,0.08140068,15.21345599,0.76705068,718,3.166666667,15.84158415,8,6,"LSR","Klamath/Siskiyou","CA","N",1,"CAEIN",-123.399098149878,41.91779954245,0,0
"CAEIN0012","CAEIN",12,2005,"STATUS_AND_TREND",200,"{8C11E0FB-47EC-4042-A092-B0A93E68D32F}","CA,OR","180102090103","Klamath National Forest","FSR5","KS","2013CAEIN1012",2013,"middle",72.50462001,54.89798269,75.54179446,66.655657,0.07609558,10.66576144,0.35241004,718,1.142857143,9.33333333,3,2,"LSR","Klamath/Siskiyou","CA","N",2,"CAEIN",-123.399098149878,41.91779954245,0,0
"CAEIN0013","CAEIN",13,2005,"STATUS_AND_TREND",240,"{6D0CDC5D-C9FB-4A1F-8DDD-46ACF4FDD432}","CA,OR","180102090103","Klamath National Forest","FSR5","KS","2005CAEIN1013",2005,"middle",75.83627743,28.26915394,83.32498929,61.32089123,0.062847,12.0192406,0.89744745,633,2.333333333,12.38095238,4,2,"LSR","Klamath/Siskiyou","CA","N",1,"CAEIN",-123.398561390195,41.9071193322951,0,0
"CAEIN0013","CAEIN",13,2005,"STATUS_AND_TREND",240,"{6D0CDC5D-C9FB-4A1F-8DDD-46ACF4FDD432}","CA,OR","180102090103","Klamath National Forest","FSR5","KS","2013CAEIN1013",2013,"middle",77.22144531,61.14232344,100,78.55486622,0.06539254,8.62560931,0.41709287,633,1.587804878,5.24475524,5,5,"LSR","Klamath/Siskiyou","CA","N",2,"CAEIN",-123.398561390195,41.9071193322951,0,0
"CAEIN0013","CAEIN",13,2005,"STATUS_AND_TREND",240,"{6D0CDC5D-C9FB-4A1F-8DDD-46ACF4FDD432}","CA,OR","180102090103","Klamath National Forest","FSR5","KS","2013CAEIN9013",2013,"middle",76.76406032,19.2754352,86.60716941,59.67817377,0.06543214,10.48590453,0.68488855,633,1.83397975,14.33333333,3,3,"LSR","Klamath/Siskiyou","CA","N",2,"CAEIN",-123.398561390195,41.9071193322951,0,0
"CAEIN0019","CAEIN",19,2005,"STATUS_AND_TREND",200,"{B1A85321-F09E-47AD-B2C2-DCF471DC6CE8}","CA,OR","180102090103","Klamath National Forest","FSR5","KS","2005CAEIN1019",2005,"middle",80.17153569,69.98738748,56.75614342,67.82719597,0.05213269,8.66088328,0.67905306,796,0,10.47619047,6,3,"LSR","Klamath/Siskiyou","CA","N",1,"CAEIN",-123.4060041603,41.9247916219173,0,0
"CAEIN0019","CAEIN",19,2005,"STATUS_AND_TREND",200,"{B1A85321-F09E-47AD-B2C2-DCF471DC6CE8}","CA,OR","180102090103","Klamath National Forest","FSR5","KS","2013CAEIN1019",2013,"middle",69.05476422,96.35317957,61.55098829,74.87464908,0.02550312,6.95087542,0.33745166,796,3.865695793,3.66666666,5,5,"LSR","Klamath/Siskiyou","CA","N",2,"CAEIN",-123.4060041603,41.9247916219173,0,0
"CAELK0001","CAELK",1,2006,"STATUS_AND_TREND",160,"{FF0FA06F-0D31-47BA-8001-99DED86B8384}","CA","180102090302","Klamath National Forest","FSR5","KS","2006CAELK1001",2006,"imp75",63.59283636,39.35075599,87.64152781,62.66885515,0.05738694,10.31267077,0.6645546,582,6,14.28571428,11,9,"MATRIX","Klamath/Siskiyou","CA","Y",1,"CAELK",-123.305778349521,41.7344252716231,0,0
"CAELK0001","CAELK",1,2006,"STATUS_AND_TREND",160,"{FF0FA06F-0D31-47BA-8001-99DED86B8384}","CA","180102090302","Klamath National Forest","FSR5","KS","2006CAELK9001",2006,"imp75",42.02415204,54.23072409,68.00238276,54.2349385,0.05785631,9.56678168,0.57703317,582,16.44444444,10.67961165,9,5,"MATRIX","Klamath/Siskiyou","CA","Y",1,"CAELK",-123.305778349521,41.7344252716231,0,0
"CAELK0001","CAELK",1,2006,"STATUS_AND_TREND",160,"{FF0FA06F-0D31-47BA-8001-99DED86B8384}","CA","180102090302","Klamath National Forest","FSR5","KS","2007CAELK6001",2007,"imp75",62.66862538,43.28059372,43.44181275,48.7258264,0.05507062,6.7214654,0.37216941,582,6.447540984,13.33333333,3,2,"MATRIX","Klamath/Siskiyou","CA","Y",1,"CAELK",-123.305778349521,41.7344252716231,0,0
"CAELK0003","CAELK",3,2006,"STATUS_AND_TREND",160,"{B53A8077-94BA-4708-93E9-9E0D38B4D78F}","CA","180102090302","Klamath National Forest","FSR5","KS","2006CAELK1003",2006,"imp75",0,47.98981639,77.17355988,41.9389966,0.08748059,7.16271823,0.53910829,724,7.444444444,15.84158415,11,9,"MATRIX","Klamath/Siskiyou","CA","Y",1,"CAELK",-123.299863430456,41.7191918308199,0,0
"CAELK0008","CAELK",8,2006,"STATUS_AND_TREND",160,"{A64906A4-DD1A-4F71-849E-DEFD9058C186}","CA","180102090302","Klamath National Forest","FSR5","KS","2006CAELK1008",2006,"middle",58.20227986,0,74.50992485,43.17362659,0.08064171,7.09405288,0.51584222,546,2.19047619,33.98058252,6,6,"MATRIX","Klamath/Siskiyou","CA","Y",1,"CAELK",-123.314443009561,41.7456697513002,0,0
"CAELK0011","CAELK",11,2006,"STATUS_AND_TREND",200,"{02081AE1-7860-4FAC-AD6C-1E7F05971055}","CA","180102090302","Klamath National Forest","FSR5","KS","2006CAELK1011",2006,"middle",0,0,34.11087308,11.07383021,0.15066071,7.32603038,0.5558617,883,12.15302013,29.78723404,8,4,"MATRIX","Klamath/Siskiyou","CA","Y",1,"CAELK",-123.283112420023,41.7209456710461,0,0
"CAELK0012","CAELK",12,2006,"STATUS_AND_TREND",160,"{E316AA71-8C21-4646-AF81-C52C06464191}","CA","180102090302","Klamath National Forest","FSR5","KS","2006CAELK1012",2006,"middle",0,2.39808706,66.1579324,22.75011738,0.11166624,5.82096453,0.68902651,591,24.71769104,42.70833333,7,4,"MATRIX","Klamath/Siskiyou","CA","Y",1,"CAELK",-123.310342979973,41.748410040597,0,0
"CAELK0014","CAELK",14,2006,"STATUS_AND_TREND",240,"{DD028E5E-1972-4AFF-8EF4-07C7D4A9F9B4}","CA","180102090302","Klamath National Forest","FSR5","KS","2006CAELK1014",2006,"middle",58.98053477,54.83125619,77.77444814,63.1131611,0.02914372,10.28756938,0.89506647,502,5.888888889,9.61538461,6,3,"MATRIX","Klamath/Siskiyou","CA","Y",1,"CAELK",-123.320294369795,41.7445096906906,0,0
"CAELK0014","CAELK",14,2006,"STATUS_AND_TREND",240,"{DD028E5E-1972-4AFF-8EF4-07C7D4A9F9B4}","CA","180102090302","Klamath National Forest","FSR5","KS","2006CAELK9014",2006,"middle",51.50937882,26.7130127,66.32479326,47.33775753,0.0291902,9.04872487,0.7149035,502,8.074074074,13.33333333,6,2,"MATRIX","Klamath/Siskiyou","CA","Y",1,"CAELK",-123.320294369795,41.7445096906906,0,0
"CAELK0014","CAELK",14,2006,"STATUS_AND_TREND",240,"{DD028E5E-1972-4AFF-8EF4-07C7D4A9F9B4}","CA","180102090302","Klamath National Forest","FSR5","KS","2007CAELK6014",2007,"middle",71.77014072,14.15451408,77.77444814,53.36891751,0.02894705,8.74360295,0.50456573,502,2.148148148,16.19047619,6,4,"MATRIX","Klamath/Siskiyou","CA","Y",1,"CAELK",-123.320294369795,41.7445096906906,0,0
"CAGRS0002","CAGRS",2,2007,"STATUS_AND_TREND",160,"{CD2FC679-8EDA-4043-9CD6-33FFE73FCBCA}","CA","180102120305","Shasta-Trinity National Forest","FSR5","KS","2007CAGRS1002",2007,"middle",22.99096347,0,99.78906495,40.60796664,0.21541069,5.07925735,0.50616217,777,18.73333333,43.68932038,13,9,"MATRIX","Klamath/Siskiyou","CA","N",1,"CAGRS",-123.307060160373,40.6146592209465,0,0
"CAGRS0004","CAGRS",4,2007,"STATUS_AND_TREND",160,"{0B9EF138-3059-4DCB-9957-87B3F6E107C7}","CA","180102120305","Shasta-Trinity National Forest","FSR5","KS","2007CAGRS1004",2007,"imp75",43.19040805,23.2471567,54.62195337,39.56514269,0.09692433,1.90624948,0.28357243,852,12.53043478,26.66666666,4,2,"MATRIX","Klamath/Siskiyou","CA","N",1,"CAGRS",-123.4273626201,40.6495146413971,0,0
"CAGRS0007","CAGRS",7,2007,"STATUS_AND_TREND",160,"{AEA4D9BB-478E-4D00-9B89-CDFEE9330DF4}","CA","180102120305","Shasta-Trinity National Forest","FSR5","KS","2007CAGRS1007",2007,"middle",43.27948708,47.02877945,51.82494285,46.70671943,0.08448343,8.18044935,0.82038046,492,12.35625,9.80392156,2,2,"MATRIX","Klamath/Siskiyou","CA","N",1,"CAGRS",-123.447618470377,40.6354292512144,0,0
"CAGRS0015","CAGRS",15,2007,"STATUS_AND_TREND",160,"{37C1079B-559E-4E9E-8902-DF8951C02860}","CA","180102120305","Shasta-Trinity National Forest","FSR5","KS","2007CAGRS1015",2007,"imp90",48.84143636,39.88441463,47.63159799,44.62228811,0.2002883,4.0997706,0.56092194,775,11.63042884,19.60784313,4,1,"MATRIX","Klamath/Siskiyou","CA","N",1,"CAGRS",-123.432828839161,40.6492645618381,0,0
"CAGRS0018","CAGRS",18,2007,"STATUS_AND_TREND",160,"{9AC2B008-6A68-4FC1-8837-F23EF4A1DF29}","CA","180102120305","Shasta-Trinity National Forest","FSR5","KS","2007CAGRS1018",2007,"imp75",53.5802699,37.18467707,65.4950672,51.26107735,0.15887828,4.95110024,0.54358957,766,8.4,21.15384615,8,5,"MATRIX","Klamath/Siskiyou","CA","N",1,"CAGRS",-123.369748620389,40.6056153413866,0,0
"CAGRS0024","CAGRS",24,2007,"STATUS_AND_TREND",160,"{45B03C79-C2F1-4407-AF6E-B9C253EE11A3}","CA","180102120305","Shasta-Trinity National Forest","FSR5","KS","2007CAGRS1024",2007,"imp90",NA,NA,41.78949991,NA,NA,5.75,0,643,3.526378897,13.33333333,2,1,"MATRIX","Klamath/Siskiyou","CA","N",1,"CAGRS",-123.440773660544,40.6438427614594,0,0
