"SITE_ID","YEAR","VISIT_NO","LTMXSPP","LTMXDIST","LTMXDBH","LTMXSIZE","LTMXHT","LTMXCNT","LTMDDIST","LTMDDOM","LTMDSUB","LTMDDOMN","LTMDSUBN","LTSPLIST","LTFRACS","LTFRACM","LTFRACL","LTFRACX" 
"WCAP99-0759",2001,1,"Pine",30,".75-2","X",">30",11,22.375,"Pine","Poplar/Cottonwood",4,4,"PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,PONDEROSA PINE,COTTONWOOD,PONDEROSA PINE",11,11,11,4 
"WCAP99-0760",2001,1,"Pine",30,".75-2","X",">30",11,26,"Firs/Hemlock","Pine",2,2,"PINE,PINE,PINE,FIR,FIR,CEDAR,FIR,FIR,FIR,FIR,FIR",11,11,11,4 
"WCAP99-0761",2001,1,"Firs/Hemlock",20,".75-2","X",">30",11,22.5,"Firs/Hemlock","Pine",3,2,"FIR,DOUGLAS FIR,DOUGLAS FIR,WESTERN WHITE PINE,FIR,CEDAR,PINE,PINE,FIR,FIR,FIR",11,11,11,6 
"WCAP99-0764",2002,1,"Poplar/Cottonwood",20,".75-2","L","15-30",10,15.285714286,"Poplar/Cottonwood","Willow",3,2,"COTTONWOOD,PINE,WILLOW,COTTONWOOD,WILLOW,COTTONWOOD,WILLOW,EUCALYPTUS,WILLOW,COTTONWOOD",10,10,6,0 
"WCAP99-0767",2001,1,"Oak",40,".75-2","L","15-30",11,26.363636364,"Oak","Pine",7,3,"LIVE OAK,LIVE OAK,LIVE OAK,LIVE OAK,JUNIPER,LIVE OAK,PINE,PINE,LIVE OAK,LIVE OAK,PINE",11,11,5,0 
"WCAP99-0768",2001,1,"Oak",15,".75-2","X",">30",11,27.909090909,"Oak","Pine",7,3,"BLACK OAK,JEFFREY PINE,JEFFREY PINE,DOUGLAS FIR,BLACK OAK,BLACK OAK,BLACK OAK,BLACK OAK,JEFFREY PINE,BLACK OAK,BLACK OAK",11,11,11,2 
"WCAP99-0777",2001,1,"Firs/Hemlock",30,".75-2","X",">30",11,15.636363636,"Firs/Hemlock","Alder/Birch",6,2,"UNKNOWN,FIR,FIR,ALDER,FIR,FIR,FIR,SYCAMORE,ALDER,UNKNOWN,FIR",11,11,8,1 
"WCAP99-0779",2001,1,"Oak",9,".75-2","L","15-30",11,8.5,"Oak","Sycamore",3,3,"LIVE OAK,ALDER,SYCAMORE,SYCAMORE,CALIFORNIA BAY,SYCAMORE,SYCAMORE,LIVE OAK,LIVE OAK,ALDER,LIVE OAK",11,10,4,0 
"WCAP99-0780",2001,1,"Oak",15,".75-2","X",">30",11,12.875,"Oak","Pine",7,1,"OAK,OAK,OAK,PINE,OAK,OAK,PINE,OAK,OAK,OAK,OAK",11,11,11,3 
"WCAP99-0785",2001,1,"Willow",30,".3-.75","L","15-30",6,30," ","Willow",2,2,"WILLOW,WILLOW,WILLOW,EUCALYPTUS,WILLOW,EUCALYPTUS",6,6,4,0 
"WCAP99-0794",2001,1,"Cedar/Cypress/Sequoia",30,">2","X",">30",11,17.6,"Cedar/Cypress/Sequoia","Pine",4,4,"PINE,CEDAR,PINE,PINE,OAK,CEDAR,OAK,CEDAR,CEDAR,CEDAR,PINE",11,11,11,10 
"WCAP99-0795",2001,1,"Pine",20,".75-2","X",">30",11,29.090909091,"Pine"," ",11, ,"PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE",11,11,11,2 
"WCAP99-0796",2001,1,"Alder/Birch",7,".3-.75","L",">30",11,8.5454545455,"Sycamore","Alder/Birch",4,3,"ALDER,SYCAMORE,SNAG,ALDER,LIVE OAK,LIVE OAK,SYCAMORE,LIVE OAK,SYCAMORE,SYCAMORE,ALDER",11,11,11,0 
"WCAP99-0798",2001,1,"Oak",25,".75-2","X",">30",11,22.555555556,"Oak","Cedar/Cypress/Sequoia",8,1,"LIVE OAK,LIVE OAK,INCENSE CEDAR,OAK,OAK,OAK,OAK,OAK,OAK,OAK,OAK",11,11,10,3 
"WCAP99-0803",2001,1,"Oak",30,".75-2","L","15-30",11,23.181818182,"Oak"," ",11, ,"OAK,OAK,OAK,OAK,OAK,OAK,OAK,OAK,OAK,OAK,OAK",11,11,11,0 
"WCAP99-0806",2001,1,"Oak",25,".3-.75","L",">30",11,16.454545455,"Oak","Alder/Birch",6,4,"OAK,SYCAMORE,ALDER,ALDER,OAK,ALDER,ALDER,OAK,OAK,OAK,OAK",11,11,11,0 
"WCAP99-0809",2001,1,"Poplar/Cottonwood",20,".3-.75","L","15-30",11,4.625,"Alder/Birch","Willow",5,2,"WILLOW,ALDER,ALDER,ALDER,ALDER,WILLOW,COTTONWOOD,ALDER,ALDER,ALDER,ALDER",11,11,2,0 
"WCAP99-0810",2001,1,"Alder/Birch",2,".75-2","L","15-30",11,2.2727272727,"Alder/Birch"," ",8,1,"ALDER,ALDER,ALDER,ALDER,ALDER,ALDER,MAPLE,ALDER,ALDER,SYCAMORE,CALIFORNIA BAY",11,11,7,0 
"WCAP99-0811",2001,1,"Firs/Hemlock",35,".75-2","X",">30",11,34.272727273,"Firs/Hemlock"," ",11, ,"DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR",11,11,11,2 
"WCAP99-0812",2001,1,"Firs/Hemlock",12,".75-2","L","15-30",11,21.909090909,"Firs/Hemlock","Oak",8,3,"OAK,OAK,FIR,OAK,FIR,FIR,FIR,FIR,FIR,FIR,FIR",11,11,9,0 
"WCAP99-0816",2001,1,"Pine",15,".75-2","X",">30",11,20.2,"Pine","Firs/Hemlock",9,1,"PINE,PINE,PINE,PINE,FIR,PINE,PINE,PINE,PINE,PINE,FIR",11,11,11,2 
"WCAP99-0824",2001,1,"Pine",10,".75-2","X",">30",11,22.636363636,"Pine","Firs/Hemlock",8,3,"WHITE FIR,WESTERN WHITE PINE,LODGEPOLE PINE,WHITE FIR,WHITE FIR,LODGEPOLE PINE,WHITE PINE,JEFFREY PINE,WHITE PINE,LODGEPOLE PINE,WHITE PINE",11,11,11,1 
"WCAP99-0825",2001,1,"Ash",15,".3-.75","L","15-30",11,15.222222222,"Ash","Pine",4,4,"ASH,ASH,PINE,ASH,ASH,ASH,ASH,PINE,FIR,PINE,PINE",11,11,4,0 
"WCAP99-0831",2001,1,"Pine",15,".75-2","X",">30",11,8.8,"Firs/Hemlock","Pine",8,2,"PINE,FIR,FIR,FIR,FIR,PINE,FIR,FIR,FIR,FIR,FIR",11,11,11,8 
"WCAP99-0832",2001,1,"Cedar/Cypress/Sequoia",12,".75-2","X",">30",11,10.818181818,"Cedar/Cypress/Sequoia","Firs/Hemlock",9,2,"FIR,REDWOOD,REDWOOD,FIR,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD",11,11,11,4 
"WCAP99-0833",2001,1,"Firs/Hemlock",30,".75-2","X",">30",11,18.181818182,"Firs/Hemlock","Pine",9,2,"DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,WESTERN WHITE PINE,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,JEFFREY PINE,DOUGLAS FIR",11,11,11,11 
"WCAP99-0835",2001,1,"Oak",15,".75-2","X",">30",11,30.909090909,"Oak","Firs/Hemlock",7,3,"LIVE OAK,LIVE OAK,LIVE OAK,DOUGLAS FIR,DOUGLAS FIR,LIVE OAK,LAUREL,LIVE OAK,LIVE OAK,DOUGLAS FIR,LIVE OAK",11,11,10,1 
"WCAP99-0837",2002,1,"Firs/Hemlock",40,".75-2","X",">30",11,41.363636364,"Oak","Firs/Hemlock",8,2,"DOUGLAS FIR,OAK,OAK,DOUGLAS FIR,OAK,PINE,OAK,OAK,OAK,OAK,OAK",11,11,11,1 
"WCAP99-0838",2001,1,"Cedar/Cypress/Sequoia",15,".3-.75","L","15-30",11,8.8888888889,"Cedar/Cypress/Sequoia"," ",9, ,"REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD",11,11,7,0 
"WCAP99-0843",2001,1,"Firs/Hemlock",20,".75-2","X",">30",11,19.125,"Firs/Hemlock"," ",8, ,"FIR,FIR,FIR,FIR,FIR,FIR,FIR,DOUGLAS FIR,FIR,FIR,FIR",11,11,11,8 
"WCAP99-0844",2002,1,"Firs/Hemlock",8,".75-2","X",">30",11,12.454545455,"Cedar/Cypress/Sequoia","Firs/Hemlock",9,2,"DOUGLAS FIR,DOUGLAS FIR,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD",11,11,11,11 
"WCAP99-0845",2001,1,"Firs/Hemlock",10,".75-2","X",">30",11,22.833333333,"Firs/Hemlock"," ",6, ,"DOUGLAS FIR,GRAND FIR,GRAND FIR,GRAND FIR,DOUGLAS FIR,DOUGLAS FIR,GRAND FIR,DOUGLAS FIR,GRAND FIR,DOUGLAS FIR,DOUGLAS FIR",11,11,11,6 
"WCAP99-0857",2003,1,"Poplar/Cottonwood",20,".3-.75","L","15-30",11,15.6,"Alder/Birch","Poplar/Cottonwood",8,2,"COTTONWOOD,ALDER,WATER BIRCH,ALDER,WATER BIRCH,COTTONWOOD,WATER BIRCH,WATER BIRCH,ALDER,BIRCH,ALDER",11,11,10,0 
"WCAP99-0860",2001,1,"Poplar/Cottonwood",4,".3-.75","L","15-30",11,4.1111111111,"Poplar/Cottonwood"," ",9, ,"ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN",11,11,6,0 
"WCAP99-0862",2001,1,"Firs/Hemlock",0,".75-2","X",">30",11,6.8181818182,"Firs/Hemlock","Alder/Birch",5,3,"HEMLOCK,HEMLOCK,CEDAR,ALDER,HEMLOCK,CEDAR,HEMLOCK,CEDAR,ALDER,ALDER,HEMLOCK",11,11,11,4 
"WCAP99-0864",2001,1," ",3,".75-2","L","15-30",10,3.2857142857," "," ",7, ,"COTTONWOOD,PALM,PALM,PALM,PALM,PALM,PALM,PALM,PALM,PALM",10,10,10,0 
"WCAP99-0867",2003,1,"Cedar/Cypress/Sequoia",28,".75-2","X",">30",11,14.375,"Cedar/Cypress/Sequoia"," ",3,2,"CALIFORNIA BAY,COTTONWOOD,CALIFORNIA BUCKEYE,WALNUT,REDWOOD,CALIFORNIA BAY,COTTONWOOD,REDWOOD,CALIFORNIA BUCKEYE,REDWOOD,ASH",11,11,8,1 
"WCAP99-0883",2001,1,"Cedar/Cypress/Sequoia",5,".75-2","X",">30",11,4.9090909091,"Cedar/Cypress/Sequoia","Maple/Boxelder",9,1,"REDWOOD,REDWOOD,MAPLE,REDWOOD,TANOAK,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD",11,11,10,4 
"WCAP99-0885",2003,1,"Oak",7,".75-2","L","15-30",10,8.6363636364,"Pine","Oak",6,4,"OAK,OAK,OAK,PINE,WILLOW,PINE,PINE,PINE,PINE,PINE,OAK",10,10,7,0 
"WCAP99-0888",2001,1,"Oak",12,".75-2","X",">30",11,13,"Oak","Sycamore",6,2,"OAK,OAK,OAK,WILLOW,OAK,SYCAMORE,SYCAMORE,WILLOW,OAK,OAK,OAK",11,11,8,1 
"WCAP99-0891",2001,1,"Pine",25,".3-.75","L",">30",9,22,"Pine"," ",6, ,"PINE,PINE,PINE,PINE,PINE,WILLOW,PINE,PINE,PINE",9,8,5,0 
"WCAP99-0895",2001,1,"Oak",50,".75-2","L","15-30",11,7.5454545455,"Alder/Birch","Sycamore",5,4,"ALDER,OAK,ALDER,ALDER,ALDER,SYCAMORE,SYCAMORE,WILLOW,SYCAMORE,ALDER,SYCAMORE",11,11,3,0 
"WCAP99-0896",2001,1,"Firs/Hemlock",30,".75-2","X",">30",11,28.636363636,"Firs/Hemlock","Poplar/Cottonwood",9,1,"FIR,FIR,FIR,FIR,FIR,FIR,WILLOW,FIR,FIR,POPLAR,FIR",11,11,10,2 
"WCAP99-0898",2001,1,"Oak",30,".75-2","X",">30",11,30.5,"Oak","Sycamore",9,1,"LIVE OAK,LIVE OAK,LIVE OAK,OAK,OAK,OAK,SYCAMORE,OAK,OAK,OAK,OAK",11,11,11,1 
"WCAP99-0899",2001,1,"Pine",20,".75-2","L","5-15",11,14.272727273,"Pine","Willow",8,3,"WILLOW,WILLOW,WILLOW,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE",11,9,1,0 
"WCAP99-0900",2002,1,"Oak",20,".75-2","X",">30",11,18.285714286,"Oak"," ",7, ,"LIVE OAK,LIVE OAK,LIVE OAK,LIVE OAK,LIVE OAK,LIVE OAK,BLACK OAK,LIVE OAK,LIVE OAK,BLACK OAK,OAK",11,11,11,4 
"WCAP99-0905",2001,1,"Poplar/Cottonwood",5,".3-.75","L","15-30",11,33.8,"Oak","Firs/Hemlock",4,3,"COTTONWOOD,LIVE OAK,COTTONWOOD,SPRUCE,COTTONWOOD,LIVE OAK,FIR,LIVE OAK,LIVE OAK,FIR,FIR",11,11,10,0 
"WCAP99-0984",2002,1,"Alder/Birch",1,">2","X","15-30",11,21.222222222,"Oak","Alder/Birch",7,2,"OAK,ALDER,ALDER,OAK,ALDER,ALDER,OAK,OAK,OAK,OAK,OAK",11,11,11,3 
"WCAP99-0988",2002,1,"Firs/Hemlock",35,".3-.75","L",">30",11,27.428571429,"Firs/Hemlock","Pine",6,1,"WHITE FIR,WHITE FIR,WHITE FIR,SUGAR PINE,WHITE FIR,DOUGLAS FIR,WHITE FIR,FIR,WHITE FIR,DOUGLAS FIR,WHITE FIR",11,11,7,0 
"WCAP99-0989",2002,1,"Poplar/Cottonwood",30,".3-.75","L",">30",11,21.142857143,"Poplar/Cottonwood","Willow",4,3,"COTTONWOOD,COTTONWOOD,WILLOW,WILLOW,COTTONWOOD,WILLOW,WILLOW,WILLOW,BAY LAUREL,COTTONWOOD,WILLOW",11,11,7,0 
"WCAP99-0991",2002,1,"Pine",26,".75-2","X",">30",6,19.5,"Pine","Willow",3,3,"WILLOW,WILLOW,WILLOW,LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE",6,2,2,1 
"WCAP99-1000",2002,1,"Willow",4,".75-2","L","15-30",11,2.6666666667,"Willow"," ",8,1,"WILLOW,WALNUT,MULBERRY,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",11,11,4,0 
"WCAP99-1002",2002,1,"Pine",40,".3-.75","L","15-30",11,22.545454545,"Pine"," ",11, ,"LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE",11,11,9,0 
"WCAP99-1005",2002,1,"Firs/Hemlock",3,".3-.75","L",">30",11,20.666666667,"Firs/Hemlock","Alder/Birch",3,2,"ALDER,FIR,ALDER,ALDER,FIR,ALDER,FIR,ALDER,ALDER,FIR,SYCAMORE",11,11,6,0 
"WCAP99-1008",2002,1," ",40,".75-2","X",">30",11,23.333333333,"Cedar/Cypress/Sequoia"," ",3,1,"WESTERN REDCEDAR,PINE,WEST REDCEDAR,ALDER,WEST RED CEDAR,INCENSE CEDAR,PINE,PINE,PINE,INCENSE CEDAR,WESTERN RED CEDAR",11,11,11,4 
"WCAP99-1013",2002,1,"Oak",40,".75-2","X",">30",11,36,"Oak"," ",5, ,"LIVE OAK,LIVE OAK,LIVE OAK,LIVE OAK,LIVE OAK,LIVE OAK,LIVE OAK,LIVE OAK,LIVE OAK,SYCAMORE,LIVE OAK",11,11,11,3 
"WCAP99-1014",2002,1,"Oak",40,".75-2","L","15-30",11,21.454545455,"Oak","Poplar/Cottonwood",5,3,"OAK,OAK,WILLOW,WILLOW,WILLOW,OAK,OAK,COTTONWOOD,COTTONWOOD,COTTONWOOD,OAK",11,11,5,0 
"WCAP99-1018",2002,1,"Sycamore",7,">2","X","15-30",11,10.888888889,"Willow","Alder/Birch",6,1,"WILLOW,WILLOW,ALDER,WILLOW,WILLOW,LIVE OAK,WILLOW,WILLOW,WILLOW,WILLOW,SYCAMORE",11,10,3,1 
"WCAP99-1020",2002,1,"Firs/Hemlock",40,".75-2","X",">30",11,35,"Firs/Hemlock","Sycamore",8,1,"ALDER,ALDER,SYCAMORE,FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR",11,10,8,2 
"WCAP99-1021",2002,1,"Oak",16,".75-2","L","15-30",11,21.272727273,"Oak","Poplar/Cottonwood",5,4,"COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,LIVE OAK,LIVE OAK,LIVE OAK,LIVE OAK,LIVE OAK,SYCAMORE,ALDER",11,11,8,0 
"WCAP99-1027",2002,1,"Pine",38,".3-.75","M","5-15",11,36.090909091,"Pine"," ",11, ,"PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE",11,11,0,0 
"WCAP99-1028",2002,1,"Poplar/Cottonwood",5,".75-2","X",">30",11,7.8,"Oak","Poplar/Cottonwood",4,1,"LIVE OAK,LIVE OAK,COTTONWOOD,LIVE OAK,LIVE OAK,ALDER,LIVE OAK,SYCAMORE,LIVE OAK,LIVE OAK,LIVE OAK",11,11,11,1 
"WCAP99-1032",2002,1,"Willow",10,".3-.75","M","5-15",5,13.6,"Willow","Poplar/Cottonwood",4,1,"COTTONWOOD,WILLOW,WILLOW,WILLOW,WILLOW",5,5,0,0 
"WCAP99-1035",2002,1,"Poplar/Cottonwood",3,".75-2","X",">30",11,16.25,"Poplar/Cottonwood","Oak",5,3,"LIVE OAK,ALDER,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,LIVE OAK,LIVE OAK,LIVE OAK,COTTONWOOD,LIVE OAK",11,11,11,7 
"WCAP99-1039",2002,1,"Willow",43,".1-.3","M","5-15",8,15.625,"Willow"," ",8, ,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",8,7,0,0 
"WCAP99-1043",2002,1,"Oak",13,">2","X","15-30",11,9.5454545455,"Oak","Alder/Birch",5,4,"LIVE OAK,RED ALDER,SYCAMORE,SYCAMORE,LIVE OAK,ALDER,LIVE OAK,ALDER,LIVE OAK,ALDER,LIVE OAK",11,11,11,1 
"WCAP99-1046",2002,1,"Sycamore",8,".75-2","L","15-30",11,16.166666667,"Oak","Alder/Birch",4,1,"SYCAMORE,OAK,ALDER,ALDER,OAK,OAK,OAK,LIVE OAK,LIVE OAK,LIVE OAK,LIVE OAK",11,11,9,0 
"WCAP99-1048",2002,1,"Oak",1,".75-2","L","15-30",11,12.4,"Alder/Birch"," ",3,2,"ALDER,WILLOW,WILLOW,CALIFORNIA BUCKEYE,CALIFORNIA BAY,BIG LEAF MAPLE,ALDER,CALIFORNIA BAY,BIG LEAF MAPLE,ALDER,QUERCUS LOBATA",11,11,9,0 
"WCAP99-1050",2002,1,"Firs/Hemlock",5,".75-2","X",">30",11,15.875,"Firs/Hemlock"," ",8, ,"DOUG FIR,DOUG FIR,DOUG FIR,FIR,DOUG FIR,FIR,FIR,FIR,FIR,FIR,FIR",11,11,11,7 
"WCAP99-1051",2002,1,"Spruce",15,".75-2","X",">30",11,9.6363636364,"Spruce"," ",11, ,"SITKA SPRUCE,SITKA SPRUCE,SITKA SPRUCE,SITKA SPRUCE,SITKA SPRUCE,SITKA SPRUCE,SITKA SPRUCE,SITKA SPRUCE,SITKA SPRUCE,SITKA SPRUCE,SITKA SPRUCE",11,11,11,3 
"WCAP99-1055",2002,1,"Firs/Hemlock",1,">2","X",">30",11,18.6,"Firs/Hemlock"," ",10, ,"WHITE FIR,WHITE FIR,WHITE FIR,WHITE FIR,WHITE FIR,WHITE FIR,WHITE FIR,WHITE FIR,WHITE FIR,WHITE FIR,WHITE FIR",11,11,11,4 
"WCAP99-1056",2002,1,"Firs/Hemlock",15,".75-2","X",">30",11,14.727272727,"Firs/Hemlock","Alder/Birch",7,4,"DOUGLAS FIR,DOUGLAS FIR,ALDER,ALDER,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,ALDER,DOUGLAS FIR,DOUGLAS FIR,ALDER",11,11,11,4 
"WCAP99-1057",2002,1,"Cedar/Cypress/Sequoia",2,".75-2","X",">30",11,10.6,"Cedar/Cypress/Sequoia"," ",5, ,"REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD,REDWOOD",11,11,11,5 
"WCAP99-1060",2002,1,"Firs/Hemlock",7,".3-.75","L",">30",11,14.625,"Firs/Hemlock","Alder/Birch",5,2,"INCENSE CEDAR,FIR,FIR,ALDER,FIR,ALDER,ALDER,ALDER,FIR,FIR,HEMLOCK",11,11,8,0 
"WCAP99-1062",2002,1,"Pine",45,".3-.75","L",">30",11,16.7,"Oak","Firs/Hemlock",5,2,"OAK,PINE,ALDER,OAK,ALDER,OAK,OAK,PONDEROSA PINE,DOUGLAS FIR,OAK,DOUGLAS FIR",11,11,8,0 
"WCAP99-1063",2002,1,"Firs/Hemlock",10,".75-2","X",">30",11,24.3,"Firs/Hemlock"," ",10, ,"DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,TAN OAK,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR",11,11,10,4 
"WCAP99-1064",2002,1,"Firs/Hemlock",11,".3-.75","L","15-30",11,11.5,"Firs/Hemlock","Alder/Birch",4,3,"FIR,FIR,FIR,BLACK OAK,ALDER,ALDER,FIR,ALDER,FIR,ALDER,FIR",11,11,5,0 
"WCAP99-1065",2002,1,"Firs/Hemlock",10,".75-2","X",">30",11,13.833333333,"Firs/Hemlock","Alder/Birch",3,1,"DOUGLAS FIR,SUGAR PINE,DOUGLAS FIR,LIVE OAK,DOUGLAS FIR,DOUGLAS FIR,LIVE OAK,ALDER,LIVE OAK,DOUGLAS FIR,DOUGLAS FIR",11,11,11,5 
"WCAP99-1066",2002,1,"Firs/Hemlock",20,".3-.75","L",">30",11,22.909090909,"Oak","Firs/Hemlock",7,2,"OAK,OAK,DOUG FIR,OAK,OAK,OAK,OAK,OAK,ALDER/BIRCH,MAPLE/BOXELDER,FIR",11,11,11,0 
"WCAP99-1067",2002,1,"Pine",22,">2","X","15-30",11,17.8,"Pine","Firs/Hemlock",5,3,"PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,WHITE FIR,ALDER,INCENSE CEDAR,WHITE FIR,ALDER,PONDEROSA PINE,WHITE FIR",11,11,11,2 
"WCAP99-1071",2002,1,"Firs/Hemlock",3,".75-2","X",">30",11,21.25,"Firs/Hemlock"," ",8, ,"FIR,DOUGLAS FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR",11,11,11,8 
"WCAP99-1074",2002,1,"Cedar/Cypress/Sequoia",15,".3-.75","L",">30",11,22.875,"Firs/Hemlock","Cedar/Cypress/Sequoia",5,2,"REDWOOD,REDWOOD,REDWOOD,ALDER,ALDER,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR",11,11,8,0 
"WCAP99-1075",2002,1,"Firs/Hemlock",15,".3-.75","L",">30",11,11.222222222,"Firs/Hemlock"," ",4,2,"REDWOOD,DOUGLAS FIR,TAN OAK,DOUGLAS FIR,OAK,RADWOOD,REDWOOD,REDWOD,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR",11,11,9,0 
"WCAP99-1079",2002,1,"Firs/Hemlock",13,">2","X",">30",11,23.090909091,"Firs/Hemlock","Cedar/Cypress/Sequoia",9,1,"WHITE FIR,WHITE FIR,WHITE FIR,WHITE FIR,WHITE FIR,PONDEROSA PINE,WHITE FIR,WHITE FIR,WHITE FIR,WHITE FIR,INCENSE CEDAR",11,11,11,2 
"WCAP99-1090",2002,1,"Cedar/Cypress/Sequoia",13,".3-.75","L",">30",11,22.727272727,"Firs/Hemlock","Cedar/Cypress/Sequoia",6,4,"REDWOOD,ALDER,FIR,FIR,FIR,FIR,FIR,REDWOOD,REDWOOD,FIR,REDWOOD",11,11,11,0 
"WCAP99-1091",2002,1,"Pine",40,".3-.75","L",">30",11,20.272727273,"Poplar/Cottonwood","Firs/Hemlock",5,3,"COTTONWOOD,PINE,PINE,COTTONWOOD,PINE,COTTONWOOD,COTTONWOOD,FIR,FIR,FIR,COTTONWOOD",11,11,11,0 
"WCAP99-1092",2002,1,"Maple/Boxelder",5,".75-2","X",">30",11,28.9,"Firs/Hemlock"," ",4,3,"MAPLE,FIR,LIVE OAK,BAY LAUREL,ALDER,BAY LAUREL,BAY LAUREL,FIR,FIR,BAY LAUREL,FIR",11,11,10,2 
"WCAP99-1096",2002,1,"Willow",30,">2","X","15-30",11,21.375,"Willow","Cedar/Cypress/Sequoia",3,2,"ALDER,ALDER,REDWOOD,WILLOW,REDWOOD,REDWOOD,ALDER,WILLOW,DOUGLAS FIR,WILLOW,SNAG",11,11,11,3 
"WCAP99-1100",2002,1,"Firs/Hemlock",31,">2","X",">30",11,18.909090909,"Firs/Hemlock","Cedar/Cypress/Sequoia",9,1,"FIR,FIR,FIR,FIR,FIR,FIR,INCENSE CEDAR,FIR,FIR,PONDEROSA PINE,FIR",11,11,11,2 
"WCAP99-1102",2003,1,"Oak",50,".75-2","X",">30",11,16.454545455,"Oak","Alder/Birch",4,3,"SYCAMORE,ALDER,ALDER,ALDER,OAK,MAPLE,OAK,OAK,SYCAMORE,SYCAMORE,LIVE OAK",11,11,11,1 
"WCAP99-1104",2002,1,"Poplar/Cottonwood",12,">2","X","15-30",11,8,"Alder/Birch","Poplar/Cottonwood",7,3,"COTTONWOOD,ALDER,ALDER,ALDER,ALDER,ALDER,ALDER,ALDER,ALDER,COTTONWOOD,COTTONWOOD",11,11,10,2 
"WCAP99-1106",2002,1,"Cedar/Cypress/Sequoia",3,".75-2","X",">30",11,8.25,"Firs/Hemlock","Cedar/Cypress/Sequoia",5,3,"DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,REDWOOD,REDWOOD,REDWOOD,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,REDWOOD",11,11,8,1 
"WCAP99-1111",2002,1,"Spruce",10,".3-.75","L",">30",11,9.4285714286,"Spruce","Alder/Birch",5,2,"ALDER,ALDER,ALDER,ALDER,SPRUCE,SPRUCE,ALDER,ALDER,SPRUCE,SPRUCE,SPRUCE",11,11,7,0 
"WCAP99-1125",2002,1," ",7,".75-2","L","15-30",11,8.1111111111," ","Willow",4,3,"EUCALYPTUS,EUCALYPTUS,SYCAMORE,SYCAMORE,WILLOW,WILLOW,PALM,EUCALYPTUS,WILLOW,WILLOW,WILLOW",11,11,6,0 
"WCAP99-1127",2002,1," ",12,".75-2","L","15-30",11,9.8181818182," ","Alder/Birch",6,4,"EUCALYPTUS,EUCALYPTUS,EUCALYPTUS,EUCALYPTUS,EUCALYPTUS,ALDER,ALDER,EUCALYPTUS,ALDER,ALDER,SYCAMORE",11,11,11,0 
