"SITE_ID","YEAR","VISIT_NO","DATE_COL","TEAM_ID","CHAN_CON","PERCENT","BANKFULL","VALLEY","PATTERN","CONSTRNT","FEATURES","VALLYBOX" 
"OWW04440-0077",2004,1,09/13/2004,"1"," ",100,1,150,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0078",2004,1,07/01/2004,"2"," ",50,15,200,"ANASTOM","UNC_BROAD","TERRACE"," " 
"OWW04440-0080",2004,1,06/29/2004,"1"," ",0,2,200," ","UNC_BROAD","NOCONST","Y" 
"OWW04440-0081",2004,1,07/23/2004,"2"," ",100,9,300,"SINGLE","CON_VSHAPED","HILLSLOPE","Y" 
"OWW04440-0085",2004,1,06/28/2004,"1"," ",10,15,1000,"SINGLE","UNC_BROAD","NOCONST"," " 
"OWW04440-0087",2004,1,06/23/2004,"1"," ",100,9,150,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"OWW04440-0093",2004,1,07/14/2004,"1"," ",100,11,100,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0094",2004,1,09/18/2004,"2"," ",100,5,175,"SINGLE","UNC_BROAD","TERRACE"," " 
"OWW04440-0096",2004,1,09/15/2004,"16"," ",100,20,400,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0102",2004,1,08/10/2004,"3"," ",0,7,150,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"OWW04440-0102",2004,1,08/10/2004,"1"," ",100,18,800,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0103",2004,1,08/10/2004,"4"," ",0,1,100,"SINGLE","UNC_BROAD","NOCONST"," " 
"OWW04440-0106",2004,1,09/07/2004,"20"," ",100,9,150,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0107",2004,1,10/07/2004,"5"," ",100,24,175,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0108",2004,1,07/09/2004,"2"," ",0,7,500,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0112",2004,1,09/13/2004,"2"," ",100,37,1000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0114",2004,1,08/13/2004,"2"," ",100,4,50,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0115",2004,1,09/16/2004,"1"," ",100,7,1500,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0122",2004,1,10/12/2004,"2"," ",100,6,700,"SINGLE","CON_VSHAPED","HUMAN","Y" 
"OWW04440-0124",2004,1,07/13/2004,"2"," ",99,7,500,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0125",2004,1,06/21/2004,"1"," ",100,11,150,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"OWW04440-0127",2004,1,07/11/2004,"2"," ",100,4,50,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"OWW04440-0128",2004,1,08/04/2004,"2"," ",50,10,200,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"OWW04440-0130",2004,1,07/05/2004,"2"," ",100,4,100,"SINGLE","CON_VSHAPED","TERRACE"," " 
"OWW04440-0131",2004,1,09/27/2004,"8"," ",100,145,5000,"BRAIDED","UNC_BROAD","TERRACE"," " 
"OWW04440-0132",2004,1,10/14/2004,"7"," ",100,2,100,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0133",2004,1,07/21/2004,"1"," ",100,12,9999,"SINGLE","CON_BROAD","HUMAN","Y" 
"OWW04440-0134",2004,1,10/13/2004,"2"," ",100,15,500,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0138",2004,1,08/10/2004,"2"," ",100,25,175,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0139",2004,1,07/29/2004,"11"," ",100,13,500,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0142",2004,1,09/27/2004,"7"," ",0,8,100,"ANASTOM","UNC_BROAD","NOCONST"," " 
"OWW04440-0146",2004,1,10/01/2004,"2"," ",100,12,9999,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0147",2004,1,06/17/2004,"1"," ",100,8,1509,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0149",2004,1,07/20/2004,"8"," ",100,9,600,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0151",2004,1,07/13/2004,"4"," ",0,8,300,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0157",2004,1,08/05/2004,"1"," ",100,12,1200,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0158",2004,1,09/15/2004,"2"," ",50,16,50,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"OWW04440-0163",2004,1,09/28/2004,"1"," ",0,10,1000,"SINGLE","UNC_BROAD"," "," " 
"OWW04440-0164",2004,1,10/28/2004,"7"," ",80,10,50,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"OWW04440-0165",2004,1,06/29/2004,"1"," ",0,18,6436,"SINGLE","UNC_BROAD","NOCONST"," " 
"OWW04440-0166",2004,1,08/23/2004,"2"," ",100,6,800,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0168",2004,1,07/27/2004,"11"," ",100,12,2000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0169",2004,1,10/04/2004,"3"," ",90,6,500,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0170",2004,1,08/22/2004,"3"," ",50,4,80,"SINGLE","UNC_NARROW","TERRACE"," " 
"OWW04440-0171",2004,1,08/17/2004,"4"," ",0,30,150,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0172",2004,1,07/07/2004,"2"," ",100,6,20,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"OWW04440-0176",2004,1,07/27/2004,"2"," ",100, ,500,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0178",2004,1,08/11/2004,"2"," ",100,6,20,"SINGLE","CON_VSHAPED","HUMAN"," " 
"OWW04440-0179",2004,1,09/30/2004,"1"," ",0,8,1500,"SINGLE","UNC_BROAD","NOCONST"," " 
"OWW04440-0181",2004,1,07/22/2004,"1"," ",100,10,300,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0182",2004,1,07/15/2004,"3"," ",100,6,1000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0184",2004,1,08/26/2004,"4"," ",0,7,300,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0185",2004,1,06/23/2004,"2"," ",50, ,9999,"SINGLE","UNC_BROAD","HILLSLOPE"," " 
"OWW04440-0186",2004,1,08/11/2004,"3"," ",20,9,1000,"SINGLE","UNC_BROAD","BEDROCK","Y" 
"OWW04440-0191",2004,1,07/23/2004,"2"," ",100,2.5,100,"SINGLE","UNC_NARROW","TERRACE"," " 
"OWW04440-0192",2004,1,09/13/2004,"16"," ",100,3,1300,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0195",2004,1,06/15/2004,"1"," ",0,3,40,"SINGLE","UNC_NARROW","TERRACE"," " 
"OWW04440-0196",2004,1,08/26/2004,"1"," ",100,15,40,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0197",2004,1,07/08/2004,"2"," ",0,8,1300,"SINGLE","UNC_BROAD","NOCONST"," " 
"OWW04440-0199",2004,1,08/18/2004,"2"," ",100,8,9999,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0200",2004,1,07/26/2004,"11"," ",100,25,1500,"SINGLE","CON_BROAD","BEDROCK","Y" 
"OWW04440-0203",2004,1,10/08/2004,"5"," ",100,4,150,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0205",2004,1,10/06/2004,"1"," ",100,4,25,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"OWW04440-0206",2004,1,08/11/2004,"2"," ",100,7,2000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0210",2004,1,08/04/2004,"1"," ",0, ,500,"SINGLE","UNC_BROAD","NOCONST"," " 
"OWW04440-0211",2004,1,06/24/2004,"4"," ",75,28,800,"SINGLE","UNC_NARROW","TERRACE"," " 
"OWW04440-0212",2004,1,08/25/2004,"1"," ",90,3,400,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0218",2004,1,08/16/2004,"3"," ",0,5,500,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0219",2004,1,06/22/2004,"2"," ",100,6,8500,"SINGLE","CON_VSHAPED","TERRACE"," " 
"OWW04440-0221",2004,1,07/08/2004,"1"," ",100,3.5,1600,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0224",2004,1,09/09/2004,"3"," ",100,4,1500,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0226",2004,1,09/29/2004,"2"," ",100,22,9999,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0231",2004,1,07/20/2004,"4"," ",50,7,180,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0233",2004,1,06/19/2004,"3"," ",100,7,1000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0234",2004,1,08/09/2004,"2"," ",100,7,30,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"OWW04440-0238",2004,1,10/29/2004,"7"," ",100,6,600,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0240",2004,1,10/06/2004,"2"," ",100,15,500,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0242",2004,1,08/20/2004,"2"," ",90,7,800,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0243",2004,1,08/18/2004,"11"," ",100,25,1000,"SINGLE","CON_BROAD","BEDROCK"," " 
"OWW04440-0248",2004,1,09/21/2004,"2"," ",95,13,200,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0250",2004,1,07/22/2004,"2"," ",100,3,500,"SINGLE","UNC_BROAD","TERRACE","Y" 
"OWW04440-0252",2004,1,07/12/2004,"2"," ",80,8,500,"SINGLE","CON_BROAD","BEDROCK","Y" 
"OWW04440-0255",2004,1,07/31/2004,"2"," ",100,10,100,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0256",2004,1,09/10/2004,"16"," ",100,25,300,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0257",2004,1,06/20/2004,"2"," ",100,8,800,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0258",2004,1,07/02/2004,"2"," ",0,25,150,"ANASTOM","UNC_BROAD","NOCONST"," " 
"OWW04440-0262",2004,1,08/14/2004,"3"," ",100,13,500,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0263",2004,1,09/14/2004,"5"," ",100,7,105,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0266",2004,1,08/23/2004,"20"," ",100,10,300,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0267",2004,1,08/09/2004,"11"," ",100,12,1500,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0271",2004,1,09/16/2004,"20"," ",100,2,500,"SINGLE","UNC_BROAD","HUMAN","Y" 
"OWW04440-0274",2004,1,10/06/2004,"2"," ",20,8,600,"SINGLE","UNC_BROAD","HILLSLOPE"," " 
"OWW04440-0275",2004,1,07/15/2004,"2"," ",100,2,2500,"SINGLE","CON_BROAD","HUMAN"," " 
"OWW04440-0277",2004,1,08/04/2004,"6"," ",0,12,30,"SINGLE","UNC_NARROW","NOCONST"," " 
"OWW04440-0282",2004,1,09/15/2004,"16"," ",100,18,400,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0283",2004,1,09/20/2004,"5"," ",100,3,450,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0286",2004,1,06/30/2004,"2"," ",30,17,300,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0290",2004,1,10/11/2004,"2"," ",100,13,500,"SINGLE","UNC_BROAD","TERRACE","Y" 
"OWW04440-0291",2004,1,09/29/2004,"1"," ",0,8,1500,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0292",2004,1,10/11/2004,"7"," ",100,8,150,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0293",2004,1,07/19/2004,"4"," ",90,11, ,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0294",2004,1,08/31/2004,"20"," ",100,12,125,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0295",2004,1,08/15/2004,"2"," ",35,14,300,"SINGLE","UNC_BROAD","TERRACE"," " 
"OWW04440-0296",2004,1,08/10/2004,"11"," ",100,20,750,"SINGLE","CON_BROAD","BEDROCK"," " 
"OWW04440-0298",2004,1,08/25/2004,"2"," ",95,8,1200,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0305",2004,1,06/24/2004,"3"," ",100,4,500,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0311",2004,1,09/15/2004,"2"," ",70,15,100,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"OWW04440-0312",2004,1,07/12/2004,"2"," ",100,4,6,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0313",2004,1,06/25/2004,"4"," ",15,18,1600,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0319",2004,1,07/23/2004,"2"," ",100,0.5,1000,"SINGLE","UNC_BROAD","TERRACE","Y" 
"OWW04440-0320",2004,1,09/11/2004,"16"," ",100,5,200,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"OWW04440-0323",2004,1,08/05/2004,"8"," ",100,30,2500,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0324",2004,1,09/01/2004,"1"," ",70,4,100,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0325",2004,1,08/09/2004,"8"," ",25,25,550,"SINGLE","CON_BROAD","BEDROCK","Y" 
"OWW04440-0326",2004,1,08/31/2004,"20"," ",95,8,400,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0327",2004,1,08/21/2004,"2"," ",100,6,9999,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0328",2004,1,09/14/2004,"2"," ",40,15,25,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"OWW04440-0330",2004,1,08/15/2004,"2"," ",70,6,3000,"SINGLE","CON_VSHAPED","HILLSLOPE","Y" 
"OWW04440-0333",2004,1,10/04/2004,"1"," ", ,4,300,"SINGLE","UNC_BROAD"," "," " 
"OWW04440-0334",2004,1,09/28/2004,"7"," ",100,3,600,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0336",2004,1,07/07/2004,"1"," ",0,9,150,"SINGLE","UNC_BROAD","NOCONST"," " 
"OWW04440-0337",2004,1,08/02/2004,"9"," ",0,5,3000,"SINGLE","UNC_BROAD","TERRACE"," " 
"OWW04440-0338",2004,1,08/19/2004,"2"," ",100,4,750,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0340",2004,1,08/12/2004,"1"," ",100, , ,"SINGLE","CON_VSHAPED","TERRACE","Y" 
"OWW04440-0341",2004,1,06/29/2004,"2"," ", , , ,"SINGLE","UNC_NARROW","NOCONST"," " 
"OWW04440-0346",2004,1,08/12/2004,"2"," ",100,16,3000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0349",2004,1,07/28/2004,"1"," ",100,11,2000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0353",2004,1,08/04/2004,"1"," ",0,3,3000,"SINGLE","UNC_BROAD","TERRACE"," " 
"OWW04440-0356",2004,1,09/19/2004,"1"," ",100,3,100,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0358",2004,1,08/24/2004,"20"," ",100,4,150,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0359",2004,1,07/12/2004,"4"," ",0,4,300,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0360",2004,1,07/28/2004,"11"," ",100,8,2000,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0361",2004,1,06/20/2004,"1"," ",100,3,1000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0362",2004,1,08/10/2004,"2"," ",100,5,200,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"OWW04440-0368",2004,1,09/10/2004,"3"," ",100,13,1000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0369",2004,1,06/22/2004,"3"," ",100,9,1000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0373",2004,1,07/29/2004,"1"," ",0,8,1000,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0377",2004,1,06/24/2004,"2"," ",100, ,9999,"SINGLE","CON_BROAD","HUMAN","Y" 
"OWW04440-0378",2004,1,09/16/2004,"16"," ",100,3,500,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0380",2004,1,08/05/2004,"11"," ", ,35,750,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0381",2004,1,08/06/2004,"6"," ",100,4,2000,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0382",2004,1,09/23/2004,"1"," ",100,14,1000,"SINGLE","CON_VSHAPED","TERRACE"," " 
"OWW04440-0383",2004,1,07/26/2004,"2"," ",80,9,900,"SINGLE","UNC_BROAD","TERRACE"," " 
"OWW04440-0384",2004,1,08/05/2004,"1"," ",30,4,40,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"OWW04440-0386",2004,1,07/20/2004,"2"," ",0,1,500,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0387",2004,1,08/04/2004,"12"," ",25,10,1600,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0387",2004,1,08/04/2004,"1"," ",20,10,1600,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0389",2004,1,06/22/2004,"4"," ",0,4,9999,"SINGLE","CON_BROAD","NOCONST"," " 
"OWW04440-0393",2004,1,06/16/2004,"3"," ",100,6,1000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0394",2004,1,08/11/2004,"2"," ",100,29,2000,"SINGLE","CON_VSHAPED","HILLSLOPE","Y" 
"OWW04440-0398",2004,1,09/12/2004,"2"," ",100,6,150,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0400",2004,1,07/09/2004,"1"," ",100,6,16,"SINGLE","CON_VSHAPED","HUMAN"," " 
"OWW04440-0401",2004,1,10/04/2004,"2"," ",98, ,400,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0403",2004,1,09/20/2004,"1"," ",100,12,1500,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0405",2004,1,07/21/2004,"8"," ",100,10,800,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0410",2004,1,08/10/2004,"1"," ",75,9,200,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0416",2004,1,07/21/2004,"2"," ",95, ,500,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0418",2004,1,10/10/2004,"2"," ",99,12,9999,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0419",2004,1,08/03/2004,"11"," ",100,14,1000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0420",2004,1,10/15/2004,"7"," ",75,7,50,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0423",2004,1,08/09/2004,"4"," ",50,7,300,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0425",2004,1,08/11/2004,"10"," ",0,20, ,"SINGLE","UNC_BROAD","TERRACE","Y" 
"OWW04440-0426",2004,1,08/12/2004,"3"," ",100,13,500,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0427",2004,1,08/17/2004,"4"," ",0,6,100,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0428",2004,1,07/08/2004,"2"," ",100,7,206,"SINGLE","CON_VSHAPED","HILLSLOPE","Y" 
"OWW04440-0429",2004,1,08/10/2004,"1"," ",100, ,9999,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0432",2004,1,09/12/2004,"3"," ",100,18,500,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0433",2004,1,06/28/2004,"2"," ",0,4,150,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0435",2004,1,08/25/2004,"1"," ",100,30,1560,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0436",2004,1,07/17/2004,"2"," ",0,4,500,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0437",2004,1,09/02/2004,"1"," ",100,6.6,2000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0439",2004,1,09/01/2004,"20"," ",100,4,90,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0440",2004,1,06/30/2004,"1"," ",0,4,500,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0442",2004,1,08/15/2004,"3"," ",100,6,1000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0445",2004,1,06/23/2004,"1"," ",0,13,150,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0447",2004,1,07/21/2004,"2"," ",100,4,500,"SINGLE","UNC_NARROW","TERRACE","Y" 
"OWW04440-0451",2004,1,08/24/2004,"8"," ",100,4,800,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0453",2004,1,06/24/2004,"2"," ",100,8,9999,"SINGLE"," ","HUMAN"," " 
"OWW04440-0455",2004,1,08/17/2004,"2"," ",100,3,800,"SINGLE","UNC_BROAD","NOCONST"," " 
"OWW04440-0456",2004,1,08/06/2004,"11"," ",90,15,900,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0457",2004,1,06/17/2004,"2"," ",100,6,100,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0458",2004,1,08/16/2004,"2"," ",100,9,1000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0459",2004,1,10/04/2004,"5"," ",100,5,400,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0464",2004,1,07/11/2004,"2"," ",100,2,7,"SINGLE","CON_BROAD","HUMAN"," " 
"OWW04440-0465",2004,1,10/01/2004,"2"," ",100,8,5000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0466",2004,1,08/03/2004,"1"," ",0, ,500,"SINGLE","UNC_BROAD"," ","Y" 
"OWW04440-0467",2004,1,07/20/2004,"13"," ",85,6,1600,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0469",2004,1,07/27/2004,"13"," ",40,8,250,"SINGLE","UNC_NARROW","TERRACE","Y" 
"OWW04440-0471",2004,1,06/24/2004,"1"," ",0,3,200,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0472",2004,1,07/14/2004,"5"," ",100,3,16,"SINGLE","CON_VSHAPED","HUMAN"," " 
"OWW04440-0473",2004,1,07/30/2004,"1"," ",0,6,1000,"SINGLE","UNC_BROAD","TERRACE"," " 
"OWW04440-0474",2004,1,08/19/2004,"3"," ",100,2,50,"SINGLE","UNC_NARROW","TERRACE"," " 
"OWW04440-0475",2004,1,08/26/2004,"2"," ",100,11,9999,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0479",2004,1,07/27/2004,"2"," ",100,15,500,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0480",2004,1,09/09/2004,"16"," ",100,5,800,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0481",2004,1,07/28/2004,"3"," ",100,12,400,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0482",2004,1,10/09/2004,"2"," ",100,10,9999,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0483",2004,1,07/13/2004,"6"," ",100,15,5000,"SINGLE","CON_VSHAPED","TERRACE"," " 
"OWW04440-0485",2004,1,06/20/2004,"2"," ",0,2,100,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0486",2004,1,09/07/2004,"20"," ",100,18,18,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"OWW04440-0487",2004,1,06/25/2004,"1"," ",0,3,200,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0488",2004,1,06/23/2004,"2"," ",100, , ,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0489",2004,1,06/17/2004,"3"," ",100,3,1000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0493",2004,1,06/18/2004,"1"," ",100,40,250,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0496",2004,1,09/22/2004,"2"," ",100,13,500,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"OWW04440-0498",2004,1,08/17/2004,"2"," ",95,15,1000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0499",2004,1,08/16/2004,"11"," ",100,16,750,"SINGLE","CON_BROAD","BEDROCK","Y" 
"OWW04440-0502",2004,1,07/27/2004,"1"," ",100,3,700,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0504",2004,1,09/20/2004,"2"," ",80,5,2000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0506",2004,1,09/14/2004,"16"," ",100,9,1000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0507",2004,1,09/11/2004,"5"," ",100,2,90,"BRAIDED","CON_BROAD","TERRACE"," " 
"OWW04440-0511",2004,1,08/18/2004,"2"," ",100,7,500,"SINGLE","UNC_BROAD","TERRACE"," " 
"OWW04440-0513",2004,1,07/17/2004,"6"," ",100,2,2000,"SINGLE","CON_VSHAPED","TERRACE"," " 
"OWW04440-0514",2004,1,07/29/2004,"2"," ",100,10,40,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"OWW04440-0515",2004,1,09/07/2004,"13"," ",100,9,2000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0516",2004,1,07/29/2004,"7"," ",75,4,75,"SINGLE","UNC_BROAD","TERRACE"," " 
"OWW04440-0518",2004,1,09/01/2004,"5"," ",100,6,180,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0526",2004,1,08/05/2004,"2"," ",100,10,1000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0528",2004,1,09/21/2004,"2"," ",0,11,2000,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0529",2004,1,07/27/2004,"1"," ",50,4,500,"SINGLE","UNC_NARROW","TERRACE","Y" 
"OWW04440-0530",2004,1,10/07/2004,"2"," ",100,11,200,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0531",2004,1,10/14/2004,"6"," ",100,8,15,"SINGLE","UNC_NARROW","TERRACE"," " 
"OWW04440-0535",2004,1,08/12/2004,"4"," ",0,9,100,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0538",2004,1,10/15/2004,"2"," ",90,6,75,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"OWW04440-0542",2004,1,10/11/2004,"1"," ",80,20,60,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"OWW04440-0544",2004,1,09/09/2004,"2"," ",100,22,50,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0546",2004,1,08/20/2004,"2"," ",100,12,600,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0548",2004,1,07/15/2004,"1"," ",75,3,400,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0551",2004,1,08/10/2004,"4"," ",30,6,700,"SINGLE","CON_BROAD","TERRACE","Y" 
