"SITE_ID","YEAR","VISIT_NO","LOC_NAME","DATE_COL","TEAM_ID","XSTATUS","VALXSTAT","SITESAMP","MLAT_DD","MLON_DD","XLAT_DD","XLON_DD","MLAT_DEG","MLAT_MIN","MLAT_SEC","MLON_DEG","MLON_MIN","MLON_SEC","XLAT_DEG","XLAT_MIN","XLAT_SEC","XLON_DEG","XLON_MIN","XLON_SEC","XDIMEN","XGPSCOOR","VER_STAT","GPS_VER","LOC_VER","SIG_VER","RDS_VER","TOP_VER","OTH_VER","RCHWIDTH","RCHUP","RCHDOWN","RCHLEN","COM_IM","STATE","TRCHLEN","XLONDD" 
"WCAP99-0629",2002,1,"CHARITY VALLEY CREEK",06/27/2002,"1","SAMPLEABLE","WADEABLE","Y",38.695556,-119.875278,38.697500,-119.877778,38,41,44,119,52,31,38,41,51,119,52,40,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",4,80,80,160," ","CA", ,  
"WCAP99-0654",2001,1,"REVOLON SLOUGH",06/13/2001,"1","SAMPLEABLE","WADEABLE","Y",34.165000,-119.090556,34.161667,-119.091944,34,9,54,119,5,26,34,9,42,119,5,31,"3D","N","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0658",2001,1,"FULLER MILL CREEK",05/09/2001,"1","SAMPLEABLE","WADEABLE","Y",33.798333,-116.748333,33.798611,-116.748333,33,47,54,116,44,54,33,47,55,116,44,54,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",4,80,80,160," ","CA", ,  
"WCAP99-0662",2001,1,"SWEET WATER RIVER",05/16/2001,"1","SAMPLEABLE","WADEABLE","Y",32.899444,-116.587778,32.899167,-116.585556,32,53,58,116,35,16,32,53,57,116,35,8,"3D","Y","VERIFIED","Y","N","Y","Y","Y"," ",2,75,75,150," ","CA", ,  
"WCAP99-0669",2001,1,"BEAR CREEK",06/26/2001,"1","SAMPLEABLE","WADEABLE","Y",34.231667,-116.999167,34.231389,-116.999722,34,13,54,116,59,57,34,13,53,116,59,59,"3D","Y","VERIFIED","Y","Y","Y","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0674",2002,1,"DEER CREEK",05/16/2002,"1","SAMPLEABLE","WADEABLE","Y",34.176111,-116.984722,34.174722,-116.983333,34,10,34,116,59,5,34,10,29,116,59,0,"3D","Y","VERIFIED","Y","N","Y","N","Y"," ",1,75,75,150," ","CA", ,  
"WCAP99-0677",2002,1,"ALAMO PINTADO",05/09/2002,"1","SAMPLEABLE","WADEABLE","Y",34.747500,-120.052778,34.746944,-120.055278,34,44,51,120,3,10,34,44,49,120,3,19,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0679",2002,1,"SANTA YSABEL CREEK",04/24/2002,"1","SAMPLEABLE","WADEABLE","Y",33.131667,-116.654444,33.133889,-116.656944,33,7,54,116,39,16,33,8,2,116,39,25,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0682",2002,1,"BOUQUET CANYON CREEK",04/30/2002,"1","SAMPLEABLE","WADEABLE","Y",34.570556,-118.389722,34.573333,-118.388889,34,34,14,118,23,23,34,34,24,118,23,20,"3D","Y","VERIFIED","Y","N","Y","Y","Y"," ",2,75,75,150," ","CA", ,  
"WCAP99-0683",2002,1,"SANTA PAULA CREEK",05/08/2002,"1","SAMPLEABLE","WADEABLE","Y",34.439444,-119.076111,34.440278,-119.076667,34,26,22,119,4,34,34,26,25,119,4,36,"3D","Y","VERIFIED","Y","N","Y","N","Y"," ",4,80,80,160," ","CA", ,  
"WCAP99-0742",2001,1,"NORTH FORK TUOLOWNE RIVER",08/21/2001,"2","SAMPLEABLE","WADEABLE","Y",38.165556,-120.034722,38.165556,-120.033611,38,9,56,120,2,5,38,9,56,120,2,1,"3D","Y","VERIFIED","Y","N","Y","Y","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0744",2001,1,"BURNEY CREEK",09/12/2001,"1","SAMPLEABLE","WADEABLE","Y",40.815556,-121.721944,40.816389,-121.724167,40,48,56,121,43,19,40,48,59,121,43,27,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",6,120,120,240," ","CA", ,  
"WCAP99-0746",2001,1,"SANTA PAULA CREEK",07/31/2001,"2","SAMPLEABLE","WADEABLE","Y",34.395556,-119.075000,34.397222,-119.077500,34,23,44,119,4,30,34,23,50,119,4,39,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0747",2001,1,"LITTLE DRY CREEK",09/07/2001,"1","SAMPLEABLE","WADEABLE","Y",39.716111,-121.635000,39.717222,-121.632222,39,42,58,121,38,6,39,43,2,121,37,56,"3D","Y","VERIFIED","Y","Y","N","N","Y"," ",2,75,75,150," ","CA", ,  
"WCAP99-0748",2001,1,"SAN LEANDRO CREEK",08/20/2001,"2","SAMPLEABLE","WADEABLE","Y",37.727778,-122.168611,37.728056,-122.170278,37,43,40,122,10,7,37,43,41,122,10,13,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",2,75,75,150," ","CA", ,  
"WCAP99-0750",2001,1,"BUTTE CREEK",08/07/2001,"1","SAMPLEABLE","WADEABLE","Y",40.754722,-123.739722,40.754722,-123.741944,40,45,17,123,44,23,40,45,17,123,44,31,"3D","Y","VERIFIED","Y","Y","N","N","Y"," ",1,75,75,150," ","CA", ,  
"WCAP99-0755",2001,1,"WAGON CREEK",08/22/2001,"1","SAMPLEABLE","WADEABLE","Y",41.336944,-122.407778,41.339722,-122.406389,41,20,13,122,24,28,41,20,23,122,24,23,"3D","Y","VERIFIED","Y","Y","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0756",2001,1,"BUTTE CREEK",08/21/2001,"1","SAMPLEABLE","WADEABLE","Y",41.490278,-122.028889,41.488611,-122.029444,41,29,25,122,1,44,41,29,19,122,1,46,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0758",2001,1,"HILTON CREEK",07/02/2001,"1","SAMPLEABLE","WADEABLE","Y",37.550000,-118.759722,37.553611,-118.757222,37,33,0,118,45,35,37,33,13,118,45,26,"3D","N","VERIFIED","Y","N","N","N","Y"," ",4,80,80,160," ","CA", ,  
"WCAP99-0759",2001,1,"PIUTE CREEK",09/13/2001,"1","SAMPLEABLE","WADEABLE","Y",40.433611,-120.724444,40.433056,-120.724444,40,26,1,120,43,28,40,25,59,120,43,28,"3D","Y","VERIFIED","Y","N","N","Y","N"," ",2,75,75,150," ","CA", ,  
"WCAP99-0760",2001,1,"SOPIAGO CREEK",08/09/2001,"2","SAMPLEABLE","WADEABLE","Y",38.577222,-120.543889,38.578611,-120.544722,38,34,38,120,32,38,38,34,43,120,32,41,"3D","Y","VERIFIED","Y","Y","N","Y","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0761",2001,1,"BUCKHORN CREEK",10/02/2001,"1","SAMPLEABLE","WADEABLE","Y",41.663333,-123.276667,41.663056,-123.279167,41,39,48,123,16,36,41,39,47,123,16,45,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",1,75,75,150," ","CA", ,  
"WCAP99-0764",2002,1,"TULE RIVER",06/20/2002,"2","SAMPLEABLE","WADEABLE","Y",36.053889,-118.993611,36.054167,-118.993611,36,3,14,118,59,37,36,3,15,118,59,37,"3D","Y","VERIFIED","Y","Y","N","N","N"," ",11,220,220,440," ","CA", ,  
"WCAP99-0767",2001,1,"NORTH FORK STONY CREEK",10/10/2001,"1","SAMPLEABLE","WADEABLE","Y",39.442222,-122.636111,39.444167,-122.635000,39,26,32,122,38,10,39,26,39,122,38,6,"3D","Y","VERIFIED","Y","Y","Y","Y","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0768",2001,1,"BROWNS CREEK",07/25/2001,"2","SAMPLEABLE","WADEABLE","Y",40.625556,-122.956111,40.625556,-122.955000,40,37,32,122,57,22,40,37,32,122,57,18,"3D","Y","VERIFIED","Y","N","Y","Y","Y"," ",4,80,80,160," ","CA", ,  
"WCAP99-0777",2001,1,"WEST FORK SAN GABRIEL RIVER",06/20/2001,"1","SAMPLEABLE","WADEABLE","Y",34.254722,-118.085000,34.253611,-118.082500,34,15,17,118,5,6,34,15,13,118,4,57,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",1,75,75,150," ","CA", ,  
"WCAP99-0779",2001,1,"COCHE CREEK",07/11/2001,"1","SAMPLEABLE","WADEABLE","Y",34.669444,-119.753889,34.669722,-119.757222,34,40,10,119,45,14,34,40,11,119,45,20,"3D","Y","VERIFIED","Y","N","Y","N","Y"," ",2,75,75,150," ","CA", ,  
"WCAP99-0780",2001,1,"COLD STREAM",05/15/2001,"1","SAMPLEABLE","INTWADE","Y",32.929722,-116.558889,32.930000,-116.559722,32,55,47,116,33,32,32,55,48,116,33,35,"3D","Y","VERIFIED","Y","N","Y","Y","Y"," ",1,75,75,150," ","CA", ,  
"WCAP99-0785",2001,1,"UNNAMED CREEK",05/24/2001,"1","SAMPLEABLE","WADEABLE","Y",34.674722,-120.514167,34.675000,-120.515278,34,40,29,120,30,51,34,40,30,120,30,55,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0787",2001,1,"EAST FORK BARTON CREEK",06/27/2001,"1","SAMPLEABLE","PARBYWADE","Y",34.145833,-116.878611,34.148056,-116.881389,34,8,45,116,52,43,34,8,53,116,52,53,"3D","Y","VERIFIED","Y","Y","N","N","Y"," ",2,68,68,136," ","CA", ,  
"WCAP99-0794",2001,1,"HERKEY CREEK",05/10/2001,"1","SAMPLEABLE","WADEABLE","Y",33.729444,-116.673333,33.728611,-116.673889,33,43,46,116,40,24,33,43,43,116,40,26,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",2,75,75,150," ","CA", ,  
"WCAP99-0795",2001,1,"PIRU CREEK",06/06/2001,"1","SAMPLEABLE","WADEABLE","Y",34.640833,-119.080833,34.640000,-119.078889,34,38,27,119,4,51,34,38,24,119,4,44,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",5,100,100,200," ","CA", ,  
"WCAP99-0796",2001,1,"SANTA CRUZ CREEK",07/10/2001,"1","SAMPLEABLE","WADEABLE","Y",34.683333,-119.798611,34.684722,-119.795833,34,41,0,119,47,55,34,41,5,119,47,45,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",2,75,75,150," ","CA", ,  
"WCAP99-0798",2001,1,"WEST FORK SAN LUIS REY",05/17/2001,"1","SAMPLEABLE","WADEABLE","Y",33.336667,-116.828611,33.334722,-116.826111,33,20,12,116,49,43,33,20,5,116,49,34,"3D","Y","VERIFIED","Y","Y","N","N","Y"," ",2,75,75,150," ","CA", ,  
"WCAP99-0803",2001,1,"COYOTE CREEK",06/12/2001,"1","SAMPLEABLE","WADEABLE","Y",34.421667,-119.380556,34.421667,-119.378056,34,25,18,119,22,50,34,25,18,119,22,41,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0806",2001,1,"PLUNGE CREEK",06/20/2001,"2","SAMPLEABLE","WADEABLE","Y",34.149444,-117.133056,34.152222,-117.135000,34,8,58,117,7,59,34,9,8,117,8,6,"3D","Y","VERIFIED","Y","N","N","N","N"," ",2,75,75,150," ","CA", ,  
"WCAP99-0809",2001,1,"HOWARD CREEK",06/05/2001,"1","SAMPLEABLE","WADEABLE","Y",34.551389,-119.208056,34.551111,-119.208611,34,33,5,119,12,29,34,33,4,119,12,31,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0810",2001,1,"HOIL CREEK",07/26/2001,"2","SAMPLEABLE","WADEABLE","Y",38.875278,-122.881667,38.875000,-122.881944,38,52,31,122,52,54,38,52,30,122,52,55,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",2,75,75,150," ","CA", ,  
"WCAP99-0811",2001,1,"COPPER CREEK",07/31/2001,"1","SAMPLEABLE","WADEABLE","Y",41.572222,-123.640556,41.571667,-123.641667,41,34,20,123,38,26,41,34,18,123,38,30,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",4,80,80,160," ","CA", ,  
"WCAP99-0812",2001,1,"WEAVER CREEK",07/12/2001,"2","SAMPLEABLE","WADEABLE","Y",40.688611,-122.932222,40.687778,-122.931944,40,41,19,122,55,56,40,41,16,122,55,55,"3D","Y","VERIFIED","Y","Y","N","N","Y"," ",7,140,140,280," ","CA", ,  
"WCAP99-0816",2001,1,"EEL RIVER",08/14/2001,"1","SAMPLEABLE","INTWADE","Y",39.587778,-122.916389,39.588611,-122.917222,39,35,16,122,54,59,39,35,19,122,55,2,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0824",2001,1,"MUMBO CREEK",07/24/2001,"1","SAMPLEABLE","WADEABLE","Y",41.196944,-122.529722,41.197500,-122.530278,41,11,49,122,31,47,41,11,51,122,31,49,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",4,80,80,160," ","CA", ,  
"WCAP99-0825",2001,1,"VAN DUZEN RIVER",07/10/2001,"1","SAMPLEABLE","WADEABLE","Y",40.490278,-123.612778,40.488333,-123.613056,40,29,25,123,36,46,40,29,18,123,36,47,"3D","Y","VERIFIED","Y","Y","N","N","Y"," ",10,200,200,400," ","CA", ,  
"WCAP99-0831",2001,1,"CORRAL CREEK",07/11/2001,"2","SAMPLEABLE","WADEABLE","Y",40.697778,-123.364444,40.700556,-123.363056,40,41,52,123,21,52,40,42,2,123,21,47,"3D","Y","VERIFIED","Y","Y","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0832",2001,1,"MUD CREEK",07/24/2001,"2","SAMPLEABLE","WADEABLE","Y",39.650000,-123.607778,39.648611,-123.610556,39,39,0,123,36,28,39,38,55,123,36,38,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0833",2001,1,"SHOVEL CREEK",08/15/2001,"1","SAMPLEABLE","INTWADE","Y",41.861667,-122.207500,41.864167,-122.205278,41,51,42,122,12,27,41,51,51,122,12,19,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",1,75,75,150," ","CA", ,  
"WCAP99-0835",2001,1,"NOLAN CREEK",09/19/2001,"1","SAMPLEABLE","WADEABLE","Y",38.366944,-122.956111,38.367500,-122.956944,38,22,1,122,57,22,38,22,3,122,57,25,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",1,75,75,150," ","CA", ,  
"WCAP99-0837",2002,1,"MIDDLE FORK EEL RIVER",07/09/2002,"2","SAMPLEABLE","WADEABLE","Y",39.869167,-123.051111,39.871389,-123.050833,39,52,9,123,3,4,39,52,17,123,3,3,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",8,160,160,320," ","CA", ,  
"WCAP99-0838",2001,1,"LITTLE FRESH WATER CREEK",08/08/2001,"1","SAMPLEABLE","WADEABLE","Y",40.728611,-124.060278,40.729722,-124.062778,40,43,43,124,3,37,40,43,47,124,3,46,"3D","Y","VERIFIED","Y","N","N","N","N"," ",3,75,75,150," ","CA", ,  
"WCAP99-0843",2001,1,"BROWNS CREEK",10/03/2001,"1","SAMPLEABLE","WADEABLE","Y",40.445833,-122.946389,40.445278,-122.948333,40,26,45,122,56,47,40,26,43,122,56,54,"3D","Y","VERIFIED","Y","N","Y","Y","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0844",2002,1,"SQUAW CREEK",08/08/2002,"2","SAMPLEABLE","WADEABLE","Y",40.316667,-123.997500,40.319444,-123.983333,40,19,0,123,59,51,40,19,10,123,59,0,"3D","N","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0845",2001,1,"GROUSE CREEK",09/26/2001,"1","SAMPLEABLE","WADEABLE","Y",42.003056,-122.763056,42.002222,-122.765278,42,0,11,122,45,47,42,0,8,122,45,55,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0857",2003,1,"SEIAD CREEK",08/26/2003,"1","SAMPLEABLE","WADEABLE","Y",41.844722,-123.193056,41.843333,-123.195000,41,50,41,123,11,35,41,50,36,123,11,42,"3D","Y","VERIFIED","Y","Y","Y","Y","N"," ",4,80,80,160," ","CA", ,  
"WCAP99-0860",2001,1,"LONG VALLEY CREEK",07/03/2001,"1","SAMPLEABLE","WADEABLE","Y",38.310833,-119.342778,38.311944,-119.340278,38,18,39,119,20,34,38,18,43,119,20,25,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0862",2001,1,"SOUTH FORK SLATE CREEK",08/23/2001,"1","SAMPLEABLE","WADEABLE","Y",40.980556,-122.507222,40.980556,-122.505556,40,58,50,122,30,26,40,58,50,122,30,20,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0864",2001,1,"ANDREAS CREEK",05/08/2001,"1","SAMPLEABLE","WADEABLE","Y",33.760556,-116.548889,33.760833,-116.549444,33,45,38,116,32,56,33,45,39,116,32,58,"3D","Y","VERIFIED","Y","Y","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0867",2003,1,"LAFAYETTE CREEK",07/16/2003,"1","SAMPLEABLE","WADEABLE","Y",37.892778,-122.103889,37.891389,-122.101944,37,53,34,122,6,14,37,53,29,122,6,7,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0883",2001,1,"LITTLE ARTHUR CREEK",06/28/2001,"1","SAMPLEABLE","WADEABLE","Y",37.044444,-121.728611,37.045278,-121.727222,37,2,40,121,43,43,37,2,43,121,43,38,"3D","Y","VERIFIED","Y","N","N","N","N"," ",3,75,75,150," ","CA", ,  
"WCAP99-0885",2003,1,"ONEIL CREEK",07/15/2003,"1","SAMPLEABLE","WADEABLE","Y",38.220000,-120.469722,38.221111,-120.469722,38,13,12,120,28,11,38,13,16,120,28,11,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0888",2001,1,"DE LUZ CREEK TRIB.",06/19/2001,"1","SAMPLEABLE","WADEABLE","Y",33.454167,-117.301667,33.454167,-117.304167,33,27,15,117,18,6,33,27,15,117,18,15,"3D","Y","VERIFIED","Y","N","N","N","N"," ",2,75,75,150," ","CA", ,  
"WCAP99-0891",2001,1,"PIRU CREEK",06/14/2001,"1","SAMPLEABLE","WADEABLE","Y",34.659167,-119.142500,34.658611,-119.141389,34,39,33,119,8,33,34,39,31,119,8,29,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0895",2001,1,"BEAR CREEK",06/28/2001,"1","SAMPLEABLE","WADEABLE","Y",34.186944,-117.007500,34.185278,-117.008333,34,11,13,117,0,27,34,11,7,117,0,30,"3D","Y","VERIFIED","Y","Y","N","Y","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0896",2001,1,"BIG TUJUNGA CANYON",06/19/2001,"1","SAMPLEABLE","WADEABLE","Y",34.287500,-118.230000,34.290278,-118.232778,34,17,15,118,13,48,34,17,25,118,13,58,"3D","Y","VERIFIED","Y","Y","N","N","Y"," ",4,80,80,160," ","CA", ,  
"WCAP99-0898",2001,1,"NOJOQUI CREEK",05/23/2001,"1","SAMPLEABLE","WADEABLE","Y",34.593889,-120.193611,34.591667,-120.195000,34,35,38,120,11,37,34,35,30,120,11,42,"3D","Y","VERIFIED","Y","Y","N","N","Y"," ",4,80,80,160," ","CA", ,  
"WCAP99-0899",2001,1,"SHUMAN CREEK",06/26/2001,"2","SAMPLEABLE","WADEABLE","Y",34.829444,-120.549167,34.829444,-120.548333,34,49,46,120,32,57,34,49,46,120,32,54,"3D","Y","VERIFIED","Y","N","N","N","N"," ",2,75,75,150," ","CA", ,  
"WCAP99-0900",2002,1,"WEST FORK SAN LUIS REY",05/22/2002,"1","SAMPLEABLE","WADEABLE","Y",33.330556,-116.815000,33.330833,-116.816667,33,19,50,116,48,54,33,19,51,116,49,0,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0905",2001,1,"SESPE CREEK",06/27/2001,"2","SAMPLEABLE","WADEABLE","Y",34.557222,-119.248889,34.558056,-119.247222,34,33,26,119,14,56,34,33,29,119,14,50,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",4,80,80,160," ","CA", ,  
"WCAP99-0984",2002,1,"SMITH CREEK",06/19/2002,"1","SAMPLEABLE","WADEABLE","Y",37.328889,-121.673889,37.326111,-121.671944,37,19,44,121,40,26,37,19,34,121,40,19,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",4,80,80,160," ","CA", ,  
"WCAP99-0988",2002,1,"OLD COW CREEK",08/28/2002,"1","SAMPLEABLE","WADEABLE","Y",40.675833,-121.728056,40.675278,-121.728056,40,40,33,121,43,41,40,40,31,121,43,41,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-0989",2002,1,"SANTA ANA RIVER",06/18/2002,"2","SAMPLEABLE","WADEABLE","Y",33.918889,-117.607778,33.916944,-117.605556,33,55,8,117,36,28,33,55,1,117,36,20,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",16,320,320,640," ","CA", ,  
"WCAP99-0991",2002,1,"WEST FORK CARSON RIVER",06/26/2002,"1","SAMPLEABLE","WADEABLE","Y",38.732222,-119.928333,38.732500,-119.929722,38,43,56,119,55,42,38,43,57,119,55,47,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",6,120,120,240," ","CA", ,  
"WCAP99-1000",2002,1,"YREKA CREEK",07/17/2002,"1","SAMPLEABLE","WADEABLE","Y",41.747222,-122.626389,41.746667,-122.626667,41,44,50,122,37,35,41,44,48,122,37,36,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-1002",2002,1,"MONACHE CREEK",06/25/2002,"1","SAMPLEABLE","WADEABLE","Y",36.227778,-118.161944,36.226944,-118.163611,36,13,40,118,9,43,36,13,37,118,9,49,"3D","Y","VERIFIED","Y","N","N","Y","N"," ",1,75,75,150," ","CA", ,  
"WCAP99-1005",2002,1,"LITTLE PINE CREEK",08/21/2002,"2","SAMPLEABLE","WADEABLE","Y",41.117778,-123.815278,41.117778,-123.816111,41,7,4,123,48,55,41,7,4,123,48,58,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-1008",2002,1,"BARTON CREEK",06/06/2002,"1","SAMPLEABLE","WADEABLE","Y",34.181389,-116.911944,34.179722,-116.910833,34,10,53,116,54,43,34,10,47,116,54,39,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",2,75,75,150," ","CA", ,  
"WCAP99-1013",2002,1,"MILL CREEK",05/15/2002,"1","SAMPLEABLE","WADEABLE","Y",34.100833,-117.010556,34.100833,-117.008889,34,6,3,117,0,38,34,6,3,117,0,32,"3D","Y","VERIFIED","Y","Y","Y","Y","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-1014",2002,1,"VIEJAS CREEK",04/23/2002,"1","SAMPLEABLE","WADEABLE","Y",32.832222,-116.726389,32.833056,-116.724167,32,49,56,116,43,35,32,49,59,116,43,27,"3D","Y","VERIFIED","Y","Y","N","N","N"," ",2,75,75,150," ","CA", ,  
"WCAP99-1018",2002,1,"SANTA YSABEL CREEK",04/25/2002,"1","SAMPLEABLE","WADEABLE","Y",33.124167,-116.681667,33.125833,-116.680278,33,7,27,116,40,54,33,7,33,116,40,49,"3D","Y","VERIFIED","Y","Y","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-1020",2002,1,"MIDDLE FORK LYTLE CREEK",06/19/2002,"2","SAMPLEABLE","WADEABLE","Y",34.252500,-117.531667,34.250278,-117.530833,34,15,9,117,31,54,34,15,1,117,31,51,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",2,75,75,150," ","CA", ,  
"WCAP99-1021",2002,1,"ELIZABETH CANYON",05/01/2002,"1","SAMPLEABLE","WADEABLE","Y",34.631944,-118.529722,34.631389,-118.531111,34,37,55,118,31,47,34,37,53,118,31,52,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",2,75,75,150," ","CA", ,  
"WCAP99-1027",2002,1,"LOCKWOOD CREEK",05/02/2002,"1","SAMPLEABLE","WADEABLE","Y",34.726389,-119.028333,34.728333,-119.030278,34,43,35,119,1,42,34,43,42,119,1,49,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-1028",2002,1,"SISQUOC RIVER",05/29/2002,"1","SAMPLEABLE","WADEABLE","Y",34.747222,-119.715556,34.746389,-119.713333,34,44,50,119,42,56,34,44,47,119,42,48,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-1032",2002,1,"TRIB TO SANTA ANA RIVER",06/04/2002,"1","SAMPLEABLE","WADEABLE","Y",33.961667,-117.500278,33.963056,-117.500833,33,57,42,117,30,1,33,57,47,117,30,3,"3D","Y","VERIFIED","Y","N","N","N","N"," ",3,75,75,150," ","CA", ,  
"WCAP99-1035",2002,1,"SISQUOC RIVER",05/30/2002,"1","SAMPLEABLE","WADEABLE","Y",34.732778,-119.676389,34.733889,-119.678611,34,43,58,119,40,35,34,44,2,119,40,43,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-1039",2002,1,"REVOLON SLOUGH",05/07/2002,"1","SAMPLEABLE","WADEABLE","Y",34.147222,-119.086944,34.147778,-119.087500,34,8,50,119,5,13,34,8,52,119,5,15,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",10,200,200,400," ","CA", ,  
"WCAP99-1043",2002,1,"CITY CREEK",06/11/2002,"2","SAMPLEABLE","WADEABLE","Y",34.172778,-117.180556,34.173611,-117.180556,34,10,22,117,10,50,34,10,25,117,10,50,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-1046",2002,1,"KELLY CREEK",06/12/2002,"1","SAMPLEABLE","WADEABLE","Y",34.536389,-119.836111,34.533889,-119.834444,34,32,11,119,50,10,34,32,2,119,50,4,"3D","Y","VERIFIED","Y","Y","Y","Y","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-1048",2002,1,"MARK WEST CREEK",08/08/2002,"1","SAMPLEABLE","WADEABLE","Y",38.504167,-122.786944,38.504722,-122.787222,38,30,15,122,47,13,38,30,17,122,47,14,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-1050",2002,1,"COLD CREEK",06/25/2002,"2","SAMPLEABLE","WADEABLE","Y",39.711944,-122.840833,39.710833,-122.838333,39,42,43,122,50,27,39,42,39,122,50,18,"3D","Y","VERIFIED","Y","N","N","Y","N"," ",4,80,80,160," ","CA", ,  
"WCAP99-1051",2002,1,"NORTH FORK MILL CREEK",07/16/2002,"2","SAMPLEABLE","WADEABLE","Y",40.931389,-124.079444,40.932222,-124.082222,40,55,53,124,4,46,40,55,56,124,4,56,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-1055",2002,1,"BEAR CREEK",07/11/2002,"1","SAMPLEABLE","WADEABLE","Y",40.903333,-123.013611,40.900833,-123.016111,40,54,12,123,0,49,40,54,3,123,0,58,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CA", ,  
