"SITE_ID","YEAR","VISIT_NO","FLOWTYPE","DATE_COL","TEAM_ID","EPIF_SUB","POOL_SUB","POOL_VAR","SEDI_DEP","CHAN_FLS","CHAN_ALT","CHAN_SIN","BANK_STL","BANK_STR","VEG_PROL","VEG_PROR","RIPA_VL","RIPA_VR","EMBEDDED","VELOCITY","FRQ_RIFF","FORMTYPE","SAMPTYPE","TRANSECT","RH_SUM","RH_XHAB" 
"OWW04440-0211",2004,1,"G/P",06/24/2004,"4",10,15,17,13,17,13,8,5, ,7,8,8,6, , , ,"P"," "," ",127,10.583333333 
"OWW04440-0212",2004,1,"G/P",08/25/2004,"1",14,9,5,13,18,19,12,8,9,7,9,4,9,18,14,14,"P"," "," ",182,11.375 
"OWW04440-0212",2004,1,"R/R",08/25/2004,"1",14, , ,13,18,19, ,8,9,7,9,4,9,18,14,14,"R"," "," ",156,12 
"OWW04440-0218",2004,1,"R/R",08/16/2004,"3",16, , ,18,17,19, ,9,9,8,8,5,5,16,18,15,"R"," "," ",163,12.538461538 
"OWW04440-0219",2004,1,"G/P",06/22/2004,"2",5,6,2,5,18,7,6,7,7,7,7,3,3, , , ,"P"," "," ",83,6.3846153846 
"OWW04440-0221",2004,1,"G/P",07/08/2004,"1",13,10,6,16,16,20,18,7,7,8,7,10,9, , , ,"P"," "," ",147,11.307692308 
"OWW04440-0224",2004,1,"R/R",09/09/2004,"3",5, , ,5,15,5, ,7,2,6,2,5,0,5,12,6,"R"," "," ",75,5.7692307692 
"OWW04440-0226",2004,1,"R/R",09/29/2004,"2",16, , ,13,20,20, ,7,7,7,7,10,10,13,14,10,"R"," "," ",154,11.846153846 
"OWW04440-0231",2004,1,"R/R",07/20/2004,"4",15, , ,12,15,20, ,8,8,9,9,10,10,16,14,13,"R"," "," ",159,12.230769231 
"OWW04440-0233",2004,1,"G/P",06/19/2004,"3",12,14,14,8,15,17,15,5,5,6,6,10,8, , , ,"P"," "," ",135,10.384615385 
"OWW04440-0234",2004,1,"R/R",08/09/2004,"2",18, , ,11,15,19, ,9,10,10,10,9,10,13,16,19,"R"," "," ",169,13 
"OWW04440-0238",2004,1,"R/R",10/29/2004,"7",7, , ,8,20,13, ,8,7,9,3,9,2,2,14,8,"R"," "," ",110,8.4615384615 
"OWW04440-0240",2004,1,"G/P",10/06/2004,"2",16,7,15,8,13,13,10,4,4,5,3,6,3, , , ,"P"," "," ",107,8.2307692308 
"OWW04440-0242",2004,1,"G/P",08/20/2004,"2",12,11,9,17,18,14,8,2,2,3,3,2,2, , , ,"P"," "," ",103,7.9230769231 
"OWW04440-0243",2004,1,"G/P",08/18/2004,"11",18,16,9,16,15,13,7,7,8,6,6,6,5, , , ,"P"," "," ",132,10.153846154 
"OWW04440-0248",2004,1,"G/P",09/21/2004,"2",14,15,18,9,9,18,19,9,9,9,8,9,7, , , ,"P"," "," ",153,11.769230769 
"OWW04440-0250",2004,1,"R/R",07/22/2004,"2",14, , ,6,16,12, ,3,2,4,4,5,5,10,14,15,"R"," "," ",110,8.4615384615 
"OWW04440-0252",2004,1,"R/R",07/12/2004,"2",15, , ,9,13,15, ,7,8,7,8,8,5,16,12,11,"R"," "," ",134,10.307692308 
"OWW04440-0255",2004,1,"R/R",07/31/2004,"2",18, , ,16,20,15, ,10,10,9,9,10,8,14,15,18,"R"," "," ",172,13.230769231 
"OWW04440-0256",2004,1,"G/P",09/10/2004,"16",11,11,10,9,15,18,13,5,5,5,5,9,9, , , ,"P"," "," ",125,9.6153846154 
"OWW04440-0257",2004,1,"G/P",06/20/2004,"2",18,15,10,16,20,20,20,8,10,8,10,9,9, , , ,"P"," "," ",173,13.307692308 
"OWW04440-0258",2004,1,"G/P",07/02/2004,"2",20,15,13,20,20,20,8,10,10,10,10,10,10,2,2,1,"P"," "," ",181,11.3125 
"OWW04440-0258",2004,1,"R/R",07/02/2004,"2",18, , ,18,20,20, ,10,10,10,10,10,10,2,2,1,"R"," "," ",141,10.846153846 
"OWW04440-0262",2004,1,"R/R",08/14/2004,"3",13, , ,15,15,15, ,6,6,7,6,5,5,15,19,12,"R"," "," ",139,10.692307692 
"OWW04440-0263",2004,1,"R/R",09/14/2004,"5",13, , ,6,20,20, ,8,9,6,6,0,0,6,20,16,"R"," "," ",130,10 
"OWW04440-0266",2004,1,"R/R",08/23/2004,"20",16, , ,11,13,17, ,8,6,9,9,10,10,17,16,18,"R"," "," ",160,12.307692308 
"OWW04440-0267",2004,1,"G/P",08/09/2004,"11",8,7,16,10,19,20,15,5,3,2,1,9,9, , , ,"P"," "," ",124,9.5384615385 
"OWW04440-0271",2004,1,"G/P",09/16/2004,"20",4,6,10,16,18,2,1,9,9,8,8,9,9, , , ,"P"," "," ",109,8.3846153846 
"OWW04440-0274",2004,1,"R/R",10/06/2004,"2",15, , ,14,20,15, ,10,9,10,9,9,9,8,15,16,"R"," "," ",159,12.230769231 
"OWW04440-0275",2004,1,"G/P",07/15/2004,"2",8,9,3,2,7,9,2,8,8,7,7,2,3, , , ,"P"," "," ",75,5.7692307692 
"OWW04440-0277",2004,1,"R/R",08/04/2004,"6",9, , ,13,9,20, ,2,7,1,8,10,10,18,13,8,"R"," "," ",128,9.8461538462 
"OWW04440-0282",2004,1,"G/P",09/15/2004,"16",16,18,18,14,10,17,8,8,8,6,6,4,9,15,14,13,"P"," "," ",184,11.5 
"OWW04440-0282",2004,1,"R/R",09/15/2004,"16",15, , ,14,10,17, ,8,8,6,6,4,9,15,14,13,"R"," "," ",139,10.692307692 
"OWW04440-0283",2004,1,"G/P",09/20/2004,"5",6,6,11,2,20,20,20,10,10,8,8,10,10, , , ,"P"," "," ",141,10.846153846 
"OWW04440-0286",2004,1,"R/R",06/30/2004,"2",10, , ,5,10,16, ,7,5,8,7,6,6,15,14,10,"R"," "," ",119,9.1538461538 
"OWW04440-0291",2004,1,"G/P",09/29/2004,"1",18,13,10,10,17,15,18,9,9,10,10,9,10, , , ,"P"," "," ",158,12.153846154 
"OWW04440-0292",2004,1,"R/R",10/11/2004,"7",14, , ,12,18,14, ,5,8,4,10,3,10,5,18,13,"R"," "," ",134,10.307692308 
"OWW04440-0293",2004,1,"G/P",07/19/2004,"4",4,6,9,8,20,10,10,5,5,5,5,5,5,1,3,8,"P"," "," ",109,6.8125 
"OWW04440-0293",2004,1,"R/R",07/19/2004,"4",2, , ,11,20,9, ,2,3,9,9,10,10,1,3,8,"R"," "," ",97,7.4615384615 
"OWW04440-0294",2004,1,"R/R",08/31/2004,"20",15, , ,6,10,16, ,2,2,4,4,9,9,9,17,18,"R"," "," ",121,9.3076923077 
"OWW04440-0295",2004,1,"R/R",08/15/2004,"2",11, , ,15,19,17, ,5,5,9,9,10,10,13,20,11,"R"," "," ",154,11.846153846 
"OWW04440-0296",2004,1,"G/P",08/10/2004,"11",15,18,9,16,7,15,3,9,8,7,8,9,1, , , ,"P"," "," ",125,9.6153846154 
"OWW04440-0298",2004,1,"R/R",08/25/2004,"2",18, , ,16,19,20, ,8,9,8,8,7,8,20,19,18,"R"," "," ",178,13.692307692 
"OWW04440-0305",2004,1,"G/P",06/24/2004,"3",7,7,6,8,16,2,6,4,4,6,6,1,1, , , ,"P"," "," ",74,5.6923076923 
"OWW04440-0311",2004,1,"R/R",09/15/2004,"2",20, , ,17,20,19, ,10,10,10,9,10,9,15,16,5,"R"," "," ",170,13.076923077 
"OWW04440-0312",2004,1,"G/P",07/12/2004,"2",1,11,7,3,14,15,15,0,1,2,4,1,2, , , ,"P"," "," ",76,5.8461538462 
"OWW04440-0313",2004,1,"G/P",06/25/2004,"4",6,7,7,8,13,16,11,5,7,7,7,7,8, , , ,"P"," "," ",109,8.3846153846 
"OWW04440-0319",2004,1,"G/P",07/23/2004,"2",12,13,7,16,2,16,8,9,9,7,7,3,3,6,3,3,"P"," "," ",124,7.75 
"OWW04440-0319",2004,1,"R/R",07/23/2004,"2",8, , ,11,2,16, ,9,9,7,7,3,3,6,3,3,"R"," "," ",87,6.6923076923 
"OWW04440-0320",2004,1,"G/P",09/11/2004,"16",14,14,16,14,13,16,11,7,7,7,7,9,5,14,14,12,"P"," "," ",180,11.25 
"OWW04440-0320",2004,1,"R/R",09/11/2004,"16",14, , ,11,13,16, ,7,7,7,7,9,5,14,14,12,"R"," "," ",136,10.461538462 
"OWW04440-0323",2004,1,"G/P",08/05/2004,"8",12,9,9,8,9,15,10,4,7,2,6,3,8, , , ,"P"," "," ",102,7.8461538462 
"OWW04440-0324",2004,1,"R/R",09/01/2004,"1",15, , ,13,13,20, ,7,9,6,10,3,10,16,18,19,"R"," "," ",159,12.230769231 
"OWW04440-0325",2004,1,"G/P",08/09/2004,"8",17,15,17,15,17,19,11,9,8,9,6,10,10, , , ,"P"," "," ",163,12.538461538 
"OWW04440-0326",2004,1,"R/R",08/31/2004,"20",10, , ,8,14,12, ,4,8,5,5,5,6,7,12,16,"R"," "," ",112,8.6153846154 
"OWW04440-0327",2004,1,"G/P",08/21/2004,"2",10,15,6,8,10,8,3,4,4,5,5,4,5, , , ,"P"," "," ",87,6.6923076923 
"OWW04440-0328",2004,1,"G/P",09/14/2004,"2",9,17,8,8,13,14,7,2,2,4,7,4,10, , , ,"P"," "," ",105,8.0769230769 
"OWW04440-0330",2004,1,"R/R",08/15/2004,"2",16, , ,17,19,14, ,9,9,8,8,6,5,19,17,18,"R"," "," ",165,12.692307692 
"OWW04440-0333",2004,1,"R/R",10/04/2004,"1",17, , ,17,19,19, ,10,10,8,8,8,8,17,16,16,"R"," "," ",173,13.307692308 
"OWW04440-0334",2004,1,"G/P",09/28/2004,"7",6,6,11,8,11,11,2,6,6,4,4,2,2, , , ,"P"," "," ",79,6.0769230769 
"OWW04440-0336",2004,1,"R/R",07/07/2004,"1",11, , ,9,19,20, ,9,9,9,9,10,7,12,13,16,"R"," "," ",153,11.769230769 
"OWW04440-0337",2004,1,"G/P",08/02/2004,"9",19,19,16,15,15,19,16,9,9,9,9,8,8, , , ,"P"," "," ",171,13.153846154 
"OWW04440-0338",2004,1,"R/R",08/19/2004,"2",13, , ,8,18,15, ,9,9,10,10,8,8,7,8,3,"R"," "," ",126,9.6923076923 
"OWW04440-0340",2004,1,"R/R",08/12/2004,"1",1, , ,10,9,16, ,1,1,3,3,2,8,0,8,12,"R"," "," ",74,5.6923076923 
"OWW04440-0341",2004,1,"R/R",06/29/2004,"2",19, , ,16,17,20, ,9,9,10,10,10,10,17,14,15,"R"," "," ",176,13.538461538 
"OWW04440-0346",2004,1,"G/P",08/12/2004,"2",11,19,9,13,17,13,11,7,7,8,8,5,5, , , ,"P"," "," ",133,10.230769231 
"OWW04440-0349",2004,1,"G/P",07/28/2004,"1",14,10,18,7,17,20,15,4,4,4,4,10,10, , , ,"P"," "," ",137,10.538461538 
"OWW04440-0353",2004,1,"G/P",08/04/2004,"1",1,4,5,7,7,15,9,8,8,5,5,9,9, , , ,"P"," "," ",92,7.0769230769 
"OWW04440-0356",2004,1,"R/R",09/19/2004,"1",12, , ,10,14,14, ,6,6,3,3,1,1,11,14,13,"R"," "," ",108,8.3076923077 
"OWW04440-0358",2004,1,"R/R",08/24/2004,"20",5, , ,9,5,18, ,5,5,7,7,5,8,13,9,18,"R"," "," ",114,8.7692307692 
"OWW04440-0359",2004,1,"G/P",07/12/2004,"4",7,6,11,6,12,20,7,8,8,7,7,10,10, , , ,"P"," "," ",119,9.1538461538 
"OWW04440-0360",2004,1,"G/P",07/28/2004,"11",4,12,8,9,10,19,8,8,8,3,6,2,2, , , ,"P"," "," ",99,7.6153846154 
"OWW04440-0361",2004,1,"G/P",06/20/2004,"1",5,7,9,5,7,14,7,5,5,3,3,7,7, , , ,"P"," "," ",84,6.4615384615 
"OWW04440-0362",2004,1,"R/R",08/10/2004,"2",17, , ,16,9,13, ,7,4,8,8,9,2,18,10,19,"R"," "," ",140,10.769230769 
"OWW04440-0368",2004,1,"R/R",09/10/2004,"3",14, , ,10,16,15, ,4,3,7,7,4,4,12,17,16,"R"," "," ",129,9.9230769231 
"OWW04440-0369",2004,1,"G/P",06/22/2004,"3",6,11,11,8,14,5,5,3,5,7,8,0,4, , , ,"P"," "," ",87,6.6923076923 
"OWW04440-0373",2004,1,"G/P",07/29/2004,"1",10,10,8,7,13,15,15,5,5,4,4,10,10, , , ,"P"," "," ",116,8.9230769231 
"OWW04440-0377",2004,1,"G/P",06/24/2004,"2",12,10,10,3,9,7,10,5,6,6,6,4,4, , , ,"P"," "," ",92,7.0769230769 
"OWW04440-0378",2004,1,"G/P",09/16/2004,"16",8,12,11,6,18,12,13,9,9,8,8,8,8, , , ,"P"," "," ",130,10 
"OWW04440-0380",2004,1,"R/R",08/05/2004,"11",18, , ,15,18,14, ,8,9,8,9,5,10,17,14,18,"R"," "," ",163,12.538461538 
"OWW04440-0381",2004,1,"G/P",08/06/2004,"6",19,19,19,15,19,19,18,9,9,9,9,6,6, , , ,"P"," "," ",176,13.538461538 
"OWW04440-0382",2004,1,"G/P",09/23/2004,"1",10,11,8,8,18,13,5,4,4,4,4,5,2, , , ,"P"," "," ",96,7.3846153846 
"OWW04440-0383",2004,1,"G/P",07/26/2004,"2",2,10,11,6,18,8,8,9,9,7,7,8,4, , , ,"P"," "," ",107,8.2307692308 
"OWW04440-0384",2004,1,"R/R",08/05/2004,"1",16, , ,12,14,17, ,6,4,7,4,8,2,16,14,17,"R"," "," ",137,10.538461538 
"OWW04440-0386",2004,1,"G/P",07/20/2004,"2",5,8,2,12,14,14,9,5,5,7,7,7,7,1,7,4,"P"," "," ",114,7.125 
"OWW04440-0386",2004,1,"R/R",07/20/2004,"2",5, , ,12,14,14, ,5,5,7,7,7,7,1,7,4,"R"," "," ",95,7.3076923077 
"OWW04440-0387",2004,1,"G/P",08/04/2004,"12",2,8,8,8,13,15,12,6,5,5,5,5,5, , , ,"P"," "," ",97,7.4615384615 
"OWW04440-0389",2004,1,"G/P",06/22/2004,"4",9,11,6,9,13,19,15,8,5,10,10,10,10, , , ,"P"," "," ",135,10.384615385 
"OWW04440-0393",2004,1,"G/P",06/16/2004,"3",10,12,11,15,18,12,6,8,8,6,6,3,3, , , ,"P"," "," ",118,9.0769230769 
"OWW04440-0394",2004,1,"G/P",08/11/2004,"2",12,6,8,9,18,19,9,8,8,8,9,6,9, , , ,"P"," "," ",129,9.9230769231 
"OWW04440-0398",2004,1,"G/P",09/12/2004,"2",13,13,9,9,12,19,12,2,1,4,3,2,4, , , ,"P"," "," ",103,7.9230769231 
"OWW04440-0400",2004,1,"G/P",07/09/2004,"1",1,6,2,0,13,0,0,9,9,7,7,4,4, , , ,"P"," "," ",62,4.7692307692 
"OWW04440-0401",2004,1,"G/P",10/04/2004,"2",16,14,6,10,17,20,20,9,9,7,7,9,9, , , ,"P"," "," ",153,11.769230769 
"OWW04440-0403",2004,1,"G/P",09/20/2004,"1",8,8,8,2,18,13,6,5,5,5,5,9,9, , , ,"P"," "," ",101,7.7692307692 
"OWW04440-0405",2004,1,"G/P",07/21/2004,"8",12,7,9,10,12,20,11,7,8,2,2,9,9, , , ,"P"," "," ",118,9.0769230769 
"OWW04440-0410",2004,1,"R/R",08/10/2004,"1",16, , ,14,9,19, ,6,8,7,8,7,9,15,14,15,"R"," "," ",147,11.307692308 
"OWW04440-0416",2004,1,"R/R",07/21/2004,"2",14, , ,7,17,14, ,3,3,4,4,10,10,12,14,11,"R"," "," ",123,9.4615384615 
"OWW04440-0418",2004,1,"G/P",10/10/2004,"2",16,12,16,10,20,16,10,8,8,9,8,9,8, , , ,"P"," "," ",150,11.538461538 
"OWW04440-0419",2004,1,"G/P",08/03/2004,"11",12,11,16,12,8,19,10,7,5,8,7,6,10, , , ,"P"," "," ",131,10.076923077 
"OWW04440-0420",2004,1,"R/R",10/15/2004,"7",12, , ,14,19,7, ,9,6,3,2,3,1,12,15,7,"R"," "," ",110,8.4615384615 
"OWW04440-0423",2004,1,"G/P",08/09/2004,"4",5,4,1,2,14,20,6,4,4,5,5,4,4, , , ,"P"," "," ",78,6 
"OWW04440-0425",2004,1,"G/P",08/11/2004,"10",19,10,5,5,16,17,10,7,7,8,8,10,10, , , ,"P"," "," ",132,10.153846154 
"OWW04440-0426",2004,1,"R/R",08/12/2004,"3",10, , ,7,19,12, ,3,3,4,7,1,5,10,19,5,"R"," "," ",105,8.0769230769 
"OWW04440-0427",2004,1,"R/R",08/17/2004,"4",18, , ,14,17,20, ,8,8,9,9,8,9,18,17,18,"R"," "," ",173,13.307692308 
"OWW04440-0428",2004,1,"R/R",07/08/2004,"2",18, , ,15,18,20, ,10,10,9,9,10,10,14,17,19,"R"," "," ",179,13.769230769 
"OWW04440-0429",2004,1,"G/P",08/10/2004,"1",14,12,11,5,15,20,8,2,2,1,1,1,1, , , ,"P"," "," ",93,7.1538461538 
"OWW04440-0432",2004,1,"R/R",09/12/2004,"3",15, , ,11,16,15, ,3,3,4,4,8,5,11,17,15,"R"," "," ",127,9.7692307692 
"OWW04440-0433",2004,1,"G/P",06/28/2004,"2",17,14,15,19,20,20,7,5,5,10,10,9,9, , , ,"P"," "," ",160,12.307692308 
"OWW04440-0435",2004,1,"G/P",08/25/2004,"1",13,10,13,7,13,16,15,5,6,5,6,9,7, , , ,"P"," "," ",125,9.6153846154 
"OWW04440-0436",2004,1,"G/P",07/17/2004,"2",9,10,8,6,18,15,6,8,8,5,5,6,8, , , ,"P"," "," ",112,8.6153846154 
"OWW04440-0437",2004,1,"G/P",09/02/2004,"1",8,8,7,19,13,20,8,4,4,4,4,8,10, , , ,"P"," "," ",117,9 
"OWW04440-0439",2004,1,"G/P",09/01/2004,"20",7,7,6,12,15,17,8,3,3,9,9,10,10, , , ,"P"," "," ",116,8.9230769231 
"OWW04440-0440",2004,1,"R/R",06/30/2004,"1",7, , ,9,16,0, ,7,7,7,7,5,5,7,7,5,"R"," "," ",89,6.8461538462 
"OWW04440-0442",2004,1,"R/R",08/15/2004,"3",16, , ,14,16,16, ,7,7,8,7,4,4,16,18,15,"R"," "," ",148,11.384615385 
"OWW04440-0445",2004,1,"G/P",06/23/2004,"1",3,13,12,12,14,13,3,7,7,6,4,6,5, , , ,"P"," "," ",105,8.0769230769 
"OWW04440-0447",2004,1,"R/R",07/21/2004,"2",12, , ,9,13,19, ,8,8,9,9,10,5,9,11,12,"R"," "," ",134,10.307692308 
"OWW04440-0451",2004,1,"G/P",08/24/2004,"8",8,11,8,10,8,18,8,4,3,4,4,3,2, , , ,"P"," "," ",91,7 
"OWW04440-0453",2004,1,"G/P",06/24/2004,"2",5,13,11,5,18,3,4,9,9,3,3,0,0, , , ,"P"," "," ",83,6.3846153846 
"OWW04440-0455",2004,1,"R/R",08/17/2004,"2",18, , ,7,17,10, ,10,10,10,10,3,3,11,6,20,"R"," "," ",135,10.384615385 
"OWW04440-0456",2004,1,"G/P",08/06/2004,"11",13,16,10,14,14,17,8,5,7,5,6,6,5, , , ,"P"," "," ",126,9.6923076923 
"OWW04440-0457",2004,1,"G/P",06/17/2004,"2",18,14,14,11,13,19,20,7,4,7,6,10,10, , , ,"P"," "," ",153,11.769230769 
"OWW04440-0458",2004,1,"R/R",08/16/2004,"2",13, , ,14,18,19, ,2,2,6,6,2,5,19,19,16,"R"," "," ",141,10.846153846 
"OWW04440-0459",2004,1,"R/R",10/04/2004,"5",1, , ,5,13,20, ,2,2,6,6,10,10,3,6,15,"R"," "," ",99,7.6153846154 
"OWW04440-0464",2004,1,"G/P",07/11/2004,"2",1,6,1,0,10,15,5,1,1,4,4,3,4, , , ,"P"," "," ",55,4.2307692308 
"OWW04440-0465",2004,1,"G/P",10/01/2004,"2",5,6,7,5,14,19,9,1,1,9,9,10,10, , , ,"P"," "," ",105,8.0769230769 
"OWW04440-0466",2004,1,"R/R",08/03/2004,"1",18, , ,9,10,15, ,8,8,10,10,10,8,7,17,6,"R"," "," ",136,10.461538462 
"OWW04440-0467",2004,1,"G/P",07/20/2004,"13",12,13,18,13,16,20,10,8,8,10,10,9,10, , , ,"P"," "," ",157,12.076923077 
"OWW04440-0469",2004,1,"G/P",07/27/2004,"13",19,18,18,20,5,20,10,10,10,8,8,10,10, , , ,"P"," "," ",166,12.769230769 
"OWW04440-0471",2004,1,"R/R",06/24/2004,"1",16, , ,17,17,20, ,9,9,9,9,10,10,19,15,18,"R"," "," ",178,13.692307692 
"OWW04440-0472",2004,1,"G/P",07/14/2004,"5",11,17,6,5,20,14,3,4,4,8,8,4,4, , , ,"P"," "," ",108,8.3076923077 
"OWW04440-0473",2004,1,"G/P",07/30/2004,"1",6,6,5,5,13,18,11,3,3,5,5,4,4, , , ,"P"," "," ",88,6.7692307692 
"OWW04440-0474",2004,1,"R/R",08/19/2004,"3",15, , ,12,16,15, ,8,8,7,7,9,8,15,15,17,"R"," "," ",152,11.692307692 
"OWW04440-0475",2004,1,"R/R",08/26/2004,"2",8, , ,7,11,16, ,3,3,4,4,0,0,10,14,11,"R"," "," ",91,7 
"OWW04440-0479",2004,1,"G/P",07/27/2004,"2",2,12,11,5,18,11,4,9,9,6,6,3,6, , , ,"P"," "," ",102,7.8461538462 
"OWW04440-0480",2004,1,"G/P",09/09/2004,"16",3,7,6,6,16,13,2,5,5,6,6,3,3, , , ,"P"," "," ",81,6.2307692308 
"OWW04440-0481",2004,1,"R/R",07/28/2004,"3",14, , ,13,18,17, ,3,5,7,7,0,1,14,16,9,"R"," "," ",124,9.5384615385 
"OWW04440-0482",2004,1,"R/R",10/09/2004,"2",18, , ,9,17,16, ,5,5,6,6,5,5,9,14,16,"R"," "," ",131,10.076923077 
"OWW04440-0483",2004,1,"G/P",07/13/2004,"6",10,12,9,9,8,16,9,5,2,6,3,1,1, , , ,"P"," "," ",91,7 
"OWW04440-0485",2004,1,"G/P",06/20/2004,"2",15,10,8,11,2,20,9,7,7,8,8,8,6, , , ,"P"," "," ",119,9.1538461538 
"OWW04440-0486",2004,1,"G/P",09/07/2004,"20",7,6,15,6,18,19,8,10,10,8,8,10,10, , , ,"P"," "," ",135,10.384615385 
"OWW04440-0487",2004,1,"G/P",06/25/2004,"1",7,13,7,9,14,20,8,8,8,8,8,10,10, , , ,"P"," "," ",130,10 
"OWW04440-0488",2004,1,"G/P",06/23/2004,"2",14,9,6,10,15,14,11,7,7,6,6,2,2, , , ,"P"," "," ",109,8.3846153846 
"OWW04440-0489",2004,1,"G/P",06/17/2004,"3",6,14,10,7,14,12,8,6,5,7,8,8,8, , , ,"P"," "," ",113,8.6923076923 
"OWW04440-0493",2004,1,"G/P",06/18/2004,"1",6,8,12,15,20,19,10,6,8,8,8,10,10, , , ,"P"," "," ",140,10.769230769 
"OWW04440-0496",2004,1,"R/R",09/22/2004,"2",12, , ,5,17,20, ,6,8,7,7,4,4,12,9,6,"R"," "," ",117,9 
"OWW04440-0498",2004,1,"R/R",08/17/2004,"2",18, , ,14,18,20, ,7,8,9,10,8,10,14,19,14,"R"," "," ",169,13 
"OWW04440-0499",2004,1,"G/P",08/16/2004,"11",15,18,8,9,8,17,7,9,9,8,8,9,9, , , ,"P"," "," ",134,10.307692308 
"OWW04440-0502",2004,1,"R/R",07/27/2004,"1",6, , ,4,19,16, ,3,2,5,5,1,1,4,11,0,"R"," "," ",77,5.9230769231 
"OWW04440-0504",2004,1,"G/P",09/20/2004,"2",8,7,12,6,12,17,15,8,8,9,10,9,10, , , ,"P"," "," ",131,10.076923077 
"OWW04440-0506",2004,1,"G/P",09/14/2004,"16",9,11,11,8,18,16,9,3,3,4,4,2,2, , , ,"P"," "," ",100,7.6923076923 
"OWW04440-0507",2004,1,"G/P",09/11/2004,"5",2,11,12,3,20,18,17,7,7,8,8,5,8, , , ,"P"," "," ",126,9.6923076923 
"OWW04440-0511",2004,1,"R/R",08/18/2004,"2",16, , ,16,19,20, ,10,10,9,9,5,5,19,15,20,"R"," "," ",173,13.307692308 
"OWW04440-0513",2004,1,"R/R",07/17/2004,"6",12, , ,16,14,20, ,6,6,10,10,5,4,5,8,4,"R"," "," ",120,9.2307692308 
"OWW04440-0514",2004,1,"R/R",07/29/2004,"2",19, , ,20,19,20, ,9,9,9,9,10,10,19,15,19,"R"," "," ",187,14.384615385 
"OWW04440-0515",2004,1,"G/P",09/07/2004,"13",8,8,2,6,16,15,6,9,7,3,3,5,5, , , ,"P"," "," ",93,7.1538461538 
"OWW04440-0516",2004,1,"R/R",07/29/2004,"7",5, , ,5,17,20, ,2,2,4,4,3,3,4,15,4,"R"," "," ",88,6.7692307692 
"OWW04440-0518",2004,1,"R/R",09/01/2004,"5",11, , ,7,20,15, ,7,7,4,4,7,10,8,19,18,"R"," "," ",137,10.538461538 
"OWW04440-0526",2004,1,"R/R",08/05/2004,"2",11, , ,13,15,14, ,5,5,6,4,8,4,13,11,12,"R"," "," ",121,9.3076923077 
"OWW04440-0528",2004,1,"G/P",09/21/2004,"2",15,14,13,14,19,15,8,5,5,10,10,10,9, , , ,"P"," "," ",147,11.307692308 
"OWW04440-0529",2004,1,"R/R",07/27/2004,"1",18, , ,17,16,20, ,9,9,9,9,9,9,17,10,19,"R"," "," ",171,13.153846154 
"OWW04440-0530",2004,1,"G/P",10/07/2004,"2",16,11,13,12,20,15,15,3,2,2,2,5,5, , , ,"P"," "," ",121,9.3076923077 
"OWW04440-0531",2004,1,"G/P",10/14/2004,"6",12,6,1,15,15,19,12,5,5,5,5,3,3, , , ,"P"," "," ",106,8.1538461538 
"OWW04440-0538",2004,1,"R/R",10/15/2004,"2",13, , ,20,19,16, ,9,9,8,8,9,9,19,11,18,"R"," "," ",168,12.923076923 
"OWW04440-0542",2004,1,"R/R",10/11/2004,"1",15, , ,17,18,18, ,6,9,7,9,5,9,17,16,20,"R"," "," ",166,12.769230769 
"OWW04440-0544",2004,1,"G/P",09/09/2004,"2",13,12,14,8,15,19,14,2,2,10,10,10,10, , , ,"P"," "," ",139,10.692307692 
"OWW04440-0546",2004,1,"G/P",08/20/2004,"2",16,14,11,11,20,15,8,8,8,9,9,10,10, , , ,"P"," "," ",149,11.461538462 
"OWW04440-0548",2004,1,"R/R",07/15/2004,"1",17, , ,14,9,20, ,5,5,9,9,10,10,16,14,19,"R"," "," ",157,12.076923077 
"OWW04440-0551",2004,1,"G/P",08/10/2004,"4",11,7,13,8,16,20,8,7,7,7,7,5,5, , , ,"P"," "," ",121,9.3076923077 
"OWW04440-0552",2004,1,"R/R",07/31/2004,"2",2, , ,0,20,5, ,9,9,6,6,0,0,0,7,0,"R"," "," ",64,4.9230769231 
"OWW04440-0553",2004,1,"G/P",10/08/2004,"3",16,13,17,15,17,17,16,8,8,8,8,9,9, , , ,"P"," "," ",161,12.384615385 
"OWW04440-0554",2004,1,"R/R",08/15/2004,"2",11, , ,8,16,20, ,1,1,9,7,9,4,13,16,13,"R"," "," ",128,9.8461538462 
"OWW04440-0557",2004,1,"R/R",09/16/2004,"1",13, , ,7,18,19, ,5,3,6,5,10,10,7,19,13,"R"," "," ",135,10.384615385 
"OWW04440-0558",2004,1,"R/R",10/07/2004,"1",14, , ,13,14,18, ,5,7,6,8,7,9,12,13,12,"R"," "," ",138,10.615384615 
"OWW04440-0560",2004,1,"R/R",09/01/2004,"4",7, , ,4,11,20, ,3,3,4,4,1,1,6,8,7,"R"," "," ",79,6.0769230769 
"OWW04440-0565",2004,1,"G/P",08/25/2004,"1",8,5,13,18,17,18,10,8,9,2,8,2,8, , , ,"P"," "," ",126,9.6923076923 
"OWW04440-0567",2004,1,"R/R",08/11/2004,"4",13, , ,13,18,20, ,10,10,10,10,10,8,10,19,12,"R"," "," ",163,12.538461538 
"OWW04440-0568",2004,1,"G/P",07/30/2004,"5",7,6,12,6,8,14,14,5,7,7,9,6,9, , , ,"P"," "," ",110,8.4615384615 
