"SITE_ID","YEAR","VISIT_NO","DATE_COL","TEAM_ID","NINTRVL","SWIDTH","FLOW","FLOW_CFS","FLOWMETH","COMM_FLW","SAMPLED","XS_AREA" 
"NEWS04-1702",2004,1,08/17/2004," ",19,19,6.77235,239.132,"VEL_DEPTH",".","Yes",101587.3 
"NEWS04-1801",2004,1,08/19/2004," ",13,15.01,0.98652,34.834,"VEL_DEPTH",".","Yes",29356.558 
"NEWS04-1901",2004,1,09/16/2004,"1", , ,0.00035,0.012,"BUCKET",".","Yes",  
"NEWS04-1903",2004,1,09/14/2004," ",16,9,0.59885,21.145,"VEL_DEPTH",".","Yes",21008.34 
"NEWS04-2002",2004,1,09/18/2004," ",13,19,0.76586,27.043,"VEL_DEPTH",".","Yes",42227.5 
"NEWS04-2101",2004,1,09/20/2004," ",14,6.8,0.30528,10.779,"VEL_DEPTH",".","Yes",11036.808 
"NEWS04-2301",2004,1,08/16/2004," ",16,19,3.57226,126.136,"VEL_DEPTH",".","Yes",90849.45 
"NEWS04-2302",2004,1,10/07/2004," ",10,3.23,0.08115,2.866,"VEL_DEPTH",".","Yes",4143.121 
"NEWS04-2401",2004,1,08/14/2004," ",10,4.06,0.06099,2.154,"VEL_DEPTH",".","Yes",3299.968 
"NEWS04-2502",2004,1,08/12/2004," ",18,5.79,0.40234,14.206,"VEL_DEPTH",".","Yes",12647.676 
"NEWS04-2805",2004,1,08/15/2004," ",13,7.03,0.27303,9.641,"VEL_DEPTH",".","Yes",10356.596 
"NEWS04-2907",2004,1,07/21/2004," ",9,3.42,0.15123,5.34,"VEL_DEPTH",".","Yes",8339.328 
"NEWS04-3004",2004,1,08/10/2004," ",19,3.8,0.27304,9.641,"VEL_DEPTH",".","Yes",5212.08 
"NEWS04-3102",2004,1,09/23/2004,"1", ,6.6,0.9935,35.08,"ROUGH_EST",".","Yes",  
"NEWS04-3206",2004,1,07/22/2004," ",12,5,0.34276,12.103,"VEL_DEPTH",".","Yes",12636.5 
"NEWS04-3303",2004,1,08/08/2004," ",16,9.31,0.34829,12.298,"VEL_DEPTH",".","Yes",25243.5995 
"NEWS04-3406",2004,1,08/09/2004," ",7,6.08,0.05364,1.894,"VEL_DEPTH",".","Yes",21157.184 
"NEWS04-3504",2004,1,07/11/2004," ",5,2.55,0.00055,0.019,"VEL_DEPTH",".","Yes",3902.3925 
"NEWS04-3603",2004,1,07/12/2004," ",17,10.45,0.25032,8.839,"VEL_DEPTH",".","Yes",26012.14 
"NEWS04-3701",2004,1,07/17/2004,"1", ,1.5,0.03925,1.386,"ROUGH_EST",".","Yes",  
"NEWS04-3802",2004,1,07/18/2004," ",9,4.18,0.01551,0.548,"VEL_DEPTH",".","Yes",10988.802 
"NEWS04-3901",2004,1,07/08/2004," ",7,5.4,0.02062,0.728,"VEL_DEPTH",".","Yes",14264.64 
"NEWS04-4003",2004,1,07/10/2004," ",4,4.5,0.00468,0.165,"VEL_DEPTH",".","Yes",6457.95 
"NEWS04-4104",2004,1,07/13/2004," ",14,5.4,0.02854,1.008,"VEL_DEPTH",".","Yes",6172.2 
"NEWS04-4201",2004,1,07/15/2004," ",9,9.4,0.04564,1.611,"VEL_DEPTH",".","Yes",20891.5 
"OWW04440-0004",2004,1,09/16/2004," ",16,1.9,0.08761,3.094,"VEL_DEPTH",".","Yes",3571.24 
"OWW04440-0008",2004,1,08/23/2004," ",10,1.2,0.01108,0.391,"VEL_DEPTH",".","Yes",320 
"OWW04440-0010",2004,1,08/18/2004," ",20,200,1.0209,36.048,"VEL_DEPTH",".","Yes",60000 
"OWW04440-0011",2004,1,09/14/2004," ",5,1.2,0.00076,0.027,"VEL_DEPTH",".","Yes",300 
"OWW04440-0014",2004,1,07/17/2004,"3", ,2.3,0.04054,1.431,"ROUGH_EST",".","Yes",  
"OWW04440-0015",2004,1,10/19/2004," ",5,0.73152,0.00394,0.139,"VEL_DEPTH",".","Yes",92.90304 
"OWW04440-0016",2004,1,07/28/2004," ",8,2.1336,0.10117,3.572,"VEL_DEPTH",".","Yes",9156.7 
"OWW04440-0017",2004,1,07/14/2004," ",17,2.85,0.07143,2.522,"VEL_DEPTH",".","Yes",3015.0435 
"OWW04440-0019",2004,1,07/14/2004," ",18,3.9,0.23649,8.35,"VEL_DEPTH",".","Yes",5349.24 
"OWW04440-0020",2004,1,08/12/2004," ",8,1.6,0.02857,1.009,"VEL_DEPTH",".","Yes",1097.28 
"OWW04440-0021",2004,1,07/14/2004," ", , ,0,0,"VISUAL_EST","THERE IS NO MEASUREABLE FLOW. .","Yes",  
"OWW04440-0023",2004,1,07/15/2004," ", , ,0.01703,0.6047353,"QVAL",".","Yes",  
"OWW04440-0026",2004,1,08/17/2004," ", ,0,0,0,"VISUAL_EST","THERE IS NOT ENOUQH FLOW TO MEASURE ACCURATELY BY ANY METHOD. .","Yes",0 
"OWW04440-0029",2004,1,06/20/2004," ",11,7.4,0.4127,14.572,"VEL_DEPTH",".","Yes",20103.333333 
"OWW04440-0030",2004,1,09/14/2004," ",17,1.8,0.02775,0.98,"VEL_DEPTH",".","Yes",1234.44 
"OWW04440-0032",2004,1,09/09/2004,"2", ,0.8,0.00393,0.139,"ROUGH_EST",".","Yes",  
"OWW04440-0034",2004,1,10/05/2004,"2", ,3.6,0.01711,0.604,"ROUGH_EST",".","Yes",  
"OWW04440-0039",2004,1,07/19/2004," ", , ,0.06,2.1306,"QVAL",".","Yes",  
"OWW04440-0040",2004,1,07/28/2004," ",7,0.39,0.00171,0.06,"VEL_DEPTH",".","Yes",94.25 
"OWW04440-0041",2004,1,06/16/2004," ",13,2.8,0.07549,2.666,"VEL_DEPTH",".","Yes",1177.036 
"OWW04440-0043",2004,1,10/02/2004,"5", ,8.6,0.28172,9.948,"ROUGH_EST",".","Yes",  
"OWW04440-0045",2004,1,09/17/2004," ", , ,0.0101954121,0.36,"QVAL",".","Yes",  
"OWW04440-0046",2004,1,08/19/2004,"1", ,9.2,0.87311,30.83,"ROUGH_EST",".","Yes",  
"OWW04440-0048",2004,1,07/09/2004," ", , ,0.02,0.7102,"QVAL",".","Yes",  
"OWW04440-0050",2004,1,08/05/2004,"1", ,0.8,0.00214,0.076,"ROUGH_EST",".","Yes",  
"OWW04440-0051",2004,1,09/14/2004," ", , ,0,0,"VISUAL_EST","STREAM WAS NOT FLOWING. .","Yes",  
"OWW04440-0054",2004,1,07/20/2004,"1", ,1.4,0.03709,1.31,"ROUGH_EST",".","Yes",  
"OWW04440-0055",2004,1,08/15/2004," ",8,8.4,0.04504,1.59,"VEL_DEPTH",".","Yes",9814.56 
"OWW04440-0056",2004,1,07/30/2004," ", ,0,0,0,"VISUAL_EST","FLOW UNMEASUREABLE TOO LOW. .","Yes",0 
"OWW04440-0058",2004,1,08/18/2004," ",2,0,0,0,"VEL_DEPTH","CULVERT PIPE #1 DIAMETER- 1.5 FT SMOOTH STEEL CULVERT CULVERT PIPE #2 DIAMETER - 1.5FT .","Yes",0 
"OWW04440-0059",2004,1,08/25/2004," ", ,0,0,0,"VISUAL_EST","STREAM VISIBLY FLOWING BUT TOO LOW TO MEASURE BY ABOVE METHODS. .","Yes",0 
"OWW04440-0060",2004,1,07/09/2004," ",11,1.2,0.0047,0.166,"VEL_DEPTH",".","Yes",650 
"OWW04440-0061",2004,1,10/27/2004," ", ,4.75,0,0,"VISUAL_EST","NEGATIVE FLOW READING IN EDDY. .","Yes",10315.575 
"OWW04440-0063",2004,1,07/24/2004,"2", ,2,0.01286,0.454,"ROUGH_EST",".","Yes",  
"OWW04440-0064",2004,1,09/12/2004,"1", ,23,1.6445,58.067,"ROUGH_EST",".","Yes",  
"OWW04440-0066",2004,1,06/29/2004,"2", ,0.6,0.00912,0.322,"ROUGH_EST",".","Yes",  
"OWW04440-0070",2004,1,08/30/2004," ",15,3,0.01005,0.355,"VEL_DEPTH",".","Yes",1975 
"OWW04440-0071",2004,1,08/20/2004," ",16,1.43,0.01926,0.68,"VEL_DEPTH",".","Yes",601.79166667 
"OWW04440-0077",2004,1,09/13/2004," ", , ,0.0161427358,0.57,"QVAL",".","Yes",  
"OWW04440-0078",2004,1,07/01/2004," ",17,14.4,0.50448,17.813,"VEL_DEPTH",".","Yes",13320 
"OWW04440-0080",2004,1,06/29/2004," ", , ,0.02,0.7102,"QVAL",".","Yes",  
"OWW04440-0081",2004,1,07/23/2004," ",19,8,1.84986,65.319,"VEL_DEPTH",".","Yes",19151.6 
"OWW04440-0085",2004,1,06/28/2004," ", , ,0.23,8.1673,"QVAL",".","Yes",  
"OWW04440-0087",2004,1,06/23/2004," ", , ,0.02,0.7102,"QVAL",".","Yes",  
"OWW04440-0093",2004,1,07/14/2004," ",10,2.0906232,0.03164,1.117,"VEL_DEPTH",".","Yes",690.32378064 
"OWW04440-0094",2004,1,09/18/2004,"2", ,0.7,0.00697,0.246,"ROUGH_EST",".","Yes",  
"OWW04440-0096",2004,1,09/15/2004,"1", ,11.9,0.46191,16.31,"ROUGH_EST",".","Yes",  
"OWW04440-0102",2004,1,08/10/2004," ",16,9.84504,0.10374,3.663,"VEL_DEPTH",".","Yes",16754.289072 
"OWW04440-0103",2004,1,08/10/2004," ", , ,0.00302,0.1072402,"QVAL",".","Yes",  
"OWW04440-0106",2004,1,09/07/2004," ",13,6.6,0.23407,8.265,"VEL_DEPTH",".","Yes",6765 
"OWW04440-0107",2004,1,10/07/2004,"5", ,19.7,0.87039,30.733,"ROUGH_EST",".","Yes",  
"OWW04440-0108",2004,1,07/09/2004,"2", ,7,1.2475,44.049,"ROUGH_EST",".","Yes",  
"OWW04440-0112",2004,1,09/13/2004," ",20,22,5.63723,199.051,"VEL_DEPTH",".","Yes",119303.8 
"OWW04440-0114",2004,1,08/13/2004,"2", ,2.5,0,0,"VISUAL_EST","FLOAT DISTANCES WERE 224CM, 217CM, AND 234CM RESPECTIVELY. .","Yes",  
"OWW04440-0115",2004,1,09/16/2004," ", , ,0,0,"VISUAL_EST","NO FLOW, ISOLATED POOLS. .","Yes",  
"OWW04440-0122",2004,1,10/12/2004," ", ,2.66,0,0,"VISUAL_EST","BEHIND ROCK .","Yes",3327.527 
"OWW04440-0124",2004,1,07/13/2004," ", ,0,0,0,"VISUAL_EST","FLOW TOO LOW TO RECORD BY ANY METHOD .","Yes",0 
"OWW04440-0125",2004,1,06/21/2004," ",13,7.5,0.20865,7.367,"VEL_DEPTH",".","Yes",6343.75 
"OWW04440-0127",2004,1,07/11/2004,"2", ,0.4,0.00013,0.005,"ROUGH_EST",".","Yes",  
"OWW04440-0128",2004,1,08/04/2004," ",15,2.3,0.03656,1.291,"VEL_DEPTH",".","Yes",1226.82 
"OWW04440-0130",2004,1,07/05/2004,"2", ,0.7,0.00953,0.337,"ROUGH_EST",".","Yes",  
"OWW04440-0131",2004,1,09/27/2004," ", , ,5.0127442651,177,"QVAL",".","Yes",  
"OWW04440-0132",2004,1,10/14/2004," ",18,1.8,0.0756,2.669,"VEL_DEPTH",".","Yes",4447.5 
"OWW04440-0133",2004,1,07/21/2004," ", ,6.3,0,0,"VISUAL_EST","UNDER BRIDGE, CONCRETE BOTTOM, THIS STREAM IS A CLOSED SYSTEM (IRRIGATION).  DIST. FROM BANK IN METERS. .","Yes",35524.44 
"OWW04440-0134",2004,1,10/13/2004," ",20,9.5,0.45187,15.955,"VEL_DEPTH",".","Yes",9772.65 
"OWW04440-0138",2004,1,08/10/2004," ", , ,0,0,"VISUAL_EST","THERE WAS NO FLOW AT TIME OF SAMPLING THAT COULD BE MEASURED. .","Yes",  
"OWW04440-0139",2004,1,07/29/2004," ",10,2.28,0.05868,2.072,"VEL_DEPTH",".","Yes",1995 
"OWW04440-0142",2004,1,09/27/2004," ",14,13,0.12222,4.316,"VEL_DEPTH",".","Yes",19500 
"OWW04440-0146",2004,1,10/01/2004,"2", ,11.4,3.35703,118.537,"ROUGH_EST",".","Yes",  
"OWW04440-0147",2004,1,06/17/2004,"1", ,7,0.09331,3.295,"ROUGH_EST",".","Yes",  
"OWW04440-0149",2004,1,07/20/2004," ", , ,0,0,"VISUAL_EST","WE ATTEMPTED TO MEASURE FLOW WITH A MARSH FLOWMETER AND ALSO A NEUTRAL BOUYANT OBJECT.  WE COULD NOT DETECT A FLOW WITH EITHER METHOD. .","Yes",  
"OWW04440-0151",2004,1,07/13/2004," ", , ,0.16,5.6816,"QVAL",".","Yes",  
"OWW04440-0157",2004,1,08/05/2004," ",10,1.88214,0.05479,1.934,"VEL_DEPTH",".","Yes",1481.997036 
"OWW04440-0158",2004,1,09/15/2004," ",19,11.4,1.62306,57.31,"VEL_DEPTH",".","Yes",69132.45 
"OWW04440-0163",2004,1,09/28/2004," ",18,5.7,0.20871,7.37,"VEL_DEPTH",".","Yes",4275 
"OWW04440-0164",2004,1,10/28/2004," ",14,7,0.30889,10.907,"VEL_DEPTH",".","Yes",16275 
"OWW04440-0165",2004,1,06/29/2004," ", , ,0.47,16.6897,"QVAL",".","Yes",  
"OWW04440-0166",2004,1,08/23/2004," ",19,1.9,0.06607,2.333,"VEL_DEPTH",".","Yes",2762.885 
"OWW04440-0168",2004,1,07/27/2004," ",6,1.6,0.00506,0.179,"VEL_DEPTH",".","Yes",1773.3333333 
"OWW04440-0169",2004,1,10/04/2004,"3", ,5.4,0.02912,1.028,"ROUGH_EST",".","Yes",  
"OWW04440-0170",2004,1,08/22/2004,"3", ,1.5,0.0018,0.064,"ROUGH_EST",".","Yes",  
"OWW04440-0171",2004,1,08/17/2004," ", , ,2.39,84.8689,"QVAL",".","Yes",  
"OWW04440-0172",2004,1,07/07/2004,"2", ,0.9,0.01929,0.681,"ROUGH_EST",".","Yes",  
"OWW04440-0176",2004,1,07/27/2004," ",16,5.7,0.35394,12.498,"VEL_DEPTH",".","Yes",11043.75 
"OWW04440-0178",2004,1,08/11/2004,"2", ,5.5,0.23806,8.406,"ROUGH_EST",".","Yes",  
"OWW04440-0179",2004,1,09/30/2004," ", , ,0,0,"VISUAL_EST","FLOW PRESENT, BUT NOT MEASUREABLE. ONLY OBSERVED IN SHALLOW (LT 5CM) DEPTHS .","Yes",  
"OWW04440-0181",2004,1,07/22/2004," ",10,1.30302,0.01065,0.376,"VEL_DEPTH",".","Yes",355.789611 
"OWW04440-0182",2004,1,07/15/2004," ",19,2.09,0.06158,2.174,"VEL_DEPTH",".","Yes",3705.4028 
"OWW04440-0184",2004,1,08/26/2004," ", , ,0.16,5.6816,"QVAL",".","Yes",  
"OWW04440-0185",2004,1,06/23/2004," ",16,3.6,0.05376,1.898,"VEL_DEPTH",".","Yes",4549.14 
"OWW04440-0186",2004,1,08/11/2004," ",18,1.7,0.03267,1.154,"VEL_DEPTH",".","Yes",1526.413 
"OWW04440-0191",2004,1,07/23/2004,"2", ,1,0.00195,0.069,"ROUGH_EST",".","Yes",  
"OWW04440-0192",2004,1,09/13/2004,"1", ,1.1,0.00537,0.19,"ROUGH_EST",".","Yes",  
"OWW04440-0195",2004,1,06/15/2004," ",7,0.355,0.00137,0.048,"VEL_DEPTH",".","Yes",76.6445 
"OWW04440-0196",2004,1,08/26/2004,"1", ,0.5,0.01416,0.5,"ROUGH_EST",".","Yes",  
"OWW04440-0197",2004,1,07/08/2004," ", , ,0.03,1.0653,"QVAL",".","Yes",  
"OWW04440-0199",2004,1,08/18/2004," ", ,0,0,0,"VISUAL_EST","FLOW TOO LOW TO MEASURE BY ABOVE METHODS. .","Yes",0 
"OWW04440-0200",2004,1,07/26/2004," ",9,7.6,0.00336,0.119,"VEL_DEPTH",".","Yes",3800 
"OWW04440-0203",2004,1,10/08/2004,"5", ,3.8,0.29048,10.257,"ROUGH_EST",".","Yes",  
"OWW04440-0205",2004,1,10/06/2004,"1", ,1.7,0.05438,1.92,"ROUGH_EST",".","Yes",  
"OWW04440-0206",2004,1,08/11/2004,"2", ,6.6,0.31343,11.067,"ROUGH_EST",".","Yes",  
"OWW04440-0210",2004,1,08/04/2004," ",3,0.8,0.0055,0.194,"VEL_DEPTH",".","Yes",416.66666667 
"OWW04440-0211",2004,1,06/24/2004,"4", ,12.3,3.26514,115.292,"ROUGH_EST",".","Yes",  
"OWW04440-0212",2004,1,08/25/2004,"1", ,3.3,0.06046,2.135,"ROUGH_EST",".","Yes",  
"OWW04440-0218",2004,1,08/16/2004," ",15,1.73736,0.01797,0.634,"VEL_DEPTH",".","Yes",1076.7462336 
"OWW04440-0219",2004,1,06/22/2004," ",17,3.5,0.26237,9.264,"VEL_DEPTH",".","Yes",5189.5375 
"OWW04440-0221",2004,1,07/08/2004," ",10,1.129284,0.00568,0.201,"VEL_DEPTH",".","Yes",645.385806 
"OWW04440-0224",2004,1,09/09/2004,"3", ,1.8,0.04173,1.473,"ROUGH_EST",".","Yes",  
"OWW04440-0226",2004,1,09/29/2004,"2", ,17.3,4.43345,156.545,"ROUGH_EST",".","Yes",  
"OWW04440-0231",2004,1,07/20/2004," ", , ,0.07,2.4857,"QVAL",".","Yes",  
"OWW04440-0233",2004,1,06/19/2004," ",18,4.18,0.5793,20.455,"VEL_DEPTH",".","Yes",11631.1426 
"OWW04440-0234",2004,1,08/09/2004," ",16,5,0.13283,4.69,"VEL_DEPTH",".","Yes",5397.5 
"OWW04440-0238",2004,1,10/29/2004," ",18,5.8,0.20508,7.241,"VEL_DEPTH",".","Yes",6549.1666667 
"OWW04440-0240",2004,1,10/06/2004," ",15,2.28,0.00763,0.269,"VEL_DEPTH",".","Yes",1961.769 
"OWW04440-0242",2004,1,08/20/2004," ",20,1.9,0.12895,4.553,"VEL_DEPTH",".","Yes",3571.24 
"OWW04440-0243",2004,1,08/18/2004," ",4,7.95,0.00933,0.329,"VEL_DEPTH",".","Yes",15933.125 
"OWW04440-0248",2004,1,09/21/2004," ",20,3.2,0.0744,2.627,"VEL_DEPTH",".","Yes",2584.704 
"OWW04440-0250",2004,1,07/22/2004," ",4,0.7,0.00072,0.025,"VEL_DEPTH",".","Yes",414.16666667 
"OWW04440-0252",2004,1,07/12/2004," ",1,0.65,0.0041,0.145,"VEL_DEPTH",".","Yes",18.958333333 
"OWW04440-0255",2004,1,07/31/2004," ",12,1.4,0.06806,2.403,"VEL_DEPTH",".","Yes",1689.1 
"OWW04440-0256",2004,1,09/10/2004,"1", ,18,0.6984,24.661,"ROUGH_EST",".","Yes",  
"OWW04440-0257",2004,1,06/20/2004,"2", ,7.3,0.69622,24.584,"ROUGH_EST",".","Yes",  
"OWW04440-0258",2004,1,07/02/2004," ", ,19,0,0,"VISUAL_EST","TOO DEEP TO WADE, NO FLOW OBSERVED THROUGHOUT REACH TEAM DIDN'T MARK VELOCITY AREA OR VELOCITY UNITS. .","Yes",213750 
"OWW04440-0262",2004,1,08/14/2004," ",17,9.7536,0.40071,14.149,"VEL_DEPTH",".","Yes",19336.219392 
"OWW04440-0263",2004,1,09/14/2004," ",10,5.6,0.0945,3.337,"VEL_DEPTH",".","Yes",9103.36 
"OWW04440-0266",2004,1,08/23/2004," ",16,5.1,0.09119,3.22,"VEL_DEPTH",".","Yes",6035 
"OWW04440-0267",2004,1,08/09/2004," ",12,4.95,0.27139,9.583,"VEL_DEPTH",".","Yes",15551.25 
"OWW04440-0271",2004,1,09/16/2004,"2", ,0.2,0.00006,0.002,"ROUGH_EST",".","Yes",  
"OWW04440-0274",2004,1,10/06/2004,"2", ,1.4,0.08301,2.931,"ROUGH_EST",".","Yes",  
"OWW04440-0275",2004,1,07/15/2004,"2", ,0.7,0.00624,0.22,"ROUGH_EST",".","Yes",  
"OWW04440-0277",2004,1,08/04/2004," ",14,4.4,0.34103,12.042,"VEL_DEPTH",".","Yes",4084.828 
"OWW04440-0282",2004,1,09/15/2004,"1", ,12.2,0.55412,19.566,"ROUGH_EST",".","Yes",  
"OWW04440-0283",2004,1,09/20/2004,"5", ,3.2,0.16751,5.915,"ROUGH_EST",".","Yes",  
"OWW04440-0286",2004,1,06/30/2004," ",14,8.3,0.07105,2.509,"VEL_DEPTH",".","Yes",8023.3333333 
"OWW04440-0290",2004,1,10/11/2004," ",16,2.28,0.00597,0.211,"VEL_DEPTH",".","Yes",776.0208 
"OWW04440-0291",2004,1,09/29/2004," ",18,3.8,0.30557,10.79,"VEL_DEPTH",".","Yes",6650 
"OWW04440-0292",2004,1,10/11/2004," ",20,5.9,0.1318,4.654,"VEL_DEPTH",".","Yes",8702.5 
"OWW04440-0293",2004,1,07/19/2004," ", , ,0.2,7.102,"QVAL",".","Yes",  
"OWW04440-0294",2004,1,08/31/2004," ",18,3.8,0.0495,1.748,"VEL_DEPTH",".","Yes",6792.5 
"OWW04440-0295",2004,1,08/15/2004," ",18,13.79,0.63034,22.257,"VEL_DEPTH",".","Yes",27694.916667 
"OWW04440-0296",2004,1,08/10/2004," ",14,2.185,0.00767,0.271,"VEL_DEPTH",".","Yes",983.25 
"OWW04440-0298",2004,1,08/25/2004," ",20,4,0.4282,15.12,"VEL_DEPTH",".","Yes",7914.64 
"OWW04440-0305",2004,1,06/24/2004," ",19,5.7,0.84105,29.697,"VEL_DEPTH",".","Yes",27957.018 
"OWW04440-0311",2004,1,09/15/2004," ",19,8,0.36691,12.955,"VEL_DEPTH",".","Yes",26400 
"OWW04440-0312",2004,1,07/12/2004," ",15,4,0.062,2.189,"VEL_DEPTH",".","Yes",2883.3333333 
"OWW04440-0313",2004,1,06/25/2004," ", , ,0.45,15.9795,"QVAL",".","Yes",  
"OWW04440-0319",2004,1,07/23/2004,"2", ,0.3,0,0,"VISUAL_EST","NO FLOW. .","Yes",  
"OWW04440-0320",2004,1,09/11/2004,"1", ,2.7,0.081,2.86,"ROUGH_EST",".","Yes",  
"OWW04440-0323",2004,1,08/05/2004," ", , ,2.5488530161,90,"QVAL",".","Yes",  
"OWW04440-0324",2004,1,09/01/2004,"1", ,1.8,0.26891,9.495,"ROUGH_EST",".","Yes",  
"OWW04440-0325",2004,1,08/09/2004," ", , ,0.84,29.8284,"QVAL",".","Yes",  
"OWW04440-0326",2004,1,08/31/2004," ",15,2.9,0.09822,3.468,"VEL_DEPTH",".","Yes",1510.4166667 
"OWW04440-0327",2004,1,08/21/2004,"2", ,4.6,0.03546,1.252,"ROUGH_EST",".","Yes",  
"OWW04440-0328",2004,1,09/14/2004," ",20,1.9,0.03524,1.244,"VEL_DEPTH",".","Yes",2364.74 
"OWW04440-0330",2004,1,08/15/2004," ",18,5.5,0.24879,8.785,"VEL_DEPTH",".","Yes",13131.8 
"OWW04440-0333",2004,1,10/04/2004,"1", ,1.6,0.14319,5.056,"ROUGH_EST",".","Yes",  
"OWW04440-0334",2004,1,09/28/2004," ",3,1.8,0.00035,0.012,"VEL_DEPTH",".","Yes",1597.5 
"OWW04440-0336",2004,1,07/07/2004," ", , ,0.42,14.9142,"QVAL",".","Yes",  
"OWW04440-0337",2004,1,08/02/2004,"9", ,4.6,0.33652,11.883,"ROUGH_EST",".","Yes",  
"OWW04440-0338",2004,1,08/19/2004,"2", ,0.5,0.00808,0.285,"ROUGH_EST",".","Yes",  
"OWW04440-0340",2004,1,08/12/2004,"1", ,1.3,0.02786,0.984,"ROUGH_EST",".","Yes",  
"OWW04440-0341",2004,1,06/29/2004," ",18,10,0.086,3.037,"VEL_DEPTH",".","Yes",13398.5 
"OWW04440-0346",2004,1,08/12/2004," ",18,4.75,0.1394,4.922,"VEL_DEPTH",".","Yes",8632.5075 
"OWW04440-0349",2004,1,07/28/2004," ",20,6.6863976,0.24054,8.493,"VEL_DEPTH",".","Yes",7939.7628301 
"OWW04440-0353",2004,1,08/04/2004,"1", ,0.3,0.00118,0.042,"ROUGH_EST",".","Yes",  
"OWW04440-0356",2004,1,09/19/2004," ",12,1.4,0.08648,3.054,"VEL_DEPTH",".","Yes",1973.58 
"OWW04440-0358",2004,1,08/24/2004,"2", ,0.8,0.00178,0.063,"ROUGH_EST",".","Yes",  
"OWW04440-0359",2004,1,07/12/2004," ", , ,0.08,2.8408,"QVAL",".","Yes",  
"OWW04440-0360",2004,1,07/28/2004," ",4,1.5,0.00135,0.048,"VEL_DEPTH",".","Yes",550 
"OWW04440-0361",2004,1,06/20/2004,"1", ,0.8,0,0,"ROUGH_EST","NO OBSERVED FLOW .","Yes",  
"OWW04440-0362",2004,1,08/10/2004," ",8,1.7,0.01331,0.47,"VEL_DEPTH",".","Yes",561.34 
"OWW04440-0368",2004,1,09/10/2004," ",13,5.7912,0.13252,4.679,"VEL_DEPTH",".","Yes",6244.245576 
"OWW04440-0369",2004,1,06/22/2004,"3", ,6.7,0,0,"ROUGH_EST","NO MEASURED FLOW, STREAM HAS 0.0 DISCHARGE .","Yes",  
"OWW04440-0373",2004,1,07/29/2004," ", , ,0.0481450014,1.7,"QVAL",".","Yes",  
"OWW04440-0377",2004,1,06/24/2004," ",6,1.0668,0.0128,0.452,"VEL_DEPTH",".","Yes",243.87048 
"OWW04440-0378",2004,1,09/16/2004,"1", ,1.4,0.01786,0.631,"ROUGH_EST",".","Yes",  
"OWW04440-0380",2004,1,08/05/2004," ",13,6.72,0.18293,6.459,"VEL_DEPTH",".","Yes",9156 
"OWW04440-0381",2004,1,08/06/2004," ",8,0.9,0.02736,0.966,"VEL_DEPTH",".","Yes",308.0385 
"OWW04440-0382",2004,1,09/22/2004," ",19,9.5,1.95118,68.896,"VEL_DEPTH",".","Yes",37401.5 
"OWW04440-0383",2004,1,07/26/2004,"2", ,7,0.22976,8.113,"ROUGH_EST",".","Yes",  
"OWW04440-0384",2004,1,08/05/2004," ",14,2.55,0.02,0.706,"VEL_DEPTH",".","Yes",1408.7475 
"OWW04440-0386",2004,1,07/20/2004,"2", ,0.4,0.00099,0.035,"ROUGH_EST",".","Yes",  
"OWW04440-0387",2004,1,08/04/2004," ",15,8.5344,0.08396,2.965,"VEL_DEPTH",".","Yes",13927.71408 
"OWW04440-0389",2004,1,06/22/2004,"4", ,2.5,0.111,3.919,"ROUGH_EST",".","Yes",  
"OWW04440-0393",2004,1,06/16/2004,"3", ,5.8,0,0,"ROUGH_EST","NO OBSERVABLE FLOW .","Yes",  
"OWW04440-0394",2004,1,08/11/2004," ",19,28,4.32511,152.72,"VEL_DEPTH",".","Yes",98145.6 
"OWW04440-0398",2004,1,09/12/2004,"2", ,1.3,0.00801,0.283,"ROUGH_EST",".","Yes",  
"OWW04440-0400",2004,1,07/09/2004," ",5,2.8,0.01594,0.563,"VEL_DEPTH",".","Yes",4567.5 
"OWW04440-0401",2004,1,10/04/2004,"2", ,0.8,0.02093,0.739,"ROUGH_EST",".","Yes",  
"OWW04440-0403",2004,1,09/20/2004," ", , ,0,0,"VISUAL_EST","NO FLOW .","Yes",  
"OWW04440-0405",2004,1,07/21/2004," ", , ,0,0,"VISUAL_EST","NO MEASUREABLE FLOW USING MARSH OR BOUYANT OBJECT. .","Yes",  
"OWW04440-0410",2004,1,08/10/2004," ",2,2.4384,0.00198,0.07,"VEL_DEPTH",".","Yes",1300.64256 
"OWW04440-0416",2004,1,07/21/2004," ",20,1.9,0.0036,0.127,"VEL_DEPTH",".","Yes",2153.3333333 
"OWW04440-0418",2004,1,10/10/2004,"2", ,4.2,0.17542,6.194,"ROUGH_EST",".","Yes",  
"OWW04440-0419",2004,1,08/03/2004," ", ,3.8,0,0,"VISUAL_EST","NOTE THAT ALL DEPTHS ARE IN FEET AND ALL VELOCITIES ARE IN FT/S (WE'RE USING A DIFFERENT VELOCITY METER BUT ONLY FOR TODAY.) NOT THAT DISTANCES FROM BANK ARE STILL IN CM. TOO SHALLOW TO MEASURE. .","Yes",14140.18 
"OWW04440-0420",2004,1,10/15/2004," ",14,7.5,0.1437,5.074,"VEL_DEPTH",".","Yes",8093.75 
"OWW04440-0423",2004,1,08/09/2004," ", , ,0.21,7.4571,"QVAL",".","Yes",  
